Geneid	BF1_Cbr	BF2_Cbr	BF3_Cbr	BM1_Cbr	BM2_Cbr	BM3_Cbr	9F1_Cni	9F2_Cni	9F3_Cni	9M1_Cni	9M2_Cni	9M3_Cni
II.g4245.t4__Cnig_chr_II.g4375.t3	59	43	48	185	104	119	20	19	14	32	34	38
IV.g12048.t1__Cnig_chr_IV.g13997.t2	4900	4520	3520	3183	2405	3388	3226	3582	2859	2950	2827	3235
II.g5745.t1__Cnig_chr_II.g6110.t1	4	10	3	39	55	10	163	96	123	234	293	160
X.g21756.t2__Cnig_chr_X.g25815.t3	155	120	122	197	105	134	292	338	277	285	231	304
II.g4099.t1__Cnig_chr_II.g4198.t1	0	0	1	37	20	9	1	4	0	23	12	60
II.g6052.t1__Cnig_chr_II.g6437.t1	392	410	428	676	850	643	203	176	153	306	298	279
X.g18702.t1__Cnig_chr_X.g22353.t1	926	647	601	537	293	464	901	768	842	1054	980	755
V.g16728.t1__Cnig_chr_V.g19753.t1	19	18	16	283	263	201	31	29	16	138	135	186
X.g19294.t2__Cnig_chr_X.g23045.t2	8	6	10	14	14	12	47	22	42	278	212	208
X.g19272.t1__Cnig_chr_X.g23026.t1	473	377	315	508	263	493	331	299	258	430	322	407
V.g16225.t1__Cnig_chr_V.g19232.t1	21	41	17	191	130	50	867	462	675	1423	1000	894
III.g7541.t1__Cnig_chr_III.g8501.t1	347	282	305	621	512	551	603	506	658	920	1249	969
X.g20633.t1__Cnig_chr_X.g24522.t2	390	305	265	685	206	785	694	772	621	650	441	531
III.g9413.t1__Cnig_chr_III.g10756.t1	311	280	299	433	319	388	314	426	365	191	165	197
V.g14524.t1__Cnig_chr_V.g17187.t1	8997	10214	7613	5793	3450	6724	10789	11242	12077	8202	8351	8449
X.g21558.t2__Cnig_chr_X.g25613.t1	154	139	98	135	100	120	249	206	204	171	175	223
V.g16652.t1__Cnig_chr_V.g19693.t1	2556	1505	1794	1179	1259	1256	1519	1314	1468	1337	1242	1315
II.g5274.t1__Cnig_chr_II.g5615.t1	5038	3958	4806	5969	4555	5058	4433	3717	5167	6095	7353	6646
X.g19603.t1__Cnig_chr_X.g23385.t1	1591	1295	852	2852	1502	1910	497	2249	1100	709	400	2017
X.g19637.t2__Cnig_chr_X.g23448.t1	989	765	627	2172	894	1494	1196	1475	1351	1473	1056	1423
V.g15668.t1__Cnig_chr_V.g18613.t1	2275	2616	1804	1431	690	1802	1566	2072	2029	1592	1297	1905
IV.g12864.t1__Cnig_chr_IV.g14959.t1	1932	1407	2022	1441	1368	1409	976	930	913	758	1129	852
V.g14160.t2__Cnig_chr_V.g16749.t1	1128	948	906	1422	1264	1172	2024	1251	1864	2846	2306	2172
V.g18506.t1__Cnig_chr_V.g22079.t1	2417	1553	2352	985	973	976	990	1054	952	894	1122	993
IV.g13090.t3__Cnig_chr_IV.g15132.t2	335	298	218	1341	659	960	423	433	419	1070	833	1137
III.g10138.t1__Cnig_chr_III.g11620.t1	106	114	230	660	964	453	6	14	10	296	557	503
I.g773.t1__Cnig_chr_I.g214.t1	2295	2245	2377	11219	11497	8675	367	378	312	5014	4957	8662
III.g9289.t1__Cnig_chr_III.g10629.t2	1862	2102	1761	2197	1213	1987	2833	3110	3089	4547	5370	4556
IV.g12096.t1__Cnig_chr_IV.g14043.t1	5868	3371	4798	3257	2762	3503	3402	3292	3533	2651	2411	2530
V.g17410.t1__Cnig_chr_V.g20500.t1	1538	927	1288	2249	2084	2258	1444	1303	1300	1982	2235	2047
II.g4040.t1__Cnig_chr_II.g4119.t1	372	336	319	371	286	292	528	456	392	548	544	517
V.g16721.t1__Cnig_chr_V.g19747.t2	177	98	243	271	351	235	83	58	101	152	184	150
X.g20024.t1__Cnig_chr_X.g23889.t1	2472	1931	2156	5302	3269	3949	2790	3273	2718	3287	3131	3670
X.g18544.t2__Cnig_chr_X.g22197.t1	14	21	11	42	48	28	179	91	141	265	242	172
X.g21570.t1__Cnig_chr_X.g25628.t2	518	410	361	645	373	533	785	696	682	1109	974	992
IV.g12022.t1__Cnig_chr_IV.g13975.t1	1255	638	545	1608	676	1043	1762	1809	1745	1228	1128	1245
III.g8946.t1__Cnig_chr_III.g10204.t1	3037	2380	2390	1756	1374	1921	2429	2515	2601	2495	2117	2204
V.g13907.t1__Cnig_chr_V.g16345.t1	188	175	192	326	348	224	1414	713	808	1767	2396	1285
X.g22375.t2__Cnig_chr_X.g26695.t3	35	53	30	111	68	97	137	125	104	194	163	156
III.g8444.t1__Cnig_chr_III.g9716.t1	4358	1974	3376	3303	3485	4651	5956	4072	5965	5070	5875	4336
I.g2611.t1__Cnig_chr_I.g2196.t1	2227	1558	2073	829	804	917	987	1004	1058	883	825	781
II.g5092.t1__Cnig_chr_II.g5432.t1	0	0	0	10	12	14	12	7	9	615	535	1188
X.g18778.t1__Cnig_chr_X.g22434.t1	55	31	50	79	99	60	98	65	86	129	135	114
IV.g10510.t1__Cnig_chr_IV.g12003.t1	29	23	31	51	46	46	132	53	110	60	80	64
I.g2041.t1__Cnig_chr_I.g1624.t2	1601	1130	1367	911	967	1029	4106	4729	4281	2855	2622	3100
II.g4070.t1__Cnig_chr_II.g4124.t1	495	687	473	48	27	152	6	8	16	70	44	31
X.g21212.t1__Cnig_chr_X.g25193.t2	100	77	62	151	54	137	127	145	114	224	163	201
X.g19320.t2__Cnig_chr_X.g23074.t1	147	139	194	230	277	212	337	178	261	316	259	216
IV.g12896.t1__Cnig_chr_IV.g14923.t1	1017	1065	808	702	348	793	935	1025	922	873	843	827
I.g1009.t1__Cnig_chr_I.g502.t2	448	452	433	228	121	281	306	371	331	323	364	306
III.g7418.t2__Cnig_chr_III.g8343.t1	1143	820	810	1660	1210	1621	1990	1573	2156	1970	2006	2089
IV.g13011.t1__Cnig_chr_IV.g15067.t1	30	21	22	139	132	111	51	33	40	219	219	168
V.g15164.t1__Cnig_chr_V.g18040.t1	34	28	131	40	60	23	27	14	26	40	54	27
II.g4275.t1__Cnig_chr_II.g4431.t1	0	0	0	0	0	0	298	290	261	21	12	10
X.g19538.t1__Cnig_chr_X.g23298.t1	84	95	36	190	106	182	112	166	99	139	137	124
X.g20550.t3__Cnig_chr_X.g24431.t1	191	138	90	1478	829	363	8341	3825	5695	12543	9154	7989
X.g19695.t1__Cnig_chr_X.g23575.t1	609	672	361	1531	494	1185	2742	2002	2393	3824	2742	2786
II.g6098.t1__Cnig_chr_II.g6484.t2	743	513	522	4438	4074	3570	16	50	4	2122	2144	4241
I.g2346.t2__Cnig_chr_I.g1974.t1	2118	2204	2094	797	560	1099	1113	1424	1279	578	580	555
X.g21568.t1__Cnig_chr_X.g25626.t1	3303	2076	2023	3297	1768	2951	1884	1528	1858	1943	1499	1686
X.g20567.t2__Cnig_chr_X.g24447.t1	5113	3590	4879	2563	2530	2265	3970	3930	3731	2023	2473	2234
I.g3814.t2__Cnig_chr_I.g3842.t1	376	447	536	1259	1450	908	266	218	249	240	296	214
X.g20488.t1__Cnig_chr_X.g24369.t2	9	8	6	52	27	33	87	49	52	158	138	129
III.g8968.t1__Cnig_chr_III.g10231.t1	1639	1075	1387	879	677	893	1168	1048	1087	981	1196	923
II.g5486.t1__Cnig_chr_II.g5845.t1	22	21	50	73	66	46	27	29	23	60	63	50
V.g16418.t1__Cnig_chr_V.g19437.t1	113	62	59	114	68	130	213	194	186	286	224	213
II.g6036.t1__Cnig_chr_II.g6418.t1	274	253	291	449	442	444	225	433	247	174	219	325
X.g19992.t1__Cnig_chr_X.g23852.t1	3	7	4	5	8	13	1	9	9	4	12	6
II.g4793.t1__Cnig_chr_II.g5128.t1	196	130	162	275	246	218	85	91	68	122	98	102
X.g20171.t1__Cnig_chr_X.g24063.t1	116	225	136	412	315	298	153	338	171	201	186	268
X.g21461.t2__Cnig_chr_X.g25508.t3	102	146	61	1087	763	191	10634	5040	7546	14408	10401	9242
III.g8632.t2__Cnig_chr_III.g9884.t1	137	89	103	102	93	87	111	101	76	119	196	88
I.g2751.t1__Cnig_chr_I.g2352.t2	59	44	56	183	210	116	30	30	35	137	148	153
II.g5422.t1__Cnig_chr_II.g5778.t1	4432	2806	2825	1317	867	1656	1213	1377	1341	881	678	823
II.g4536.t1__Cnig_chr_II.g4753.t1	380	378	328	486	494	398	755	763	682	454	467	473
X.g19372.t1__Cnig_chr_X.g23132.t1	15	31	15	120	89	72	83	136	75	220	186	245
V.g16260.t1__Cnig_chr_V.g19272.t1	469	290	435	287	273	276	205	186	170	185	208	188
X.g19323.t1__Cnig_chr_X.g23077.t1	328	220	268	612	379	390	1112	771	926	1515	1004	1207
II.g5464.t1__Cnig_chr_II.g5820.t3	2132	1049	1016	1685	1038	1860	674	1315	669	420	592	754
IV.g12364.t1__Cnig_chr_IV.g14353.t1	3560	2040	2893	1236	953	1461	1139	1363	1238	791	850	985
V.g15894.t2__Cnig_chr_V.g18840.t2	750	514	501	263	213	297	556	634	594	426	370	390
IV.g12559.t2__Cnig_chr_IV.g14565.t1	454	300	91	335	50	410	423	488	525	411	269	383
X.g20382.t1__Cnig_chr_X.g24250.t1	254	187	223	246	276	304	461	334	369	373	353	350
X.g21037.t1__Cnig_chr_X.g24984.t1	195	281	190	1408	1237	768	2549	1491	2101	2328	2300	1971
V.g16112.t1__Cnig_chr_V.g19098.t2	22	8	14	31	20	23	238	108	116	396	455	255
I.g2012.t1__Cnig_chr_I.g1656.t1	330	361	275	666	224	409	920	773	851	765	618	587
X.g21232.t3__Cnig_chr_X.g25213.t1	532	373	280	665	373	604	441	487	506	610	467	556
X.g20772.t2__Cnig_chr_X.g24672.t2	332	378	241	2197	1144	1042	1768	2249	2290	1145	879	1798
IV.g11764.t3__Cnig_chr_IV.g13896.t2	4561	3969	2421	4397	1822	4627	6083	5391	6192	6882	4960	5929
III.g8909.t1__Cnig_chr_III.g10177.t1	5929	3681	4524	2683	2359	2841	2067	2030	2048	2382	2265	2343
I.g2718.t1__Cnig_chr_I.g2310.t1	9842	9680	8227	13851	9925	12486	11936	11741	11595	15002	12512	15709
V.g17418.t1__Cnig_chr_V.g20509.t1	100	81	60	739	517	638	8	13	5	277	312	573
V.g14086.t1__Cnig_chr_V.g16594.t1	0	0	0	6	7	3	0	1	0	1	2	1
II.g5420.t1__Cnig_chr_II.g5776.t1	3955	2833	2254	1578	1094	1926	2165	2508	2467	1922	1755	1937
X.g21008.t1__Cnig_chr_X.g24959.t1	104	88	93	150	206	174	104	94	80	129	169	132
IV.g13486.t3__Cnig_chr_IV.g15772.t1	120	105	72	275	63	176	614	350	444	720	570	556
X.g20496.t1__Cnig_chr_X.g24378.t1	731	516	528	937	685	960	643	609	691	1005	1142	801
X.g21822.t1__Cnig_chr_X.g25864.t3	176	112	124	367	160	324	386	359	307	993	607	739
X.g20245.t1__Cnig_chr_X.g24106.t2	503	393	266	859	367	752	583	594	543	670	580	724
I.g2708.t2__Cnig_chr_I.g2300.t1	4333	2624	2473	1573	977	1844	1926	2025	1987	1532	1287	1347
X.g20162.t1__Cnig_chr_X.g24052.t1	478	399	197	795	361	579	575	448	440	698	652	510
X.g20300.t2__Cnig_chr_X.g24171.t1	168	149	110	405	266	277	1215	764	954	1529	1188	1047
X.g21517.t3__Cnig_chr_X.g25566.t2	2175	2010	1803	2506	1633	2014	1788	1493	1608	826	772	818
X.g20307.t1__Cnig_chr_X.g24178.t1	47	34	39	107	58	95	78	60	60	109	117	91
X.g19283.t1__Cnig_chr_X.g23037.t4	85	84	38	236	83	176	462	288	349	1158	788	747
I.g2368.t1__Cnig_chr_I.g2011.t1	787	597	596	4519	3525	3992	30	49	13	2175	1915	3757
X.g19101.t1__Cnig_chr_X.g22817.t1	8959	7803	7457	6572	6766	6740	6398	8019	6989	2901	3026	2830
X.g20160.t3__Cnig_chr_X.g24050.t1	191	165	105	214	127	156	295	220	242	231	244	198
I.g2155.t1__Cnig_chr_I.g1733.t1	271	185	149	288	175	247	682	472	494	740	573	625
X.g20445.t1__Cnig_chr_X.g24319.t1	9173	6645	5402	7819	4133	7247	7600	9645	7106	3939	3998	4090
IV.g11823.t1__Cnig_chr_IV.g13826.t1	4978	2915	2813	4205	2594	4452	3096	3158	3259	3987	3294	3714
X.g20546.t1__Cnig_chr_X.g24426.t1	3544	2737	3311	5676	5276	4751	4271	4147	4267	3603	3233	3794
IV.g12619.t1__Cnig_chr_IV.g14636.t1	185	274	367	568	583	253	952	947	883	440	826	466
V.g16761.t1__Cnig_chr_V.g19793.t1	123	104	117	303	238	255	407	325	305	655	668	574
X.g19293.t1__Cnig_chr_X.g23044.t1	102	76	96	75	100	84	320	303	292	341	348	237
I.g2777.t1__Cnig_chr_I.g2389.t1	2588	1675	2294	1200	1246	1229	1400	1358	1410	1389	1282	1299
V.g18281.t1__Cnig_chr_V.g21757.t1	15211	17600	14563	8414	5322	8885	15822	17820	16953	5535	5954	6231
I.g1885.t1__Cnig_chr_I.g1591.t2	4341	2711	2579	2528	1821	2471	1472	1606	1798	1505	1366	1710
IV.g12478.t1__Cnig_chr_IV.g14477.t1	4138	3607	2917	2152	1391	2405	2357	2922	2867	1825	1705	1850
X.g20045.t1__Cnig_chr_X.g23913.t1	328	285	306	293	227	255	161	176	151	285	338	285
X.g20788.t2__Cnig_chr_X.g24689.t1	31	29	28	26	20	26	42	20	20	61	60	40
X.g21898.t1__Cnig_chr_X.g25980.t1	1374	709	826	1140	750	930	491	513	698	422	496	488
I.g3899.t1__Cnig_chr_I.g3941.t1	3012	2147	2605	655	507	796	903	1169	1009	469	556	429
II.g7298.t1__Cnig_chr_II.g8236.t1	891	824	779	809	764	754	1397	1591	1016	865	813	712
IV.g13580.t2__Cnig_chr_IV.g15900.t1	829	608	337	1502	572	1267	1640	1481	1879	2703	2298	2535
V.g16504.t3__Cnig_chr_V.g19537.t1	685	392	384	426	297	476	660	642	657	933	806	954
X.g20680.t1__Cnig_chr_X.g24567.t1	33526	30658	25144	22772	16435	21808	45289	33234	43348	40729	31136	33773
I.g3768.t1__Cnig_chr_I.g3787.t1	647	614	641	203	172	224	297	382	401	198	261	172
IV.g13693.t1__Cnig_chr_IV.g16029.t1	2643	2554	3154	4543	3731	3876	9153	8582	8884	9811	10646	10331
X.g18933.t1__Cnig_chr_X.g22598.t1	3679	2646	2703	3083	2776	3650	3701	2987	3319	2125	2243	2151
II.g6477.t1__Cnig_chr_II.g6783.t1	1106	1279	979	710	587	804	1666	1380	1572	1468	1306	1267
II.g4573.t1__Cnig_chr_II.g4803.t1	271	176	296	1056	1098	884	4	28	3	650	551	1194
X.g19483.t1__Cnig_chr_X.g23246.t2	324	197	273	137	78	152	129	90	136	102	116	106
I.g2371.t1__Cnig_chr_I.g2009.t1	222	153	284	585	672	574	4	9	0	224	289	405
II.g3957.t1__Cnig_chr_II.g4008.t3	3027	2506	2188	6628	4740	5436	5780	5898	5844	5098	4496	6175
III.g8336.t2__Cnig_chr_III.g9608.t1	68	46	41	517	501	405	8	10	0	515	509	701
II.g4309.t1__Cnig_chr_II.g4479.t1	3415	3471	3284	907	600	1357	1386	1623	1712	923	1015	1129
X.g21744.t1__Cnig_chr_X.g25802.t1	333	313	228	649	273	485	2471	1532	1967	3669	2399	2345
III.g8390.t2__Cnig_chr_III.g9662.t2	467	427	367	1277	662	1109	442	620	511	125	114	236
X.g21475.t1__Cnig_chr_X.g25517.t1	103	62	51	151	159	112	764	506	515	1697	2309	815
I.g2015.t1__Cnig_chr_I.g1652.t1	3994	3358	1826	3703	1034	3997	2674	3041	3215	3168	2065	3041
III.g8820.t2__Cnig_chr_III.g10096.t2	95	97	60	205	152	141	329	196	264	775	885	574
III.g8187.t2__Cnig_chr_III.g9436.t1	17832	17517	14557	22227	14529	19477	26092	24395	25817	28215	22662	28043
X.g20422.t1__Cnig_chr_X.g24294.t1	146	197	116	848	852	333	4211	2363	3430	4969	4465	3666
V.g15891.t1__Cnig_chr_V.g18837.t1	955	672	744	1178	1088	910	649	826	675	454	553	618
X.g20047.t1__Cnig_chr_X.g23915.t1	1126	1026	679	1492	766	1335	1353	1240	1307	1571	1330	1399
II.g5355.t1__Cnig_chr_II.g5694.t1	7542	5518	6805	3342	2358	3563	3809	3908	3915	2894	2742	2766
X.g19305.t1__Cnig_chr_X.g23057.t1	93	69	67	50	34	72	351	288	287	452	459	391
X.g20667.t1__Cnig_chr_X.g24555.t2	640	426	435	313	189	335	421	522	483	57	61	56
I.g744.t1__Cnig_chr_I.g80.t1	4709	4708	3655	4233	2569	4060	4326	4438	4583	2711	3290	2881
III.g8644.t1__Cnig_chr_III.g9895.t1	1257	827	889	1015	874	803	568	716	622	416	456	499
IV.g12130.t1__Cnig_chr_IV.g14077.t1	372	318	146	585	359	679	713	514	735	1472	1470	1249
III.g8344.t1__Cnig_chr_III.g9617.t1	1135	887	668	1832	1295	1655	641	505	834	1103	834	927
III.g8232.t1__Cnig_chr_III.g9496.t1	63	55	59	24	14	33	25	22	24	25	35	21
II.g7269.t1__Cnig_chr_II.g8203.t1	2750	3287	3003	1533	1455	1874	2146	2044	2388	2651	2519	2580
X.g20990.t2__Cnig_chr_X.g24943.t2	3839	1985	2215	8188	6229	7085	873	2148	1795	1233	1053	3236
X.g20067.t1__Cnig_chr_X.g23950.t1	412	264	243	1222	692	1258	701	638	631	1073	929	976
IV.g10435.t1__Cnig_chr_IV.g12112.t1	71	32	74	376	548	333	2	0	0	97	116	200
II.g5342.t2__Cnig_chr_II.g5682.t1	2765	2427	1956	1502	858	1666	2081	2268	2270	1079	955	1105
X.g18639.t1__Cnig_chr_X.g22300.t4	94	67	61	234	107	121	149	210	125	169	104	196
X.g21036.t1__Cnig_chr_X.g24983.t1	48	35	43	48	66	54	35	37	40	34	43	50
V.g16343.t1__Cnig_chr_V.g19356.t2	2625	1587	2337	409	360	636	428	545	505	282	263	274
X.g21983.t1__Cnig_chr_X.g26142.t3	163	131	106	310	125	307	280	256	234	1138	761	714
I.g3921.t1__Cnig_chr_I.g3919.t1	5994	5690	4374	2048	1157	2813	2562	3409	3345	1680	1459	1808
V.g14229.t1__Cnig_chr_V.g16819.t2	67	98	64	201	235	119	787	332	628	994	888	645
X.g19654.t1__Cnig_chr_X.g23470.t3	279	222	156	483	129	385	784	522	688	1060	717	662
III.g9901.t1__Cnig_chr_III.g11311.t1	859	892	570	869	534	821	767	783	870	639	628	664
III.g8678.t1__Cnig_chr_III.g9928.t1	350	204	210	1547	1367	1408	4	18	6	551	452	921
I.g1482.t1__Cnig_chr_I.g1085.t2	8113	5289	5776	3962	3709	3764	2538	2298	2265	2617	2511	2180
V.g15544.t1__Cnig_chr_V.g18489.t1	1858	1726	1826	1517	1242	1497	2385	2299	2333	2681	2199	2539
III.g7906.t1__Cnig_chr_III.g8947.t1	7749	8360	8445	8293	6598	7952	11244	10224	10747	11353	13326	12519
X.g19444.t1__Cnig_chr_X.g23205.t3	239	216	155	346	97	289	1107	986	1135	1152	850	987
X.g19063.t1__Cnig_chr_X.g22773.t1	483	316	345	689	434	518	445	298	368	367	359	368
V.g16738.t1__Cnig_chr_V.g19764.t1	5	13	6	22	27	17	126	87	120	111	90	80
V.g16819.t2__Cnig_chr_V.g19853.t3	1765	1928	1757	439	353	801	475	682	588	207	235	224
IV.g12351.t1__Cnig_chr_IV.g14338.t1	71	70	35	143	99	139	284	199	264	319	253	235
X.g20571.t2__Cnig_chr_X.g24452.t3	1320	1089	1110	285	189	571	301	1161	592	59	40	34
X.g18895.t2__Cnig_chr_X.g22560.t3	229	192	150	512	304	392	364	254	253	333	300	315
X.g21481.t1__Cnig_chr_X.g25523.t1	2079	1824	1602	3508	1821	2972	4810	3552	3971	5873	4867	4891
I.g1095.t1__Cnig_chr_I.g49.t1	941	820	621	1019	714	939	914	841	951	1407	1350	1625
III.g10114.t1__Cnig_chr_III.g11578.t1	290	198	328	192	218	116	544	375	537	553	631	414
I.g1881.t1__Cnig_chr_I.g1586.t1	5012	3038	3418	2630	1813	2867	1394	1527	1584	1849	1623	2026
V.g15383.t1__Cnig_chr_V.g18313.t1	38	33	13	98	64	82	35	28	26	52	46	55
III.g10215.t1__Cnig_chr_III.g11714.t1	395	498	477	251	191	312	438	471	426	336	398	352
X.g19256.t1__Cnig_chr_X.g23010.t1	3060	2482	2084	4388	2437	3907	5223	4540	5078	5396	4481	4870
X.g20358.t1__Cnig_chr_X.g24227.t1	13	18	8	148	89	22	1394	693	899	1771	1747	1321
X.g18649.t2__Cnig_chr_X.g22310.t2	273	235	116	356	76	361	1634	1963	1378	694	600	897
III.g8286.t2__Cnig_chr_III.g9549.t1	180	137	120	510	547	433	52	28	56	93	99	118
IV.g12807.t2__Cnig_chr_IV.g14859.t1	152	130	74	315	163	271	415	281	357	767	659	707
V.g15480.t1__Cnig_chr_V.g18434.t1	10886	12677	12326	11038	10975	9844	13927	12178	13405	13676	13225	13955
X.g20066.t2__Cnig_chr_X.g23946.t1	671	617	480	1556	655	1352	1397	979	1385	3643	2300	2692
I.g3059.t1__Cnig_chr_I.g2713.t1	19	9	13	22	13	21	4	3	3	13	6	9
V.g16253.t1__Cnig_chr_V.g19262.t1	74	61	49	113	55	91	94	113	81	195	173	167
V.g17273.t1__Cnig_chr_V.g20352.t1	65	50	40	306	380	261	2	5	0	96	97	211
III.g9068.t1__Cnig_chr_III.g10359.t1	2	5	0	4	5	2	1	2	0	173	138	94
III.g9243.t1__Cnig_chr_III.g10579.t1	2395	1367	1060	6242	3206	5212	6879	5109	11391	4964	5479	6260
X.g18571.t1__Cnig_chr_X.g22225.t1	556	494	515	584	424	387	1325	1272	1233	561	515	668
X.g21040.t1__Cnig_chr_X.g24987.t1	35	26	30	87	44	67	85	57	64	84	81	111
X.g20647.t3__Cnig_chr_X.g24535.t3	500	500	446	573	284	418	493	470	492	417	484	548
III.g7662.t2__Cnig_chr_III.g8663.t1	836	586	874	888	707	583	4104	2712	2953	4926	6340	3538
X.g19634.t1__Cnig_chr_X.g23444.t2	224	210	133	390	158	311	604	501	527	1041	723	671
IV.g11474.t1__Cnig_chr_IV.g13406.t1	1246	1408	1252	720	526	827	994	1208	1120	842	781	837
III.g8837.t1__Cnig_chr_III.g10111.t2	299	244	269	629	652	530	390	380	429	594	595	666
III.g9209.t1__Cnig_chr_III.g10542.t2	2146	1248	1985	971	872	1060	1082	1126	994	1052	1338	1045
X.g20489.t2__Cnig_chr_X.g24370.t1	317	282	241	271	148	233	291	265	276	293	216	230
III.g7948.t1__Cnig_chr_III.g9024.t1	278	161	299	179	150	143	461	359	437	366	429	376
X.g20361.t1__Cnig_chr_X.g24229.t2	569	567	318	972	442	852	1193	1353	1178	1750	1478	1307
X.g19458.t2__Cnig_chr_X.g23217.t1	361	328	250	493	306	470	537	365	488	698	568	552
X.g20544.t1__Cnig_chr_X.g24423.t1	14	13	15	35	20	15	217	159	187	172	137	154
III.g9381.t1__Cnig_chr_III.g10714.t1	1510	949	1253	398	353	464	541	544	586	481	608	383
III.g7579.t1__Cnig_chr_III.g8565.t1	742	826	1243	637	657	624	561	499	595	551	934	537
X.g20795.t1__Cnig_chr_X.g24696.t3	342	278	200	561	287	335	1306	917	990	2390	1617	1632
X.g21025.t1__Cnig_chr_X.g24974.t2	27	15	23	49	41	54	66	73	28	71	69	73
I.g1017.t1__Cnig_chr_I.g516.t1	162	153	153	205	143	158	147	119	127	360	291	268
X.g19233.t1__Cnig_chr_X.g22987.t2	106	104	83	209	108	128	719	447	521	1097	1130	801
III.g8274.t2__Cnig_chr_III.g9535.t2	1236	1061	847	2681	1843	2801	3411	3588	3511	3446	3624	3924
IV.g11818.t1__Cnig_chr_IV.g13830.t1	28	22	23	344	164	290	55	25	33	362	273	353
X.g20753.t1__Cnig_chr_X.g24655.t1	301	266	251	278	155	232	276	273	298	412	378	366
III.g9150.t1__Cnig_chr_III.g10477.t1	39734	34187	27750	32999	23148	30042	18555	17780	16131	33162	30110	31304
III.g9340.t1__Cnig_chr_III.g10682.t3	1802	1232	1836	984	880	996	343	387	380	357	463	374
IV.g12024.t2__Cnig_chr_IV.g13978.t1	946	551	579	4026	3204	3661	10	30	6	1574	1616	2461
X.g19746.t1__Cnig_chr_X.g23634.t1	1441	1294	1115	3330	2349	2818	4970	3045	4142	4915	4014	4019
X.g20306.t3__Cnig_chr_X.g24176.t1	13024	12846	16678	9786	10409	7434	287	199	245	251	204	180
I.g1350.t2__Cnig_chr_I.g940.t1	5268	4826	4074	2425	1700	2843	1613	1956	2031	901	717	728
V.g15535.t1__Cnig_chr_V.g18480.t2	68	55	44	184	106	178	275	206	212	822	663	671
X.g19475.t1__Cnig_chr_X.g23237.t2	33	28	27	154	87	132	167	68	127	761	613	482
IV.g12524.t1__Cnig_chr_IV.g14526.t1	22237	14432	16382	21709	18097	22206	18930	19208	17146	22806	21456	22138
III.g10410.t1__Cnig_chr_III.g11895.t1	308	208	319	511	394	390	765	558	909	1015	1173	1009
X.g20591.t1__Cnig_chr_X.g24472.t2	89	45	72	105	92	108	139	144	179	103	81	105
III.g10320.t1__Cnig_chr_III.g11822.t1	719	796	762	292	126	359	675	677	647	360	386	359
III.g8895.t2__Cnig_chr_III.g10166.t3	1589	1100	1193	910	787	921	769	721	792	609	757	673
I.g725.t2__Cnig_chr_I.g105.t1	93	77	31	88	10	100	150	151	163	163	124	154
I.g1488.t2__Cnig_chr_I.g1101.t2	1615	1329	1259	1395	1031	1217	207	169	232	280	240	297
II.g5485.t1__Cnig_chr_II.g5844.t1	17	46	10	113	180	55	721	324	515	807	635	540
X.g18607.t1__Cnig_chr_X.g22259.t1	735	667	381	1436	515	1232	1071	1124	1055	1632	1041	1371
V.g17288.t1__Cnig_chr_V.g20369.t1	31	24	19	54	66	38	30	22	30	28	51	48
III.g8802.t1__Cnig_chr_III.g10078.t1	1758	1131	1408	972	772	1063	1327	1354	1237	1086	998	1162
II.g4842.t1__Cnig_chr_II.g5181.t1	366	356	285	2290	1969	2097	9	27	3	1172	1266	1944
III.g7792.t2__Cnig_chr_III.g8818.t1	202	149	154	196	114	186	189	164	147	166	177	135
X.g19185.t1__Cnig_chr_X.g22919.t1	245	248	213	503	475	543	226	156	192	314	272	281
V.g15818.t1__Cnig_chr_V.g18775.t2	132	106	119	216	292	225	90	99	74	130	113	126
I.g2541.t2__Cnig_chr_I.g2112.t1	4959	5364	4481	2166	1233	2695	2830	3515	3223	1858	2287	2045
X.g20392.t1__Cnig_chr_X.g24262.t1	794	691	809	1289	1309	983	1549	1073	1403	1546	2003	1277
X.g20349.t1__Cnig_chr_X.g24217.t3	303	395	293	307	329	257	287	402	328	248	192	252
V.g16400.t1__Cnig_chr_V.g19419.t2	8345	5914	9580	5237	5692	4952	5481	5142	5118	5083	6611	5292
V.g15784.t1__Cnig_chr_V.g18741.t1	2008	1542	768	4353	1973	3827	3357	1648	3468	9850	7540	7303
X.g18998.t1__Cnig_chr_X.g22695.t2	1	1	2	23	24	5	10	4	11	337	322	181
V.g16500.t1__Cnig_chr_V.g19532.t1	685	1024	747	786	619	770	1374	1438	1388	1199	1145	1171
X.g19477.t1__Cnig_chr_X.g23239.t1	2	1	2	6	11	12	2	0	0	5	4	1
X.g18752.t2__Cnig_chr_X.g22410.t1	536	503	346	959	529	616	1714	1508	1718	707	607	694
V.g16230.t1__Cnig_chr_V.g19238.t1	387	253	323	588	504	662	997	623	771	1822	1275	1152
III.g7673.t1__Cnig_chr_III.g8648.t1	940	757	651	1244	458	1235	1716	1416	1651	2413	2314	2251
X.g20303.t1__Cnig_chr_X.g24174.t1	164	118	112	134	77	117	268	222	276	318	380	335
III.g9259.t2__Cnig_chr_III.g10600.t2	68	61	62	170	101	121	377	300	310	559	376	491
III.g7513.t3__Cnig_chr_III.g8461.t1	108	120	55	262	109	246	291	277	363	577	422	522
