# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-a" "../references/annotations/briggsae.chr.transcript.ortho.gff" "-o" "counts/Cbr_Thomas_fc.counts.txt" "BAM/SRR580389.bam" "BAM/SRR580390.bam" "BAM/SRR580391.bam" "BAM/SRR580392.bam" "BAM/SRR580393.bam" "BAM/SRR580394.bam" 
Geneid	Chr	Start	End	Strand	Length	BAM/SRR580389.bam	BAM/SRR580390.bam	BAM/SRR580391.bam	BAM/SRR580392.bam	BAM/SRR580393.bam	BAM/SRR580394.bam
X.g19036.t3	X	2738021	2742800	+	4780	149	114	101	446	349	377
X.g19056.t1	X	2909311	2913206	-	3896	2701	3164	2423	3680	1937	3157
X.g19286.t3	X	4296774	4301424	-	4651	97	134	96	169	91	143
X.g21799.t1	X	18204821	18207655	+	2835	643	718	540	792	871	773
X.g20672.t2	X	12022638	12026033	-	3396	6	6	5	41	16	28
IV.g12197.t1	IV	9100354	9101930	+	1577	2938	3060	3250	1189	2230	1602
I.g3826.t1	I	14986944	14987438	+	495	846	914	782	697	790	827
V.g15161.t1	V	5362979	5367216	+	4238	174	240	152	546	624	507
IV.g11780.t1	IV	7486341	7489024	-	2684	822	937	761	1587	992	1791
X.g19081.t1	X	3033598	3043021	-	9424	55	103	56	121	64	138
X.g19730.t1	X	6992272	6993693	+	1422	4	7	2	14	10	11
X.g19545.t1	X	5776398	5779149	+	2752	14	18	8	38	55	38
III.g8038.t1	III	3758430	3760697	+	2268	1267	1190	1110	921	1130	1046
IV.g12430.t3	IV	10127526	10130025	+	2500	2193	2565	2188	1639	1844	1901
V.g16498.t1	V	10809278	10810024	+	747	1202	1004	1040	428	688	579
V.g14071.t1	V	730394	731751	+	1358	129	136	98	288	211	253
X.g18735.t1	X	1026160	1027660	+	1501	46	48	37	252	329	280
IV.g12404.t1	IV	9964406	9966728	+	2323	83	86	56	324	202	233
X.g20707.t1	X	12197191	12198360	+	1170	762	1053	413	1687	1062	1357
III.g8294.t1	III	4869357	4870487	+	1131	2342	2462	2338	901	1035	989
V.g15881.t1	V	8388395	8389707	+	1313	53	21	22	92	1	31
X.g19508.t1	X	5603843	5604374	+	532	15	15	6	71	104	74
III.g8622.t1	III	6182419	6182724	+	306	947	795	794	789	909	693
II.g5374.t1	II	7647083	7647906	-	824	25	39	28	41	85	68
III.g7621.t1	III	1150391	1161425	-	11035	205	210	154	428	353	420
X.g19660.t1	X	6535262	6538273	-	3012	213	233	185	286	97	236
X.g18611.t1	X	372096	380111	-	8016	355	274	302	762	418	614
IV.g13152.t1	IV	13088128	13089526	+	1399	24	25	15	100	147	102
II.g6452.t1	II	12277163	12278185	-	1023	2277	2575	2241	1900	2400	2401
V.g14317.t1	V	1683912	1685616	-	1705	45	5	9	155	25	55
IV.g12452.t1	IV	10223532	10225262	+	1731	51	34	31	129	132	157
X.g19235.t1	X	3924327	3925367	-	1041	269	231	233	396	80	225
I.g2313.t1	I	7715873	7716785	+	913	19	36	10	52	57	53
V.g14424.t1	V	2113025	2114266	+	1242	26	39	18	154	232	171
III.g9270.t1	III	8859351	8860220	+	870	844	867	828	375	487	438
V.g15732.t1	V	7882487	7883161	-	675	781	1304	521	33	153	115
IV.g11812.t1	IV	7628779	7630522	+	1744	1834	1854	1695	878	1313	991
IV.g11724.t1	IV	7325085	7326793	+	1709	762	917	834	486	857	695
I.g917.t1	I	1540327	1541020	-	694	27265	25199	22691	22019	22075	20715
X.g22040.t1	X	19489695	19493310	-	3616	6	7	3	14	15	13
V.g15929.t1	V	8605058	8605934	-	877	0	2	2	19	19	11
II.g4142.t1	II	1348309	1350859	-	2551	926	947	919	986	798	1086
II.g7342.t1	II	16433518	16434520	+	1003	399	80	113	3195	743	839
X.g20433.t2	X	10726900	10730153	+	3254	32	44	33	91	100	106
III.g8717.t2	III	6532526	6533857	+	1332	1608	1692	1561	1097	1665	1449
III.g7886.t1	III	2872530	2874083	-	1554	42	42	32	250	228	257
III.g9089.t1	III	8076389	8077279	-	891	287	440	312	151	131	186
X.g20694.t2	X	12151727	12154102	+	2376	9	12	5	15	18	10
X.g19087.t1	X	3069135	3072530	-	3396	239	210	177	733	785	639
II.g4907.t1	II	5675359	5676853	+	1495	167	182	123	1681	2627	2102
III.g8052.t2	III	3804044	3806648	+	2605	492	499	559	508	728	655
IV.g12314.t2	IV	9634023	9635114	+	1092	24	8	27	48	24	39
I.g3579.t1	I	13559434	13560427	+	994	0	0	1	267	250	256
X.g19241.t1	X	3962183	3963209	-	1027	35	63	37	145	91	137
X.g18982.t3	X	2342966	2355580	+	12615	392	444	328	650	424	643
V.g16862.t1	V	12371871	12373684	-	1814	9	52	29	65	36	48
X.g21878.t1	X	18684500	18690132	-	5633	233	301	212	291	252	281
II.g5183.t1	II	6913369	6914813	-	1445	2154	2099	2186	981	2048	1370
III.g8504.t1	III	5732497	5733414	+	918	739	891	774	440	598	593
II.g3942.t1	II	42181	43319	-	1139	862	997	900	1332	1375	1480
III.g10084.t3	III	12743414	12744893	+	1480	3	2	2	1020	517	794
X.g20077.t2	X	8916063	8919449	-	3387	32	7	11	88	42	46
X.g21474.t2	X	16407359	16408870	-	1512	30	10	18	24	39	20
I.g3923.t2	I	15410334	15412602	+	2269	157	168	153	356	174	340
III.g8781.t1	III	6837480	6837992	+	513	1506	1324	1440	935	813	887
X.g20698.t1	X	12160789	12165528	+	4740	20	8	10	75	32	38
I.g2521.t1	I	8510077	8511150	+	1074	518	508	458	433	766	584
X.g21859.t1	X	18539896	18543433	+	3538	124	142	138	175	91	190
III.g8418.t1	III	5434354	5435109	+	756	2751	2928	2850	1759	1702	1889
IV.g13827.t1	IV	17383226	17387832	-	4607	20	21	26	43	45	52
II.g5072.t1	II	6407785	6408904	-	1120	444	90	152	3034	719	844
V.g14062.t3	V	688027	692950	-	4924	76	48	40	164	228	238
X.g20342.t3	X	10284754	10292196	+	7443	112	109	96	72	70	63
X.g20631.t1	X	11843156	11844012	-	857	2485	2487	2285	2555	3030	3046
IV.g11947.t1	IV	8123362	8123660	+	299	814	843	821	662	778	691
V.g13865.t1	V	22546	24124	+	1579	103	94	95	160	163	150
X.g19156.t2	X	3500703	3503300	+	2598	82	91	67	842	1070	986
I.g1007.t2	I	2119979	2124825	+	4847	37	29	37	46	48	37
X.g20722.t1	X	12283637	12285203	+	1567	2898	3009	2268	3648	3361	3028
IV.g12261.t1	IV	9352455	9352995	+	541	875	927	830	594	718	749
I.g1276.t1	I	3465966	3466493	+	528	6116	5010	5126	5467	3579	4985
X.g20943.t1	X	13444724	13445642	+	919	0	0	0	0	0	0
V.g17167.t1	V	13541669	13543243	-	1575	3143	3343	2977	1333	1639	1607
V.g16427.t1	V	10557557	10560254	-	2698	5	6	8	888	911	923
II.g4173.t1	II	1589132	1590487	-	1356	0	0	1	868	679	728
II.g7356.t1	II	16456875	16458106	+	1232	1898	1924	1712	566	1126	884
IV.g11167.t2	IV	4450844	4453638	-	2795	1189	1570	1163	2072	2207	2322
I.g1838.t1	I	5705892	5706563	-	672	0	0	0	470	388	435
IV.g11221.t1	IV	4809635	4811389	+	1755	211	232	180	486	315	573
X.g21884.t1	X	18720857	18723398	-	2542	323	628	391	657	710	718
V.g14213.t1	V	1332084	1333733	-	1650	3	0	2	686	343	598
X.g20792.t1	X	12604689	12606988	-	2300	630	464	518	726	526	611
IV.g10440.t1	IV	38950	40407	+	1458	841	754	807	772	709	751
IV.g11821.t1	IV	7661885	7663195	+	1311	5	2	3	123	119	95
II.g4486.t1	II	3526605	3526898	-	294	481	475	448	168	236	244
III.g8716.t1	III	6529720	6532027	+	2308	2630	2664	2588	876	1002	977
III.g9239.t3	III	8725609	8729337	-	3729	116	104	101	337	289	295
V.g15701.t1	V	7787556	7789457	+	1902	945	1032	893	749	1236	824
II.g7385.t1	II	16556355	16557271	-	917	239	211	181	459	196	344
II.g4707.t1	II	4647398	4652655	+	5258	14	7	6	94	66	79
IV.g12554.t1	IV	10535137	10537590	+	2454	3	7	2	29	66	37
IV.g10752.t1	IV	1809159	1811601	+	2443	30	29	20	48	87	58
X.g18706.t1	X	823603	825631	+	2029	50	35	24	123	89	93
I.g1040.t1	I	2364118	2365578	+	1461	843	963	831	87	81	128
III.g8855.t1	III	7153733	7154700	-	968	0	0	0	856	608	726
I.g1370.t1	I	3841898	3842317	+	420	66	86	75	8	20	38
X.g20370.t1	X	10416648	10419893	+	3246	1106	826	713	680	771	756
V.g16604.t1	V	11231304	11232528	+	1225	44	63	42	255	300	357
IV.g12100.t1	IV	8666894	8667435	+	542	516	513	518	262	335	350
II.g5897.t1	II	9930174	9931220	-	1047	2	1	1	8	13	7
X.g18988.t2	X	2375444	2377252	+	1809	0	0	0	0	0	0
X.g20332.t1	X	10212962	10221712	-	8751	292	238	221	608	266	372
II.g5029.t1	II	6219412	6220691	-	1280	215	186	143	492	1133	568
II.g5625.t1	II	8692964	8694720	+	1757	11	18	3	59	25	35
X.g18549.t2	X	133837	135773	+	1937	443	278	282	884	810	745
X.g20709.t1	X	12218624	12229770	-	11147	36	40	36	129	59	113
X.g19721.t4	X	6936194	6939111	+	2918	36	27	18	48	55	47
I.g2763.t1	I	9434248	9435799	+	1552	19	25	18	769	690	695
III.g8339.t1	III	5086223	5088348	+	2126	1369	1441	1320	346	339	347
II.g4073.t3	II	705005	714657	+	9653	85	50	82	239	159	172
I.g2587.t1	I	8746950	8747555	-	606	1136	1222	1197	563	861	752
V.g17165.t1	V	13539156	13539845	+	690	460	491	425	278	531	472
X.g20681.t1	X	12068717	12072878	+	4162	35	22	27	35	35	28
II.g4994.t1	II	6043964	6046115	-	2152	2	1	1	113	43	60
III.g8826.t1	III	7049793	7051624	-	1832	4780	5424	4451	5553	4126	5367
V.g16113.t1	V	9346259	9352590	+	6332	444	391	364	808	511	794
V.g16520.t2	V	10885361	10887680	+	2320	3	0	0	8	17	7
V.g18435.t1	V	19101224	19102312	+	1089	1	2	1	13	7	3
IV.g12645.t1	IV	10894513	10895302	-	790	1350	1297	1242	763	1141	900
III.g9212.t1	III	8639907	8641070	-	1164	2868	3311	2925	1867	2687	2571
II.g5327.t1	II	7490506	7491272	+	767	10	9	14	706	384	612
X.g21514.t1	X	16627352	16631158	+	3807	97	298	61	447	663	708
V.g17561.t1	V	14971930	14973409	+	1480	451	913	458	1325	429	1223
IV.g12572.t3	IV	10607995	10609179	-	1185	1633	1653	1589	1316	2209	1661
IV.g10668.t1	IV	1374621	1376303	+	1683	325	331	270	606	557	570
X.g19678.t1	X	6660271	6663011	+	2741	9	17	7	53	72	56
I.g2450.t1	I	8187372	8188379	+	1008	115	141	130	173	268	239
X.g18587.t2	X	255549	259921	+	4373	892	1060	880	378	554	539
V.g17422.t2	V	14529616	14537009	-	7394	144	194	139	532	299	398
II.g5215.t1	II	7057484	7058659	+	1176	7	4	5	7	17	8
II.g4057.t2	II	598066	599129	-	1064	230	248	216	201	143	186
X.g19487.t1	X	5434247	5439756	+	5510	31	30	17	280	47	67
II.g5159.t1	II	6802489	6803814	-	1326	3449	3513	3137	2113	2626	2649
III.g8283.t2	III	4817242	4826169	+	8928	64	43	53	127	137	185
X.g21840.t1	X	18410159	18412125	-	1967	6	7	3	20	19	9
I.g2971.t1	I	10297104	10302887	-	5784	1018	1305	1124	437	466	520
IV.g10957.t3	IV	2990238	2996654	-	6417	2844	3348	2773	2357	2407	2885
X.g21780.t1	X	18075329	18078427	-	3099	5	15	6	22	8	12
II.g4590.t1	II	4022830	4023455	-	626	456	534	424	246	484	359
X.g20820.t1	X	12783865	12787604	-	3740	2795	2196	2675	1303	1000	1421
X.g22020.t2	X	19366088	19369483	-	3396	181	128	143	581	274	491
V.g16064.t1	V	9118959	9120002	-	1044	17	36	14	98	48	53
X.g19298.t1	X	4362320	4368931	+	6612	18	8	20	20	15	13
I.g2511.t1	I	8479885	8483244	-	3360	202	193	209	323	351	359
X.g21088.t2	X	14332678	14335043	+	2366	0	2	1	0	2	1
I.g3841.t1	I	15060717	15065647	-	4931	3806	4194	3915	1400	1584	1772
I.g3916.t1	I	15387528	15387899	+	372	620	536	516	456	521	432
IV.g10938.t1	IV	2840155	2843028	-	2874	390	371	318	533	532	502
I.g1490.t3	I	4274534	4276761	-	2228	2946	3059	2640	2197	2561	2415
II.g4440.t1	II	3323808	3324122	+	315	4	1	0	2	1	8
X.g20650.t2	X	11924147	11925360	+	1214	0	2	1	38	48	31
X.g21783.t1	X	18087093	18099024	+	11932	1574	1846	1577	1481	1133	1728
V.g18294.t3	V	18409560	18415048	+	5489	498	522	493	576	203	693
X.g20652.t1	X	11930937	11932300	+	1364	0	0	0	3	5	5
X.g21880.t1	X	18696029	18698345	-	2317	184	306	191	1048	138	235
X.g20380.t1	X	10483872	10485120	-	1249	10	14	12	57	44	25
III.g9046.t1	III	7925227	7925641	-	415	13476	12949	13154	12932	10887	11195
V.g17546.t1	V	14926620	14927078	-	459	0	0	0	0	0	0
II.g5446.t1	II	7976467	7977841	-	1375	1007	1152	1165	625	1057	933
I.g1119.t1	I	2777730	2780224	-	2495	566	508	457	612	712	658
X.g21774.t1	X	18019279	18022493	+	3215	8	7	0	48	35	31
I.g1059.t1	I	2476998	2480787	-	3790	1608	1885	1594	741	830	946
X.g20893.t1	X	13109718	13112486	+	2769	53	46	34	70	141	76
II.g4623.t2	II	4209936	4213518	+	3583	254	249	173	563	705	560
I.g2118.t2	I	6851765	6855716	+	3952	4834	5142	4617	2011	1653	2316
I.g3001.t1	I	10417072	10417980	-	909	4359	3612	4007	5242	4084	4904
II.g7314.t3	II	16356281	16362831	-	6551	124	245	172	534	453	626
X.g20921.t1	X	13276072	13278083	-	2012	1947	1152	1447	2282	1230	1427
IV.g13628.t1	IV	16503224	16503925	-	702	14	13	9	66	96	65
V.g14438.t1	V	2187704	2188723	+	1020	6	2	8	112	25	50
X.g19891.t1	X	7861258	7862004	+	747	14	1	4	37	13	19
I.g3243.t1	I	11554289	11557667	+	3379	924	1076	829	2026	1239	1768
IV.g12834.t2	IV	11705096	11705617	+	522	96	125	67	219	192	225
III.g10080.t1	III	12725735	12727944	+	2210	20	21	22	522	473	511
I.g3906.t1	I	15359561	15361353	-	1793	2685	3019	2676	2098	2103	2378
III.g8891.t1	III	7273691	7274808	+	1118	2815	3270	2874	612	841	981
X.g19511.t1	X	5617146	5619320	+	2175	6	2	5	51	59	36
III.g8350.t1	III	5125058	5126665	-	1608	409	481	463	1060	1172	1152
X.g21761.t1	X	17908106	17910509	+	2404	10	12	10	32	17	17
I.g2120.t1	I	6857141	6857773	+	633	10	14	12	534	358	523
IV.g12196.t1	IV	9099245	9100063	+	819	3674	3550	3531	1972	2536	2688
III.g9215.t1	III	8646012	8647047	+	1036	484	567	507	902	1308	1125
III.g9406.t1	III	9333195	9334773	+	1579	75	78	64	151	139	140
X.g20610.t1	X	11761646	11764081	+	2436	217	290	226	213	209	251
II.g4263.t1	II	2332762	2338610	-	5849	2104	1996	1855	1076	1217	1342
X.g18568.t2	X	198164	199924	-	1761	295	332	277	153	170	154
X.g20612.t3	X	11775190	11777101	+	1912	4	7	3	22	37	31
X.g20649.t1	X	11919611	11922648	+	3038	7	4	6	14	4	6
X.g20289.t1	X	9970093	9973384	+	3292	346	320	346	132	141	149
III.g7533.t1	III	636286	636777	+	492	1651	1784	1620	1845	1832	1952
V.g16026.t2	V	8943807	8950981	+	7175	4677	5640	4382	4545	4027	4910
I.g1084.t2	I	2573834	2577672	+	3839	4002	3526	3656	2398	1945	2629
IV.g12348.t1	IV	9743773	9744416	+	644	53	48	38	88	185	102
I.g913.t1	I	1496316	1497173	-	858	3	1	3	18	10	9
X.g21764.t2	X	17920313	17928337	+	8025	96	126	61	200	41	124
II.g7020.t1	II	14725220	14725778	+	559	562	513	525	317	271	347
I.g1946.t1	I	6121230	6123569	-	2340	1	1	1	1172	886	1114
V.g16106.t2	V	9330500	9331706	+	1207	0	0	0	6	5	3
II.g5428.t1	II	7903971	7904995	+	1025	31905	3279	15283	34460	1174	12830
II.g4375.t1	II	2992168	2995865	-	3698	1586	1643	1379	876	646	1089
II.g5463.t3	II	8031327	8034062	-	2736	965	1700	1041	1993	1712	1938
X.g19102.t2	X	3189107	3193870	-	4764	568	510	432	584	853	593
X.g21477.t1	X	16430731	16437257	-	6527	59	72	53	111	72	89
II.g6000.t2	II	10283997	10284974	+	978	38	16	17	147	20	53
I.g2110.t1	I	6822003	6824345	+	2343	826	1023	795	267	276	300
X.g19166.t1	X	3568471	3570749	-	2279	79	87	87	166	252	148
I.g2240.t1	I	7445582	7448084	+	2503	7	4	6	30	25	19
I.g3801.t1	I	14829446	14830063	-	618	2624	2273	2443	1646	1556	1852
III.g10271.t1	III	13916974	13919211	+	2238	455	445	384	407	362	478
III.g7498.t2	III	466682	469948	-	3267	14	20	11	37	32	23
I.g1354.t1	I	3776825	3779943	+	3119	1078	1320	1150	1447	1498	1482
II.g5592.t1	II	8559129	8561272	+	2144	44	91	47	120	131	127
I.g3485.t1	I	12999021	12999904	+	884	13	16	9	21	27	36
II.g4149.t1	II	1405634	1406492	-	859	12	3	5	20	45	28
V.g15029.t1	V	4678298	4678889	+	592	0	0	0	0	0	0
II.g4986.t2	II	6006802	6008985	-	2184	6012	5735	5633	1339	2163	1815
IV.g12457.t1	IV	10257127	10258483	+	1357	325	386	213	533	409	500
X.g20502.t1	X	11176765	11178282	-	1518	469	387	373	699	650	609
V.g18498.t1	V	19402494	19406490	-	3997	339	406	245	939	739	814
III.g8127.t1	III	4164621	4167164	-	2544	10	9	7	29	18	21
IV.g12869.t2	IV	11798057	11798463	-	407	1	1	2	154	61	174
IV.g13458.t1	IV	15233442	15238661	-	5220	27	22	31	5	25	21
X.g20813.t1	X	12731214	12733074	-	1861	14	9	15	32	24	18
IV.g13029.t1	IV	12507379	12508121	-	743	257	261	278	126	131	167
III.g7801.t1	III	2325096	2329848	+	4753	2714	2935	2669	1681	1528	1735
V.g16075.t1	V	9167327	9168405	+	1079	540	559	444	1205	1660	1373
I.g1160.t1	I	2923003	2923710	-	708	104	125	97	187	179	166
II.g5931.t2	II	10067504	10071736	-	4233	7452	8456	7836	2555	2717	3410
III.g8025.t1	III	3721943	3722969	-	1027	4919	4238	4470	6772	5067	6292
III.g9271.t1	III	8860436	8862276	-	1841	97	61	61	251	145	222
V.g15828.t1	V	8180818	8182820	+	2003	2625	2969	2711	967	1418	1306
IV.g11264.t1	IV	5038829	5040912	-	2084	3	3	2	2034	1061	1592
IV.g10656.t1	IV	1311788	1313001	+	1214	0	0	2	9	12	14
X.g22159.t1	X	20260225	20265027	+	4803	101	80	69	145	91	130
I.g2034.t1	I	6540832	6542341	+	1510	33	25	10	352	145	138
II.g5774.t1	II	9401119	9403824	+	2706	128	173	142	280	297	330
II.g4414.t1	II	3173993	3175121	-	1129	41	67	42	162	37	125
X.g22048.t1	X	19579757	19589955	-	10199	1198	1107	985	1407	1698	1543
III.g8346.t1	III	5119096	5119508	+	413	325	333	335	2101	1448	1797
X.g19957.t1	X	8223152	8224564	+	1413	368	401	295	417	305	338
V.g14342.t1	V	1789293	1791409	+	2117	20	18	17	20	8	25
I.g1709.t1	I	5205206	5205739	+	534	31	35	11	7290	6062	6578
X.g21823.t1	X	18344583	18345142	-	560	120	129	93	260	294	208
X.g21806.t1	X	18230344	18232882	-	2539	337	430	301	524	360	486
II.g4655.t2	II	4372984	4377724	-	4741	760	723	379	2986	876	1521
I.g3266.t1	I	11675053	11675787	+	735	355	385	354	324	294	334
III.g7635.t1	III	1219197	1221485	-	2289	11	15	20	98	228	116
V.g14509.t1	V	2466072	2477459	+	11388	28	38	28	94	73	91
III.g9180.t1	III	8500867	8502083	+	1217	1696	1790	1622	1156	1280	1466
III.g10144.t1	III	13107382	13108277	-	896	934	536	344	974	1577	809
I.g3726.t1	I	14473473	14478615	+	5143	122	127	82	188	170	188
V.g14708.t3	V	3390184	3393475	+	3292	1	0	0	863	930	878
II.g5268.t1	II	7257375	7259250	+	1876	2090	2370	1927	1048	1403	1461
III.g8312.t1	III	4957818	4960311	-	2494	5468	6073	5108	3377	4006	4346
IV.g12523.t1	IV	10460069	10461432	+	1364	21307	28211	14283	45867	57897	55561
X.g20568.t1	X	11544864	11550105	-	5242	74	44	51	155	84	113
II.g6705.t2	II	13334810	13337287	-	2478	1776	1866	1705	1215	1430	1443
III.g8707.t1	III	6507178	6508214	-	1037	1	2	0	839	834	834
II.g6037.t1	II	10415956	10416675	-	720	62	82	63	273	340	355
III.g8419.t2	III	5435579	5436203	+	625	1842	1784	1776	729	1004	952
IV.g11754.t1	IV	7407028	7407438	-	411	248	312	214	131	200	210
X.g18526.t1	X	14618	17029	+	2412	779	651	681	1276	720	1267
X.g18658.t1	X	623953	625146	-	1194	5	3	4	100	47	27
II.g4773.t1	II	5028032	5031281	+	3250	467	533	522	406	374	457
II.g4887.t1	II	5564522	5565946	+	1425	60	78	58	246	378	291
X.g20365.t1	X	10388482	10389225	-	744	15	13	14	51	38	46
II.g4443.t1	II	3333590	3339543	-	5954	802	961	810	633	431	655
II.g4477.t1	II	3487341	3489678	-	2338	1	0	0	270	243	274
II.g6472.t1	II	12359239	12360236	-	998	1105	1103	1087	580	833	727
X.g19269.t2	X	4212758	4214693	+	1936	172	162	131	156	217	167
II.g5560.t1	II	8401109	8402924	+	1816	2805	3136	2660	805	1345	1281
X.g21460.t1	X	16331393	16334722	+	3330	16	7	10	16	30	13
V.g15378.t1	V	6359056	6361359	-	2304	419	336	312	704	809	700
II.g3953.t1	II	89457	90608	+	1152	79	68	75	913	895	889
III.g8605.t1	III	6125035	6125675	+	641	702	881	695	532	779	758
II.g6395.t1	II	11960590	11962587	+	1998	6882	7826	6673	3724	5032	4913
X.g20314.t1	X	10102806	10104807	-	2002	15	11	7	22	13	18
X.g20819.t1	X	12778444	12782851	-	4408	17	19	11	48	43	57
I.g1434.t1	I	4100325	4102163	-	1839	2607	2866	2636	2461	2403	2697
I.g1667.t3	I	5012289	5013759	-	1471	8	7	3	679	492	625
II.g5107.t1	II	6539210	6542588	-	3379	25	30	25	64	38	52
IV.g11756.t1	IV	7422189	7423458	-	1270	0	3	1	2423	2168	2297
I.g767.t2	I	468705	473599	+	4895	1852	1723	1660	1556	1109	1778
III.g9996.t2	III	12198504	12199724	+	1221	0	3	1	708	584	618
IV.g10478.t1	IV	260656	263080	+	2425	2105	2392	2039	2015	1955	2492
III.g7668.t1	III	1468299	1474737	-	6439	1592	1500	1519	1611	1096	1663
III.g9240.t1	III	8730345	8732296	-	1952	7368	7612	7032	3442	3222	3902
II.g4023.t1	II	401211	401942	+	732	1099	1237	1044	679	799	773
I.g807.t2	I	760493	764082	+	3590	7	14	0	6	4	4
X.g19028.t2	X	2665440	2667233	+	1794	12	24	9	1	1	2
III.g8667.t1	III	6369878	6370818	+	941	2	5	2	5	7	3
X.g21857.t1	X	18525301	18527314	+	2014	86	105	60	137	244	147
V.g17470.t1	V	14744866	14746306	-	1441	4446	4951	4431	3100	2668	3748
V.g18271.t1	V	18283209	18284724	+	1516	149	192	149	940	1043	969
X.g18697.t1	X	790826	792702	-	1877	10	9	7	20	11	17
IV.g13271.t2	IV	13822443	13824379	+	1937	3	2	0	9	10	6
X.g19748.t1	X	7111279	7113847	-	2569	5	5	3	14	15	8
IV.g12303.t1	IV	9583743	9585589	-	1847	13	21	19	63	125	62
II.g5027.t1	II	6215429	6217718	+	2290	36	23	40	103	73	115
X.g18562.t1	X	181789	183096	-	1308	806	629	577	373	397	312
II.g5249.t1	II	7186576	7187330	-	755	1336	1409	1388	368	480	412
X.g20006.t1	X	8502588	8506211	+	3624	0	1	0	3	1	4
V.g15762.t2	V	7981440	7982415	-	976	5	6	0	7212	8160	7784
I.g2229.t1	I	7400118	7400921	-	804	109	150	122	63	117	87
III.g7558.t1	III	802168	802999	+	832	1	1	0	9	8	6
I.g2288.t1	I	7611917	7614019	-	2103	1335	1618	1345	932	1164	1134
III.g8959.t1	III	7508373	7511945	-	3573	1511	1640	1457	1316	1942	1579
III.g9006.t1	III	7758690	7759097	-	408	659	745	704	278	347	381
V.g13963.t1	V	355179	356639	-	1461	2	7	2	20	5	9
X.g21847.t1	X	18454666	18455711	+	1046	393	499	362	507	437	555
X.g21011.t1	X	13859188	13860904	+	1717	69	66	54	5	8	9
X.g18581.t1	X	240317	245458	+	5142	17	8	14	130	34	46
X.g20660.t1	X	11961626	11964091	-	2466	113	98	97	115	116	121
V.g15794.t1	V	8081761	8083581	+	1821	6	1	2	21	11	15
X.g19585.t1	X	5990078	5995556	-	5479	2	2	1	49	32	37
II.g4799.t1	II	5143187	5145373	+	2187	1741	1882	1610	726	912	935
V.g13981.t1	V	399315	402526	-	3212	448	449	393	530	500	504
II.g5739.t1	II	9245358	9246365	-	1008	825	754	737	901	949	1109
V.g16603.t2	V	11225512	11229027	+	3516	130	138	73	229	349	274
X.g21103.t3	X	14474370	14478823	-	4454	360	365	304	330	325	369
X.g21454.t2	X	16298469	16302877	-	4409	556	610	548	733	473	694
II.g4687.t1	II	4558707	4559279	+	573	1529	1584	1547	664	901	902
IV.g13555.t1	IV	15948094	15951178	-	3085	739	754	669	531	591	614
X.g21777.t1	X	18054728	18057572	-	2845	23	14	6	226	46	186
III.g9330.t2	III	9060996	9062995	+	2000	36	68	52	143	150	224
IV.g10746.t4	IV	1786448	1793012	+	6565	21964	26878	22578	14929	10188	15590
IV.g11170.t1	IV	4503580	4504691	+	1112	167	212	146	110	129	92
X.g19612.t1	X	6196476	6198924	+	2449	44	65	51	141	121	150
III.g8970.t1	III	7540340	7541668	+	1329	884	1043	989	563	739	633
IV.g11185.t1	IV	4592916	4595129	+	2214	1	0	0	6	7	7
IV.g11628.t1	IV	7023731	7024600	+	870	0	0	0	0	0	0
X.g21794.t1	X	18174738	18180151	-	5414	3605	4545	3049	4679	3619	4533
II.g5686.t1	II	8975915	8976313	-	399	12	10	7	61	40	32
IV.g11672.t1	IV	7152127	7153428	-	1302	1074	1264	1198	526	983	727
V.g16041.t1	V	9002513	9003998	+	1486	14	10	7	28	16	12
II.g4053.t1	II	586468	589370	-	2903	2463	2300	1912	1840	4663	2571
III.g7879.t1	III	2814028	2816839	-	2812	902	898	814	305	375	406
IV.g10703.t1	IV	1516133	1518045	+	1913	5	8	2	17	6	10
I.g2984.t1	I	10364819	10365699	-	881	2	0	0	838	698	702
X.g20901.t1	X	13131913	13135204	-	3292	283	234	254	766	539	738
IV.g13759.t1	IV	17138952	17139453	+	502	1087	1025	949	1034	1445	1172
X.g18868.t1	X	1673523	1676244	-	2722	698	945	402	2369	774	1962
IV.g12518.t2	IV	10448455	10450946	-	2492	2083	2228	1929	1803	2127	2171
I.g2039.t1	I	6548924	6550448	+	1525	1681	1664	1504	1281	1441	1405
I.g1641.t2	I	4908786	4911298	-	2513	2306	2483	2203	1407	1646	1905
V.g16830.t1	V	12246584	12247077	+	494	5	3	1	134	124	166
IV.g12964.t1	IV	12244493	12247954	-	3462	48	39	32	463	282	386
IV.g12138.t1	IV	8864421	8866178	-	1758	13	7	8	24	33	26
X.g21870.t3	X	18607872	18618064	-	10193	135	106	110	269	152	277
V.g18300.t1	V	18449155	18451304	+	2150	14	17	9	87	48	88
IV.g12638.t1	IV	10872975	10873592	-	618	10	12	9	489	318	439
I.g1718.t1	I	5257159	5258495	+	1337	14	7	10	658	241	338
IV.g13327.t2	IV	14269077	14277190	-	8114	37	26	36	61	63	78
X.g19167.t1	X	3575517	3580239	-	4723	130	155	140	202	199	216
III.g10160.t2	III	13200369	13202904	+	2536	1469	1192	1367	1040	735	976
IV.g10518.t1	IV	399926	401059	+	1134	3900	4287	3785	2376	1847	2663
IV.g11183.t1	IV	4571426	4573599	-	2174	46	56	37	158	129	126
