# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-a" "references/annotations/briggsae.chr.transcript.ortho.gff" "-o" "counts/Cbr_fc.counts.txt" "STAR/BAM/BF1_Cbr.bam" "STAR/BAM/BF2_Cbr.bam" "STAR/BAM/BF3_Cbr.bam" "STAR/BAM/BM1_Cbr.bam" "STAR/BAM/BM2_Cbr.bam" "STAR/BAM/BM3_Cbr.bam" 
Geneid	Chr	Start	End	Strand	Length	STAR/BAM/BF1_Cbr.bam	STAR/BAM/BF2_Cbr.bam	STAR/BAM/BF3_Cbr.bam	STAR/BAM/BM1_Cbr.bam	STAR/BAM/BM2_Cbr.bam	STAR/BAM/BM3_Cbr.bam
II.g5612.t1	II	8639277	8640860	-	1584	229	175	191	366	337	343
IV.g11712.t1	IV	7298777	7299601	+	825	76419	72017	68671	51091	45377	46170
V.g16828.t1	V	12242166	12243266	-	1101	32464	32453	46875	23311	22156	24365
I.g2528.t1	I	8523548	8525009	+	1462	6043	4451	3730	4044	2904	3997
V.g17434.t1	V	14595076	14595853	-	778	132	130	132	271	192	187
IV.g11122.t1	IV	4178552	4179498	+	947	2	3	2	13	3	8
V.g18357.t1	V	18750285	18751146	+	862	60	109	101	329	398	116
II.g5136.t1	II	6660325	6663844	+	3520	1137	873	645	573	283	845
II.g4253.t1	II	2265686	2270149	-	4464	164	155	187	399	356	181
III.g9526.t2	III	9815878	9835514	-	19637	162	159	111	491	249	415
IV.g10730.t1	IV	1671371	1676085	+	4715	14	9	13	22	13	19
X.g19453.t1	X	5273737	5274261	-	525	33	23	31	76	111	82
III.g9400.t1	III	9311778	9313894	+	2117	8770	7511	8202	4488	4965	3952
III.g7896.t1	III	2918976	2924741	-	5766	114	120	118	133	80	81
V.g18264.t1	V	18238199	18243566	+	5368	41	41	27	427	414	489
V.g14008.t2	V	481439	483778	-	2340	697	689	693	558	469	590
X.g20814.t1	X	12739972	12743043	+	3072	248	235	229	208	88	211
X.g20690.t1	X	12133463	12134732	+	1270	67	62	45	353	207	114
X.g19075.t1	X	2996950	3000452	-	3503	26	13	45	84	35	54
X.g20587.t1	X	11630676	11631699	-	1024	216	183	239	161	143	201
V.g15941.t1	V	8652872	8660263	+	7392	156	142	110	451	299	380
I.g2014.t1	I	6432009	6436228	+	4220	34056	32874	24493	50162	31789	49296
I.g1355.t1	I	3781956	3784190	+	2235	149	59	71	1671	1170	1788
V.g14073.t1	V	740356	743389	-	3034	431	288	395	662	632	452
IV.g12877.t1	IV	11850336	11851619	+	1284	766	1101	1152	1449	1000	1200
I.g2243.t1	I	7454856	7455544	+	689	2737	1804	2276	1531	1472	1569
II.g4028.t1	II	415605	423529	-	7925	3770	3242	2519	5484	2363	5646
I.g3420.t1	I	12628183	12630881	+	2699	404	311	288	4076	3698	3272
V.g16317.t1	V	10127684	10128087	-	404	1013	752	1269	735	1631	849
V.g16575.t2	V	11086843	11089288	+	2446	10391	7988	7357	11694	6962	10438
X.g20790.t1	X	12601335	12603536	+	2202	411	300	201	525	239	494
IV.g13627.t1	IV	16500565	16502640	+	2076	1249	1245	1159	1010	886	1104
X.g19928.t1	X	8080208	8081440	+	1233	631	639	546	387	308	292
II.g5894.t1	II	9921946	9923770	+	1825	354	338	298	1128	943	1048
III.g10383.t2	III	14359184	14363062	+	3879	69	50	48	206	175	142
X.g21766.t1	X	17952158	17959418	+	7261	152	146	165	352	152	300
III.g10001.t1	III	12284341	12285444	+	1104	5062	3133	3038	1497	1132	1832
I.g2870.t1	I	9822498	9827234	-	4737	294	697	315	4025	1843	1174
II.g4116.t1	II	1082731	1087037	+	4307	3733	2952	2893	2940	2356	3135
X.g19324.t2	X	4519112	4522332	+	3221	727	678	483	599	420	601
II.g6061.t1	II	10548143	10551041	+	2899	56	67	44	164	125	63
I.g3532.t2	I	13224476	13230868	-	6393	5542	3541	7354	2559	3765	2803
V.g17188.t1	V	13641136	13642672	+	1537	18	23	18	32	14	17
X.g20089.t3	X	8991839	8995671	-	3833	15	9	10	15	17	20
V.g15772.t1	V	8019051	8020428	+	1378	18	17	15	51	35	38
I.g1966.t1	I	6213180	6215856	-	2677	204	138	140	177	169	164
I.g1142.t1	I	2847293	2856384	-	9092	1376	1097	711	2728	871	2285
I.g3231.t1	I	11519632	11520931	-	1300	395	231	208	422	501	354
III.g8328.t1	III	5031000	5031348	+	349	1005	634	907	469	590	509
IV.g12803.t1	IV	11572333	11573119	-	787	0	0	0	0	0	0
I.g1339.t1	I	3723651	3727129	+	3479	309	257	171	715	336	507
IV.g10509.t1	IV	369313	369958	+	646	1865	1182	1347	1304	1244	1237
X.g19103.t1	X	3198704	3201170	+	2467	22	16	40	48	52	38
X.g19260.t2	X	4120763	4129034	-	8272	255	228	199	704	328	603
X.g19012.t1	X	2571952	2575093	-	3142	467	331	380	545	366	520
V.g14934.t1	V	4361267	4363271	-	2005	915	640	778	390	347	418
I.g2339.t1	I	7827984	7830013	+	2030	2124	2070	1382	1743	778	1876
I.g2894.t1	I	9903305	9903786	-	482	7	7	8	33	35	39
I.g1526.t2	I	4412055	4413582	+	1528	1364	830	940	932	737	900
I.g2429.t3	I	8143262	8144298	+	1037	2481	1465	1993	878	819	985
X.g19322.t1	X	4495599	4506257	-	10659	842	673	403	1106	437	829
V.g15862.t1	V	8315620	8321680	-	6061	6097	5284	3178	7207	2725	7431
X.g20057.t1	X	8804811	8808021	-	3211	600	576	345	479	225	500
II.g6419.t1	II	12116392	12117562	-	1171	681	715	802	426	385	427
X.g20073.t1	X	8883503	8885161	-	1659	8910	7007	9679	12890	11898	11763
V.g16850.t1	V	12322030	12323148	-	1119	1343	918	1022	986	824	792
I.g3242.t1	I	11549590	11553271	-	3682	5026	3513	4035	3054	2690	2977
V.g17117.t1	V	13315384	13319222	+	3839	781	432	581	1766	1180	1344
I.g1748.t1	I	5377337	5379177	-	1841	6280	5514	5590	3941	2762	3866
II.g5881.t1	II	9890632	9893331	+	2700	3094	2500	1730	3122	1729	3232
II.g4987.t3	II	6009618	6013285	+	3668	1856	1533	1371	4004	4672	3499
V.g15474.t1	V	6865065	6866144	+	1080	4175	3966	4534	2602	3485	2321
X.g21490.t3	X	16487493	16494937	-	7445	728	729	476	703	299	509
V.g16097.t3	V	9279984	9288722	-	8739	1950	1684	1074	1752	1156	1576
III.g9294.t1	III	8959213	8960922	+	1710	528	368	510	235	216	246
II.g5108.t1	II	6559670	6560283	+	614	98	102	62	294	192	178
IV.g11172.t1	IV	4513022	4514645	+	1624	2708	2618	2876	2575	3056	3263
V.g14010.t3	V	488516	492633	+	4118	1623	1314	917	1135	538	1175
II.g5195.t1	II	6948710	6949225	+	516	7277	4670	6540	5098	5191	4712
IV.g12802.t1	IV	11570738	11575534	+	4797	4620	4324	3125	2387	909	2721
II.g4814.t1	II	5204458	5207835	-	3378	26	19	21	86	58	78
III.g9236.t1	III	8720305	8721915	-	1611	1985	1909	1535	1310	905	1451
X.g18874.t2	X	1731867	1737887	+	6021	134	95	80	924	257	631
V.g13872.t1	V	39343	41156	-	1814	120	98	90	296	193	148
IV.g12342.t3	IV	9728852	9732231	-	3380	7283	4666	6620	5080	5189	4773
IV.g11873.t1	IV	7858452	7859122	+	671	611	831	614	3552	2241	1392
X.g21683.t2	X	17445744	17448576	+	2833	97	66	57	136	100	133
V.g15399.t1	V	6475183	6476003	-	821	825	868	547	499	242	576
V.g13892.t1	V	110689	112583	+	1895	2024	1699	1768	700	493	980
V.g16692.t1	V	11594904	11595560	-	657	1557	1080	1468	544	751	856
II.g6332.t2	II	11631181	11632296	-	1116	864	806	829	550	460	521
II.g5806.t1	II	9512597	9515611	+	3015	16	27	21	77	59	61
X.g21743.t1	X	17782304	17785665	-	3362	280	149	139	685	238	533
X.g21807.t2	X	18246850	18250540	+	3691	220	180	180	315	206	257
IV.g11587.t3	IV	6835408	6839685	+	4278	2556	2972	1808	1998	1037	2305
I.g3749.t1	I	14563503	14566136	-	2634	1130	1584	940	840	570	981
I.g2075.t1	I	6695151	6696597	-	1447	1310	932	1049	458	366	614
II.g5507.t1	II	8249061	8250014	+	954	0	2	3	14	11	4
X.g19976.t2	X	8338118	8341920	-	3803	33	49	17	109	61	79
III.g8452.t1	III	5562221	5565804	+	3584	345	275	318	814	842	736
V.g15637.t1	V	7534851	7537268	+	2418	676	488	397	760	423	602
X.g20140.t2	X	9288097	9294035	-	5939	345	198	110	166	30	186
III.g7733.t3	III	1787797	1791034	-	3238	1530	1861	1546	946	530	1032
III.g9761.t1	III	10841389	10843018	-	1630	400	391	419	787	795	691
III.g7656.t1	III	1393828	1399109	-	5282	143	177	156	665	645	273
I.g3577.t1	I	13553158	13554261	+	1104	2954	3418	3480	3942	3497	3027
X.g19434.t1	X	5177481	5179020	-	1540	295	214	203	351	262	248
X.g19956.t1	X	8221420	8222760	+	1341	396	291	478	210	221	178
III.g9207.t1	III	8617418	8618999	-	1582	30036	31317	23402	42462	28882	38535
III.g10408.t1	III	14497303	14500081	-	2779	1696	1765	1260	2003	1265	2055
III.g8976.t3	III	7574489	7580342	-	5854	123	49	73	446	478	352
X.g21147.t1	X	14678905	14682756	-	3852	61	68	64	241	220	226
II.g4931.t1	II	5753769	5757208	-	3440	7785	5890	4012	6157	3388	6419
II.g5923.t1	II	10049785	10050241	-	457	69	46	48	650	690	487
X.g20749.t1	X	12382799	12389281	+	6483	468	418	320	1323	464	1087
V.g17360.t3	V	14246299	14250282	-	3984	2423	1526	1289	2062	1433	2435
I.g3539.t1	I	13260717	13268349	+	7633	1439	1664	1138	903	374	1211
IV.g11284.t1	IV	5124975	5126491	+	1517	1512	1519	1462	1401	1202	1622
III.g9190.t1	III	8545012	8545610	+	599	4025	2656	3450	2438	2259	3296
II.g6233.t1	II	11245921	11248298	+	2378	8	6	7	114	96	70
II.g7390.t1	II	16580281	16581513	-	1233	4690	3498	4080	3053	2548	2913
IV.g12322.t1	IV	9653143	9654484	+	1342	76	39	46	105	91	106
III.g8529.t1	III	5817442	5820922	-	3481	2308	2014	1510	994	517	1129
I.g2723.t1	I	9267685	9270086	-	2402	2206	2202	1721	1618	949	1881
X.g19315.t1	X	4459432	4462902	-	3471	91	67	52	168	128	71
III.g7819.t1	III	2404600	2413298	+	8699	22	17	17	21	32	23
I.g3810.t1	I	14867558	14871165	+	3608	3145	3930	2725	1858	1204	2070
I.g1468.t1	I	4181738	4182924	+	1187	508	361	351	3002	2698	2716
II.g6205.t2	II	11106742	11109088	+	2347	145	141	179	130	89	122
III.g7667.t3	III	1455544	1464265	-	8722	1437	886	851	2903	1828	2322
II.g4742.t1	II	4868123	4870061	-	1939	366	206	228	2079	2047	1773
II.g5100.t2	II	6525424	6527501	-	2078	2161	1627	1441	882	484	1085
X.g20685.t1	X	12091021	12093973	-	2953	295	219	185	441	275	423
X.g20691.t1	X	12135194	12139076	+	3883	1068	656	582	360	179	434
X.g21381.t1	X	15904650	15906720	-	2071	2835	2336	3022	7840	7297	6511
V.g18421.t1	V	19053214	19056694	+	3481	23	10	15	127	78	84
I.g1406.t1	I	3986524	3987818	+	1295	11766	12131	10475	9612	6249	8977
II.g5316.t1	II	7456388	7457385	+	998	1663	1188	1395	1734	1528	1764
III.g8727.t1	III	6578544	6579905	-	1362	5131	3033	3616	2759	1967	2838
II.g4905.t1	II	5665377	5667231	-	1855	3565	2510	2991	1864	1389	2013
IV.g13680.t2	IV	16783729	16789581	-	5853	43	48	24	67	35	49
X.g18704.t1	X	819698	819982	-	285	5	9	7	12	21	6
IV.g12262.t2	IV	9353418	9358636	-	5219	163	198	105	732	575	282
III.g7714.t1	III	1708476	1710552	+	2077	77	106	116	394	281	245
IV.g12707.t1	IV	11162574	11164504	-	1931	0	0	1	4	3	1
X.g19640.t1	X	6346419	6355402	+	8984	40	32	36	114	50	91
X.g20964.t3	X	13581362	13592087	-	10726	421	299	235	863	243	728
V.g16096.t1	V	9272327	9275316	-	2990	241	283	179	222	110	232
X.g19474.t2	X	5349464	5353365	-	3902	904	775	758	1334	783	1149
X.g19104.t2	X	3202219	3216562	-	14344	483	368	406	909	426	761
II.g6338.t1	II	11648348	11649662	+	1315	218	169	213	1262	1059	1009
II.g7095.t1	II	15265889	15267777	-	1889	18	20	13	105	113	88
III.g9079.t1	III	8043617	8043990	+	374	2758	1751	2583	747	839	960
X.g21012.t1	X	13861468	13864571	-	3104	5410	3711	3297	5506	3560	5421
X.g19662.t1	X	6544270	6547688	+	3419	523	473	447	444	336	397
V.g16619.t3	V	11339849	11341843	-	1995	171	149	155	236	237	178
I.g1690.t1	I	5120591	5122241	-	1651	7930	9460	7183	6553	4173	6895
V.g16218.t1	V	9749594	9752006	-	2413	4433	3621	2970	4344	2310	3884
IV.g12125.t1	IV	8779328	8780869	+	1542	23	9	10	37	42	36
V.g16821.t1	V	12229541	12231117	-	1577	321	224	237	259	247	234
IV.g12625.t1	IV	10795426	10802741	+	7316	456	301	437	540	446	469
V.g17306.t1	V	14104619	14105574	-	956	438	291	306	2600	2239	2021
V.g15986.t2	V	8810667	8812306	-	1640	1201	1465	1276	735	592	868
IV.g11741.t1	IV	7371750	7372799	-	1050	2440	1743	2901	1508	1590	1330
I.g3527.t2	I	13179196	13187360	-	8165	576	498	367	754	488	939
III.g10184.t1	III	13364065	13366076	-	2012	2264	2731	1828	1459	827	1897
III.g7429.t2	III	152001	156531	-	4531	660	413	442	784	554	670
I.g3177.t2	I	11310563	11317990	-	7428	236	174	152	928	417	383
X.g19027.t2	X	2664287	2664900	-	614	1174	795	956	156	131	277
II.g6403.t1	II	11986673	11990325	+	3653	2129	1792	1866	1217	777	1145
V.g16596.t4	V	11205182	11209290	+	4109	6301	6645	5529	3826	2787	4209
II.g5789.t1	II	9453091	9454930	+	1840	34	27	45	217	312	199
X.g20345.t1	X	10301916	10306744	-	4829	220	199	185	431	317	238
III.g9699.t1	III	10623640	10624011	-	372	1576	1048	1653	938	1165	884
III.g7678.t1	III	1494266	1498108	-	3843	717	691	1160	1576	1765	1378
IV.g12302.t2	IV	9578512	9579741	-	1230	122	76	108	200	170	148
III.g7629.t1	III	1201086	1201788	+	703	1408	1663	2239	932	649	995
III.g8414.t2	III	5395842	5396989	-	1148	0	0	0	0	0	0
V.g14055.t1	V	642372	643555	+	1184	1185	907	917	844	772	753
IV.g12487.t3	IV	10351262	10352759	-	1498	506	299	292	1929	1003	1572
X.g18689.t1	X	744396	749554	+	5159	97	111	57	598	525	201
V.g13882.t1	V	65109	66312	+	1204	1607	1826	1458	721	382	959
X.g20561.t1	X	11520877	11522701	-	1825	3242	2183	2982	2278	1722	2313
X.g18831.t1	X	1533455	1534600	+	1146	275	114	210	768	552	510
I.g1919.t2	I	6011938	6012653	-	716	1171	753	1438	621	855	563
X.g20131.t1	X	9225313	9226003	-	691	592	326	721	215	461	336
V.g15095.t1	V	4943949	4945672	+	1724	736	636	466	671	208	679
IV.g12695.t1	IV	11103683	11106346	-	2664	3081	3225	2159	900	408	1536
V.g13985.t1	V	422792	423745	+	954	5945	2075	3760	8657	9291	5521
II.g6175.t2	II	10952572	10953564	+	993	102	52	77	509	490	362
III.g8494.t1	III	5707764	5709281	+	1518	1098	761	829	580	457	567
I.g1516.t1	I	4379049	4380334	+	1286	994	824	821	1720	1387	1470
X.g20099.t1	X	9057884	9058626	-	743	4	22	5	86	71	59
II.g6722.t1	II	13384222	13388555	-	4334	822	599	643	1323	1082	810
V.g17607.t1	V	15214652	15214939	-	288	176	122	146	72	96	72
V.g15718.t2	V	7840932	7843732	+	2801	454	311	549	846	763	539
X.g20478.t1	X	11022446	11025122	-	2677	417	331	361	491	363	344
III.g9058.t1	III	7970833	7971566	+	734	3297	3306	9105	1412	1786	1429
X.g20832.t1	X	12819666	12825491	+	5826	968	647	401	1722	573	1314
V.g13873.t1	V	44198	46639	-	2442	3773	2334	2199	5470	3219	3508
X.g19365.t1	X	4742985	4747422	+	4438	375	326	237	573	370	373
X.g21448.t1	X	16261857	16264742	-	2886	41	36	52	164	158	78
X.g20413.t1	X	10641697	10649107	-	7411	815	729	480	1378	678	1112
III.g9910.t1	III	11653759	11655596	+	1838	1807	2089	1207	1533	942	1561
X.g19645.t2	X	6429924	6430625	-	702	132	104	97	260	215	229
I.g2458.t2	I	8229353	8237998	+	8646	109	62	39	228	67	214
V.g15409.t1	V	6545655	6548630	-	2976	50	76	14	819	306	455
I.g3849.t1	I	15127308	15129949	-	2642	1959	2355	1645	1508	716	1580
IV.g13794.t1	IV	17269052	17269750	-	699	6456	5219	10683	5616	6199	5702
V.g15389.t1	V	6443078	6445218	-	2141	29	126	35	504	879	174
IV.g10766.t2	IV	1858990	1861025	-	2036	696	698	792	449	385	523
X.g20441.t1	X	10795969	10797416	+	1448	58	66	40	489	370	222
IV.g13570.t1	IV	16059506	16060396	+	891	87371	92956	119253	67838	71722	52587
V.g17232.t1	V	13804808	13809391	+	4584	15	13	14	45	25	24
II.g4457.t1	II	3400832	3403095	+	2264	1056	780	854	1241	1129	1086
V.g16827.t1	V	12239196	12240131	-	936	4964	4121	3606	4946	3378	3897
IV.g11382.t1	IV	5696477	5697428	-	952	3119	3736	3247	2052	1511	2242
V.g16299.t1	V	10081277	10084929	+	3653	6515	6740	3954	2014	857	3248
I.g1392.t1	I	3940868	3942519	-	1652	4993	3387	3286	1585	949	1879
X.g20393.t3	X	10539167	10546611	+	7445	255	190	141	728	394	581
III.g9276.t2	III	8889216	8893194	+	3979	3311	2774	2022	2252	1172	2236
III.g9422.t1	III	9411822	9413338	-	1517	7973	5168	5361	1263	750	1969
X.g20109.t1	X	9101639	9108018	-	6380	75	65	55	153	109	108
X.g20507.t1	X	11215137	11220605	+	5469	30	30	34	105	59	69
II.g5758.t1	II	9323586	9326214	+	2629	217	214	272	462	307	252
X.g19152.t1	X	3464277	3475865	+	11589	571	571	564	502	379	376
V.g15384.t3	V	6412067	6415984	+	3918	127	148	83	409	318	497
X.g20951.t1	X	13482038	13487907	-	5870	535	492	417	315	139	373
I.g3739.t1	I	14534927	14536124	-	1198	2776	2536	2747	2382	2042	2204
V.g16803.t1	V	12146458	12148214	-	1757	1245	1180	887	736	447	800
I.g2103.t1	I	6796870	6797690	-	821	3649	2092	2295	1238	1060	1527
V.g15942.t1	V	8660824	8661768	-	945	16140	15759	20247	13561	12832	12345
X.g22374.t1	X	21244729	21248889	+	4161	21	21	33	68	93	45
IV.g11503.t1	IV	6399098	6399971	-	874	44	31	25	315	358	257
III.g8960.t1	III	7512354	7514764	-	2411	3855	3567	2636	2479	1179	2736
III.g8961.t1	III	7515678	7519066	-	3389	2202	2546	1681	1727	852	1820
II.g4483.t1	II	3519489	3521758	-	2270	7	13	7	37	36	26
II.g7131.t1	II	15479014	15482706	+	3693	1123	1068	697	1557	773	1484
V.g14203.t1	V	1297905	1301863	-	3959	1730	1801	1294	1322	762	1383
IV.g13091.t1	IV	12801549	12807214	+	5666	117	96	50	265	118	244
I.g1917.t1	I	6008926	6009922	+	997	1480	1237	1160	3636	3335	3346
X.g20613.t1	X	11777497	11782250	-	4754	111	153	133	416	220	366
I.g2526.t1	I	8522097	8522651	+	555	940	821	1996	607	801	570
X.g20744.t1	X	12357301	12363709	+	6409	137	118	85	538	228	354
III.g8898.t1	III	7284891	7287444	+	2554	3055	2970	1985	2575	1485	2642
V.g16243.t1	V	9876652	9879071	-	2420	218	191	198	339	304	302
V.g15914.t2	V	8550643	8553251	-	2609	54	26	34	127	155	90
V.g16042.t1	V	9005846	9006953	-	1108	29612	28494	19914	19433	18050	23479
II.g5669.t1	II	8880733	8884701	+	3969	306	212	179	254	245	224
II.g4557.t1	II	3868101	3872180	+	4080	380	460	586	930	1103	626
II.g4138.t1	II	1287891	1314541	+	26651	2289	2542	1631	907	322	1198
I.g1821.t1	I	5659516	5660527	-	1012	344	215	229	670	595	539
X.g18644.t1	X	532269	538531	+	6263	75	174	52	998	892	361
V.g14172.t3	V	1168601	1171025	-	2425	2732	1947	1487	3087	1687	3023
V.g15809.t1	V	8131156	8131432	+	277	657	346	569	220	193	247
X.g20977.t1	X	13673117	13674147	+	1031	1429	690	634	2218	1369	1902
I.g1197.t1	I	3098917	3103507	+	4591	3690	3896	2204	2639	875	2987
V.g14410.t1	V	2049031	2050724	+	1694	2537	2135	2216	5145	4378	3849
X.g19916.t1	X	8000367	8003342	+	2976	963	781	692	453	238	640
III.g8626.t1	III	6188612	6189891	-	1280	165	115	160	601	519	488
V.g15946.t1	V	8672332	8676302	-	3971	1520	1296	926	2662	966	2106
V.g14516.t1	V	2512415	2516145	+	3731	13	46	27	305	249	86
X.g20659.t1	X	11945385	11950085	-	4701	94	117	71	114	59	115
IV.g11184.t1	IV	4586103	4592461	+	6359	252	167	135	608	369	435
II.g5339.t2	II	7537007	7540222	+	3216	210	186	137	933	284	457
X.g20919.t1	X	13261349	13265889	-	4541	208	174	195	648	502	432
X.g20769.t1	X	12488113	12488457	+	345	130	95	187	272	323	203
X.g19113.t1	X	3265546	3268362	+	2817	11	3	10	18	14	16
III.g7804.t1	III	2340896	2342397	+	1502	2489	2534	2573	2376	1910	2223
III.g7642.t1	III	1253001	1254223	-	1223	255	248	206	278	273	248
II.g5415.t1	II	7822912	7825763	-	2852	1492	1448	1025	999	527	1131
V.g15708.t1	V	7802608	7804284	+	1677	2	0	0	4	0	1
II.g4764.t1	II	4983831	4984755	+	925	1	0	1	0	1	1
I.g2124.t1	I	6878978	6884468	+	5491	682	399	554	1490	980	1041
X.g18878.t1	X	1778139	1780393	+	2255	567	388	382	726	472	641
II.g4115.t1	II	1076779	1080169	+	3391	31	55	33	238	342	146
I.g3446.t1	I	12794982	12799160	-	4179	8	21	11	100	111	56
X.g20398.t1	X	10573787	10576079	+	2293	406	298	324	455	319	384
II.g6187.t1	II	11023810	11025285	-	1476	1766	1105	1425	529	438	634
II.g4308.t1	II	2634796	2635576	-	781	294	193	289	90	113	121
I.g2425.t2	I	8134748	8136003	-	1256	23	21	26	57	59	36
X.g21569.t1	X	16932546	16935030	+	2485	1409	962	1039	3027	2179	2512
III.g8085.t1	III	4008834	4010845	-	2012	10	11	11	22	19	21
III.g8259.t1	III	4724433	4726254	+	1822	4500	3832	2853	2262	1406	2503
III.g9482.t1	III	9614564	9615589	+	1026	1856	1733	1898	2441	2272	2302
X.g20170.t1	X	9441562	9444663	+	3102	620	410	359	652	324	533
III.g8445.t1	III	5529392	5532078	-	2687	718	502	536	878	695	894
IV.g11938.t1	IV	8089912	8091175	+	1264	486	393	405	401	255	442
IV.g12717.t3	IV	11203783	11205600	-	1818	1913	1409	1232	748	569	885
I.g1288.t1	I	3510420	3512244	-	1825	1912	2084	1745	1287	691	1571
X.g20288.t3	X	9960932	9969807	+	8876	435	368	452	572	437	462
X.g18738.t1	X	1055161	1061268	+	6108	1823	1715	2231	2195	2018	2184
II.g6914.t1	II	14233441	14238470	-	5030	228	205	183	604	406	443
II.g5063.t1	II	6373720	6376301	-	2582	5	3	2	29	33	17
III.g7611.t2	III	1092464	1098330	+	5867	347	462	251	844	338	599
X.g19750.t1	X	7117196	7121465	-	4270	325	232	288	396	308	236
III.g10198.t1	III	13449007	13449474	+	468	1831	1196	1298	262	242	440
II.g5257.t1	II	7228341	7231583	+	3243	171	127	108	365	253	235
V.g16320.t1	V	10142742	10143443	-	702	3	1	7	6	16	9
V.g17334.t1	V	14164729	14166879	-	2151	3	7	0	30	8	31
III.g7908.t1	III	3022189	3027301	+	5113	28	20	16	82	52	55
II.g3994.t1	II	238248	241002	+	2755	21	33	28	27	24	25
X.g19255.t1	X	4099508	4101077	-	1570	321	233	255	705	407	532
III.g7884.t1	III	2849426	2852911	-	3486	7	5	6	7	14	8
X.g20169.t1	X	9438379	9439731	-	1353	73	56	60	148	100	83
X.g21796.t1	X	18189033	18193733	-	4701	14	17	13	30	25	24
X.g21248.t1	X	15263986	15266863	+	2878	33	43	26	85	77	90
II.g6288.t2	II	11451384	11455102	-	3719	88	104	46	162	122	118
III.g10257.t1	III	13855423	13857506	-	2084	471	417	737	217	288	225
IV.g11069.t1	IV	3825337	3826582	+	1246	187	337	187	24	30	70
X.g21885.t1	X	18726327	18732732	-	6406	21	13	10	416	300	113
V.g15325.t1	V	6129873	6130529	-	657	19	38	20	1	0	3
X.g21971.t2	X	19132200	19133618	-	1419	1	0	2	8	5	5
III.g8168.t1	III	4352468	4353190	-	723	1964	2367	2032	1207	1033	1406
IV.g12157.t1	IV	8944234	8946371	+	2138	98	86	140	114	226	121
I.g2568.t1	I	8675293	8676686	-	1394	587	385	448	1162	920	1192
III.g8329.t1	III	5031606	5032142	-	537	46616	69201	47888	5828	3747	17154
IV.g13721.t1	IV	16965722	16967584	+	1863	754	643	502	300	118	397
IV.g12133.t1	IV	8828151	8828432	-	282	8	0	1	282	383	292
IV.g13475.t1	IV	15394913	15396921	-	2009	602	728	806	435	423	428
IV.g13485.t1	IV	15474886	15477835	-	2950	216	134	129	471	527	398
X.g20417.t1	X	10675768	10677980	+	2213	5421	3628	4705	4504	3936	4246
III.g9410.t1	III	9364354	9364894	+	541	4347	3156	4506	1023	985	1332
II.g6462.t2	II	12318924	12320571	+	1648	4561	3837	3588	1207	867	1605
III.g8045.t1	III	3779711	3780389	-	679	5286	3768	4343	1921	1623	2251
X.g20459.t2	X	10911502	10913701	-	2200	109	126	100	75	54	92
X.g20101.t1	X	9068501	9069433	+	933	86	103	160	177	198	102
X.g20021.t2	X	8585579	8598301	-	12723	680	645	369	875	332	776
II.g4542.t1	II	3801352	3802839	-	1488	67	46	51	488	576	364
IV.g10493.t1	IV	321849	322288	+	440	8	3	10	14	19	11
V.g18299.t1	V	18443352	18446498	+	3147	212	153	185	179	163	190
I.g2086.t1	I	6731888	6734075	-	2188	6029	5630	4920	14696	9719	11281
IV.g11813.t1	IV	7630826	7631418	+	593	234	282	246	217	250	228
III.g8823.t1	III	7037895	7041388	-	3494	1143	1003	915	712	425	618
IV.g12485.t1	IV	10348232	10349451	+	1220	2535	2149	1954	1248	812	1350
II.g4834.t1	II	5301277	5302315	+	1039	2240	1441	1740	1167	952	1271
V.g16643.t1	V	11429696	11434725	-	5030	2604	1132	1124	3423	1598	3053
IV.g12447.t1	IV	10177166	10177722	-	557	6	3	2	4	6	9
V.g14208.t1	V	1310701	1311780	+	1080	1248	1430	1469	836	747	883
X.g18764.t1	X	1215830	1217764	+	1935	88	59	68	107	101	126
II.g5850.t2	II	9733613	9736256	-	2644	160	206	199	618	393	340
II.g4341.t1	II	2832359	2837854	-	5496	115	145	80	682	781	284
II.g7392.t1	II	16587940	16591073	-	3134	428	332	289	835	418	443
III.g7809.t1	III	2367973	2370936	-	2964	2074	1731	1844	2222	1807	2123
V.g16709.t1	V	11680176	11680917	+	742	2	10	1	50	48	7
X.g21493.t1	X	16521185	16523062	+	1878	144	136	154	120	75	148
X.g21583.t1	X	17047994	17050733	-	2740	22727	20190	17273	17975	13873	16502
X.g18737.t4	X	1037454	1048803	+	11350	311	265	217	829	327	611
I.g1252.t1	I	3346651	3348592	-	1942	565	546	553	1109	1054	1104
I.g1827.t1	I	5680697	5681578	+	882	352	335	395	365	409	397
V.g16210.t1	V	9723290	9725839	+	2550	138	171	114	710	511	639
I.g1578.t1	I	4609620	4610304	-	685	1895	1278	1463	392	365	537
X.g20967.t1	X	13617000	13617384	+	385	69	43	92	154	174	175
IV.g12519.t1	IV	10451194	10453227	+	2034	3202	2765	2268	3656	2306	3878
II.g5119.t1	II	6606030	6607255	+	1226	416	316	483	215	156	240
IV.g10865.t1	IV	2327948	2329663	+	1716	115	86	129	156	170	162
I.g3004.t1	I	10437663	10448882	-	11220	43	52	65	176	186	95
X.g20456.t1	X	10898321	10902568	-	4248	462	333	244	1052	524	841
