# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-a" "references/annotations/nigoni.chr.transcript.ortho.gff" "-o" "counts/Cni_fc.counts.txt" "STAR/BAM/9F1_Cni.bam" "STAR/BAM/9F2_Cni.bam" "STAR/BAM/9F3_Cni.bam" "STAR/BAM/9M1_Cni.bam" "STAR/BAM/9M2_Cni.bam" "STAR/BAM/9M3_Cni.bam" 
Geneid	Chr	Start	End	Strand	Length	STAR/BAM/9F1_Cni.bam	STAR/BAM/9F2_Cni.bam	STAR/BAM/9F3_Cni.bam	STAR/BAM/9M1_Cni.bam	STAR/BAM/9M2_Cni.bam	STAR/BAM/9M3_Cni.bam
Cnig_chr_II.g6394.t2	Cnig_chr_II	11243085	11244042	+	958	832	680	801	760	714	651
Cnig_chr_II.g5705.t1	Cnig_chr_II	8496147	8499008	-	2862	251	119	217	340	369	230
Cnig_chr_III.g8419.t1	Cnig_chr_III	312472	314414	+	1943	6156	4614	6202	4684	6039	4277
Cnig_chr_III.g8844.t2	Cnig_chr_III	2462225	2466297	-	4073	34	32	35	37	46	38
Cnig_chr_I.g2017.t1	Cnig_chr_I	8654090	8656628	+	2539	1493	1518	1535	1234	1012	1016
Cnig_chr_V.g19303.t1	Cnig_chr_V	11358805	11360638	+	1834	21	10	3	26	31	26
Cnig_chr_II.g4593.t1	Cnig_chr_II	3541823	3543587	+	1765	26	38	9	2145	2674	3420
Cnig_chr_III.g9681.t2	Cnig_chr_III	6169526	6172123	-	2598	74	55	57	400	419	562
Cnig_chr_II.g5530.t1	Cnig_chr_II	7839475	7843493	+	4019	962	561	718	1059	795	745
Cnig_chr_X.g24680.t1	Cnig_chr_X	13274084	13280449	-	6366	641	661	736	700	395	610
Cnig_chr_V.g18435.t1	Cnig_chr_V	8171791	8173516	+	1726	234	231	213	465	449	530
Cnig_chr_V.g19918.t1	Cnig_chr_V	13696764	13698897	-	2134	50371	48884	52035	48415	53441	59057
Cnig_chr_V.g18719.t1	Cnig_chr_V	9260097	9261988	+	1892	2036	1799	2012	3166	2912	3410
Cnig_chr_V.g20484.t1	Cnig_chr_V	15699117	15700511	+	1395	88	65	113	71	73	73
Cnig_chr_I.g1396.t2	Cnig_chr_I	6309799	6311124	-	1326	3061	3468	3322	1821	1887	1977
Cnig_chr_IV.g12050.t2	Cnig_chr_IV	315791	320635	-	4845	29	34	24	105	149	117
Cnig_chr_IV.g13913.t1	Cnig_chr_IV	9449362	9451729	-	2368	3015	2871	3032	2168	2014	1946
Cnig_chr_IV.g14058.t1	Cnig_chr_IV	9901186	9902892	+	1707	1585	673	916	3522	3818	2647
Cnig_chr_III.g11523.t1	Cnig_chr_III	13542057	13542281	-	225	226	189	223	333	322	291
Cnig_chr_IV.g14162.t1	Cnig_chr_IV	10369371	10370731	+	1361	867	1000	1021	655	544	606
Cnig_chr_III.g8667.t1	Cnig_chr_III	1415782	1417210	-	1429	7	24	9	64	49	130
Cnig_chr_IV.g14814.t1	Cnig_chr_IV	12797965	12799080	-	1116	585	571	602	554	471	482
Cnig_chr_V.g19509.t1	Cnig_chr_V	12070903	12072673	-	1771	670	543	494	440	469	521
Cnig_chr_IV.g15300.t1	Cnig_chr_IV	15090198	15094020	+	3823	1530	1521	1691	1719	1339	1791
Cnig_chr_I.g1988.t1	Cnig_chr_I	8501130	8501714	+	585	452	551	567	436	338	401
Cnig_chr_X.g25184.t2	Cnig_chr_X	15931145	15934877	-	3733	15	14	22	87	65	82
Cnig_chr_I.g3000.t1	Cnig_chr_I	12372049	12374465	-	2417	1307	1434	1458	1008	980	1031
Cnig_chr_IV.g14432.t1	Cnig_chr_IV	11397740	11399183	+	1444	2472	2621	2442	2082	1874	2090
Cnig_chr_II.g6106.t2	Cnig_chr_II	10173537	10174328	+	792	4025	4452	4332	2465	2748	2484
Cnig_chr_III.g9333.t1	Cnig_chr_III	4819007	4819984	-	978	1183	900	990	1315	1261	1225
Cnig_chr_II.g4799.t1	Cnig_chr_II	4499235	4500165	-	931	2232	1849	2034	1978	2011	1771
Cnig_chr_III.g10945.t2	Cnig_chr_III	10808030	10810954	-	2925	95	74	71	195	322	147
Cnig_chr_IV.g14337.t1	Cnig_chr_IV	11006656	11008745	+	2090	136	107	82	297	290	274
Cnig_chr_X.g24386.t2	Cnig_chr_X	11862971	11866191	-	3221	1174	559	818	1644	1252	1003
Cnig_chr_II.g5886.t1	Cnig_chr_II	9273355	9273911	-	557	4428	3974	3922	3820	3798	3834
Cnig_chr_IV.g15957.t1	Cnig_chr_IV	18942998	18945578	-	2581	28840	27578	27019	23785	24992	23011
Cnig_chr_X.g23478.t1	Cnig_chr_X	7092166	7096704	-	4539	618	480	585	896	732	784
Cnig_chr_IV.g14476.t1	Cnig_chr_IV	11534965	11536081	-	1117	35	18	12	4429	2788	3021
Cnig_chr_IV.g16190.t1	Cnig_chr_IV	20039328	20042437	-	3110	2452	2372	2587	2837	2831	2524
Cnig_chr_I.g1196.t1	Cnig_chr_I	5495110	5496325	-	1216	6762	6363	6859	5953	6417	5958
Cnig_chr_V.g18037.t1	Cnig_chr_V	6577611	6583158	-	5548	2675	3119	2828	1413	1874	1706
Cnig_chr_V.g17794.t1	Cnig_chr_V	5562566	5565107	-	2542	3	5	7	2	4	8
Cnig_chr_I.g2643.t1	Cnig_chr_I	10889774	10890280	-	507	479	424	490	337	442	331
Cnig_chr_III.g9492.t2	Cnig_chr_III	5396457	5398840	-	2384	4890	2811	4235	4233	4950	3974
Cnig_chr_II.g5240.t1	Cnig_chr_II	6486916	6493217	+	6302	2273	1240	1468	4749	4053	2824
Cnig_chr_IV.g14831.t1	Cnig_chr_IV	12847070	12849251	+	2182	189	149	139	351	301	269
Cnig_chr_III.g11442.t1	Cnig_chr_III	13019535	13022768	-	3234	50	51	86	1240	1276	986
Cnig_chr_IV.g15176.t1	Cnig_chr_IV	14319848	14322472	+	2625	1116	1864	1100	814	1218	1006
Cnig_chr_III.g10780.t1	Cnig_chr_III	10148014	10149168	-	1155	1369	1467	1418	828	773	702
Cnig_chr_II.g5941.t2	Cnig_chr_II	9452078	9454545	+	2468	3186	2990	3229	3772	3302	3562
Cnig_chr_III.g9575.t1	Cnig_chr_III	5746023	5748910	+	2888	4299	5350	4984	2491	2112	2441
Cnig_chr_I.g1980.t1	Cnig_chr_I	8487853	8489114	+	1262	1453	1729	1789	1708	1342	1823
Cnig_chr_X.g25116.t1	Cnig_chr_X	15595104	15596381	-	1278	1856	1375	1627	1906	1842	1822
Cnig_chr_II.g5310.t1	Cnig_chr_II	6795360	6802572	+	7213	2073	2677	2301	986	1086	1083
Cnig_chr_III.g8908.t1	Cnig_chr_III	2887431	2894375	+	6945	799	674	1190	859	604	1101
Cnig_chr_X.g23585.t1	Cnig_chr_X	7630677	7635756	-	5080	919	874	696	928	667	728
Cnig_chr_X.g24169.t1	Cnig_chr_X	10705856	10706315	-	460	541	474	528	709	1021	807
Cnig_chr_X.g25818.t1	Cnig_chr_X	19171024	19172264	+	1241	60	50	57	115	152	111
Cnig_chr_X.g26167.t1	Cnig_chr_X	21027563	21033799	+	6237	1821	1377	1712	1514	1158	1204
Cnig_chr_V.g19473.t1	Cnig_chr_V	11937671	11940639	-	2969	2886	2735	2664	2877	2343	2384
Cnig_chr_X.g23357.t1	Cnig_chr_X	6414741	6417295	+	2555	2735	2846	3139	4242	3943	4389
Cnig_chr_V.g18454.t1	Cnig_chr_V	8260839	8263474	+	2636	34	22	28	39	54	42
Cnig_chr_IV.g13056.t1	Cnig_chr_IV	5520259	5525834	-	5576	5	4	3	47	62	68
Cnig_chr_X.g23129.t1	Cnig_chr_X	5106527	5109234	+	2708	1595	1762	1442	1146	1075	1354
Cnig_chr_II.g5888.t2	Cnig_chr_II	9277328	9278756	-	1429	2017	2313	2262	1298	1291	1309
Cnig_chr_X.g23987.t1	Cnig_chr_X	9866161	9869517	+	3357	945	842	824	1189	1283	1033
Cnig_chr_I.g1633.t1	Cnig_chr_I	7084054	7085963	-	1910	305	222	233	275	335	297
Cnig_chr_III.g10114.t1	Cnig_chr_III	7818412	7819505	+	1094	1856	2512	2432	1881	1520	2204
Cnig_chr_V.g16702.t1	Cnig_chr_V	1425765	1427285	-	1521	697	789	748	688	721	862
Cnig_chr_II.g5526.t1	Cnig_chr_II	7817448	7819068	-	1621	5351	4574	5050	6143	5643	5877
Cnig_chr_IV.g14002.t1	Cnig_chr_IV	9718275	9718989	+	715	176	193	192	348	298	332
Cnig_chr_III.g10541.t1	Cnig_chr_III	9371125	9372488	-	1364	2243	2947	2691	1844	1729	1879
Cnig_chr_I.g2394.t2	Cnig_chr_I	9897683	9898624	-	942	71	33	53	113	88	129
Cnig_chr_I.g2450.t1	Cnig_chr_I	10123198	10123483	-	286	54	40	33	109	86	93
Cnig_chr_III.g9865.t1	Cnig_chr_III	6897354	6900177	-	2824	3238	3094	3372	2533	2137	2356
Cnig_chr_II.g5349.t1	Cnig_chr_II	7030906	7035184	-	4279	189	227	177	1925	1172	2285
Cnig_chr_V.g20219.t1	Cnig_chr_V	14797263	14799829	+	2567	7375	6490	7540	7704	8212	7163
Cnig_chr_V.g17076.t1	Cnig_chr_V	2859529	2860432	+	904	207	116	161	240	196	154
Cnig_chr_II.g6679.t2	Cnig_chr_II	12347517	12349019	-	1503	134	58	120	198	155	106
Cnig_chr_II.g6751.t1	Cnig_chr_II	12663352	12666530	-	3179	291	281	288	699	606	686
Cnig_chr_X.g23066.t3	Cnig_chr_X	4771326	4776985	-	5660	149	120	93	215	214	160
Cnig_chr_III.g10277.t2	Cnig_chr_III	8423819	8424941	-	1123	21	41	17	3040	2573	4008
Cnig_chr_IV.g14804.t1	Cnig_chr_IV	12720734	12721562	+	829	94	77	75	178	151	122
Cnig_chr_V.g18676.t1	Cnig_chr_V	9124897	9127728	+	2832	310	346	339	500	625	573
Cnig_chr_IV.g14803.t1	Cnig_chr_IV	12719304	12720419	+	1116	93	62	84	152	149	124
Cnig_chr_X.g24788.t1	Cnig_chr_X	13805741	13807816	-	2076	980	756	777	836	732	684
Cnig_chr_V.g19027.t1	Cnig_chr_V	10383340	10388130	+	4791	5244	4707	5181	8070	6133	7029
Cnig_chr_V.g19662.t1	Cnig_chr_V	12662611	12664284	+	1674	4887	7551	5174	2982	3712	3609
Cnig_chr_V.g18791.t1	Cnig_chr_V	9498860	9500027	-	1168	378	299	350	485	475	433
Cnig_chr_III.g11930.t1	Cnig_chr_III	15473310	15475197	-	1888	1132	737	806	1369	1097	934
Cnig_chr_II.g5767.t1	Cnig_chr_II	8746653	8747849	-	1197	308	296	289	554	559	485
Cnig_chr_V.g16818.t1	Cnig_chr_V	1853783	1858118	+	4336	1870	1587	1752	2189	1792	2031
Cnig_chr_I.g1012.t1	Cnig_chr_I	4817516	4818097	+	582	1953	2357	2213	1180	1076	1133
Cnig_chr_X.g23180.t1	Cnig_chr_X	5444543	5448280	-	3738	711	755	726	1171	699	980
Cnig_chr_I.g55.t2	Cnig_chr_I	231340	232933	+	1594	518	516	515	931	2273	1096
Cnig_chr_I.g867.t1	Cnig_chr_I	4217512	4218039	+	528	1213	1290	1277	1081	1555	1102
Cnig_chr_V.g18816.t1	Cnig_chr_V	9584487	9585031	-	545	655	805	798	465	425	421
Cnig_chr_IV.g14290.t1	Cnig_chr_IV	10857354	10860166	-	2813	5251	5139	5109	5027	4349	4864
Cnig_chr_X.g23751.t1	Cnig_chr_X	8618733	8620082	+	1350	11995	5255	8772	16904	11957	10552
Cnig_chr_X.g23855.t1	Cnig_chr_X	9147679	9150504	+	2826	97	100	88	176	156	160
Cnig_chr_V.g20032.t3	Cnig_chr_V	14107868	14113896	-	6029	162	136	113	335	387	284
Cnig_chr_III.g11912.t1	Cnig_chr_III	15427641	15429909	-	2269	3143	3159	3394	3841	3348	3927
Cnig_chr_IV.g13058.t1	Cnig_chr_IV	5532836	5535914	+	3079	890	771	864	807	834	872
Cnig_chr_IV.g14647.t1	Cnig_chr_IV	12061587	12063834	-	2248	38	26	33	84	50	82
Cnig_chr_X.g22559.t3	Cnig_chr_X	1898296	1906829	-	8534	56	76	31	92	99	74
Cnig_chr_IV.g13539.t1	Cnig_chr_IV	8105529	8109620	-	4092	421	282	335	601	654	484
Cnig_chr_IV.g12070.t2	Cnig_chr_IV	423855	428359	+	4505	1581	778	1260	1166	1031	911
Cnig_chr_I.g3584.t1	Cnig_chr_I	15000167	15001624	-	1458	7320	7101	7297	7634	7302	7884
Cnig_chr_X.g22348.t3	Cnig_chr_X	776625	782067	-	5443	314	232	191	502	431	348
Cnig_chr_I.g1370.t1	Cnig_chr_I	6214226	6214968	-	743	152	123	128	222	268	237
Cnig_chr_V.g20173.t1	Cnig_chr_V	14621318	14624583	+	3266	2641	2493	2651	2054	2498	2208
Cnig_chr_IV.g14994.t3	Cnig_chr_IV	13511313	13512006	-	694	83	51	63	119	140	177
Cnig_chr_IV.g13945.t1	Cnig_chr_IV	9529637	9531345	-	1709	1006	1082	962	1269	1320	1267
Cnig_chr_X.g22281.t2	Cnig_chr_X	463592	465741	+	2150	577	767	462	475	630	494
Cnig_chr_II.g6406.t1	Cnig_chr_II	11270132	11270779	-	648	976	944	968	714	794	665
Cnig_chr_V.g18527.t1	Cnig_chr_V	8586212	8588999	+	2788	246	222	246	300	302	245
Cnig_chr_II.g5547.t2	Cnig_chr_II	7901310	7905957	+	4648	2391	2756	2671	1879	1445	1829
Cnig_chr_V.g19500.t1	Cnig_chr_V	12033351	12034733	-	1383	32	28	30	133	97	155
Cnig_chr_V.g19547.t1	Cnig_chr_V	12172565	12175193	-	2629	1903	1611	1865	1285	1620	1452
Cnig_chr_X.g23907.t1	Cnig_chr_X	9457334	9460069	+	2736	3794	3375	3706	4021	4355	4486
Cnig_chr_X.g24471.t2	Cnig_chr_X	12287532	12295651	-	8120	707	487	685	1374	1149	1115
Cnig_chr_III.g10704.t1	Cnig_chr_III	9933726	9934164	+	439	1048	1038	1044	974	970	988
Cnig_chr_III.g9364.t1	Cnig_chr_III	4892889	4895195	+	2307	1202	1381	1450	1696	1499	1659
Cnig_chr_IV.g14726.t1	Cnig_chr_IV	12403764	12406332	-	2569	100	85	81	87	98	67
Cnig_chr_II.g4730.t2	Cnig_chr_II	4232024	4232830	+	807	361	283	336	635	539	598
Cnig_chr_I.g958.t1	Cnig_chr_I	4609590	4610401	+	812	281	302	354	193	138	168
Cnig_chr_II.g6157.t1	Cnig_chr_II	10365210	10366889	-	1680	7735	6490	7572	9125	9186	9148
Cnig_chr_IV.g13872.t1	Cnig_chr_IV	9320664	9323308	-	2645	2329	2338	2267	1862	1765	1823
Cnig_chr_X.g24277.t2	Cnig_chr_X	11281541	11284353	+	2813	245	211	266	195	147	179
Cnig_chr_III.g9426.t1	Cnig_chr_III	5148203	5149516	+	1314	291	108	206	258	251	189
Cnig_chr_I.g888.t1	Cnig_chr_I	4316930	4317726	-	797	1523	1478	1505	866	1051	849
Cnig_chr_IV.g13560.t2	Cnig_chr_IV	8204000	8206370	+	2371	360	276	315	1017	1190	795
Cnig_chr_V.g20232.t2	Cnig_chr_V	14840576	14842042	-	1467	535	601	594	455	413	471
Cnig_chr_X.g25060.t2	Cnig_chr_X	15358854	15361774	-	2921	54	47	37	199	129	203
Cnig_chr_IV.g12214.t1	Cnig_chr_IV	1220267	1223872	-	3606	632	620	597	537	1365	625
Cnig_chr_IV.g12688.t1	Cnig_chr_IV	3495192	3501466	+	6275	152	293	133	157	203	196
Cnig_chr_I.g1695.t1	Cnig_chr_I	7383591	7384714	+	1124	3949	3572	4481	4303	3710	4265
Cnig_chr_III.g8683.t1	Cnig_chr_III	1571680	1574470	-	2791	680	674	855	803	1037	714
Cnig_chr_X.g24055.t2	Cnig_chr_X	10196814	10202160	+	5347	392	382	356	526	533	577
Cnig_chr_V.g20433.t1	Cnig_chr_V	15498842	15500990	-	2149	17	10	15	84	69	73
Cnig_chr_IV.g13749.t1	Cnig_chr_IV	8852924	8854202	-	1279	94	69	78	191	166	218
Cnig_chr_III.g11766.t1	Cnig_chr_III	14747625	14747921	-	297	4629	4180	4178	4201	9252	4831
Cnig_chr_X.g22419.t1	Cnig_chr_X	1199908	1212844	+	12937	1072	985	1015	1155	797	1020
Cnig_chr_III.g11839.t1	Cnig_chr_III	15100203	15103567	-	3365	1621	1676	1760	1520	1795	1766
Cnig_chr_II.g6019.t1	Cnig_chr_II	9742851	9746060	-	3210	813	813	695	927	886	887
Cnig_chr_II.g4831.t1	Cnig_chr_II	4655845	4657568	-	1724	61	48	41	109	104	120
Cnig_chr_III.g10351.t1	Cnig_chr_III	8715083	8716302	-	1220	1736	1681	1775	1065	1364	1015
Cnig_chr_II.g6372.t1	Cnig_chr_II	11165793	11167448	-	1656	832	957	919	641	538	499
Cnig_chr_V.g19411.t1	Cnig_chr_V	11747668	11749353	-	1686	2975	3096	3147	3595	2858	3860
Cnig_chr_II.g4315.t1	Cnig_chr_II	2096441	2098170	+	1730	92	39	37	150	108	110
Cnig_chr_X.g22703.t1	Cnig_chr_X	2734475	2737248	-	2774	1181	892	1093	1100	886	1049
Cnig_chr_II.g5607.t1	Cnig_chr_II	8123206	8124986	+	1781	681	821	835	736	456	673
Cnig_chr_X.g24670.t1	Cnig_chr_X	13216466	13221078	-	4613	90	82	62	157	127	104
Cnig_chr_V.g17026.t1	Cnig_chr_V	2603088	2605627	-	2540	658	632	692	471	482	498
Cnig_chr_V.g20758.t1	Cnig_chr_V	16646649	16648721	-	2073	144	130	124	181	170	156
Cnig_chr_I.g2051.t1	Cnig_chr_I	8779491	8780051	+	561	218	258	249	270	239	259
Cnig_chr_V.g17000.t2	Cnig_chr_V	2467516	2468150	-	635	9294	4572	7969	6129	7108	4689
Cnig_chr_II.g5651.t1	Cnig_chr_II	8326317	8327562	+	1246	996	1077	1087	801	801	780
Cnig_chr_II.g5375.t1	Cnig_chr_II	7127730	7130164	+	2435	3293	3021	3580	3848	2859	3382
Cnig_chr_X.g23887.t1	Cnig_chr_X	9340112	9342961	+	2850	18729	8549	12813	24351	15545	14395
Cnig_chr_V.g19815.t1	Cnig_chr_V	13278538	13279295	-	758	17	12	13	44	37	52
Cnig_chr_IV.g15075.t1	Cnig_chr_IV	13806300	13809452	+	3153	100	100	80	102	89	103
Cnig_chr_X.g25871.t1	Cnig_chr_X	19529811	19532629	-	2819	165	157	133	108	78	81
Cnig_chr_V.g19839.t1	Cnig_chr_V	13402584	13403410	-	827	12876	11859	12221	14193	13682	13467
Cnig_chr_I.g1102.t1	Cnig_chr_I	5125540	5127884	+	2345	237	133	152	765	658	482
Cnig_chr_X.g24237.t1	Cnig_chr_X	11088520	11089412	-	893	17	21	21	36	50	38
Cnig_chr_X.g23643.t1	Cnig_chr_X	7978457	7979133	-	677	4773	3282	4432	8358	7660	6097
Cnig_chr_V.g20296.t1	Cnig_chr_V	15081569	15082528	-	960	88	63	82	130	167	96
Cnig_chr_V.g20148.t1	Cnig_chr_V	14503974	14505302	+	1329	263	248	228	376	469	335
Cnig_chr_II.g6409.t1	Cnig_chr_II	11278144	11279226	-	1083	1565	1711	1590	1423	1327	1481
Cnig_chr_II.g5507.t1	Cnig_chr_II	7741314	7743592	+	2279	4800	4111	4531	4721	3823	4477
Cnig_chr_X.g23962.t1	Cnig_chr_X	9700785	9702256	+	1472	1374	2740	1453	379	274	854
Cnig_chr_X.g22304.t1	Cnig_chr_X	554799	558101	-	3303	16405	8871	14125	12401	9574	8385
Cnig_chr_II.g4208.t1	Cnig_chr_II	1356245	1359296	+	3052	422	429	462	466	514	514
Cnig_chr_X.g24018.t1	Cnig_chr_X	10016683	10017798	+	1116	327	379	403	130	211	259
Cnig_chr_I.g656.t1	Cnig_chr_I	3438051	3438808	+	758	941	1040	1017	705	735	713
Cnig_chr_I.g1551.t2	Cnig_chr_I	6766272	6767071	+	800	9	27	7	1673	1571	2584
Cnig_chr_X.g23963.t4	Cnig_chr_X	9702695	9705058	-	2364	720	656	754	932	961	1002
Cnig_chr_V.g19703.t1	Cnig_chr_V	12800179	12800932	-	754	116	85	109	140	125	129
Cnig_chr_X.g24705.t1	Cnig_chr_X	13397338	13399501	+	2164	2363	2136	2103	2645	2415	2351
Cnig_chr_IV.g13990.t2	Cnig_chr_IV	9672076	9673737	-	1662	1000	988	887	842	718	811
Cnig_chr_V.g19101.t1	Cnig_chr_V	10670458	10672003	+	1546	17	40	14	2577	2192	3541
Cnig_chr_IV.g12671.t1	Cnig_chr_IV	3386115	3388132	-	2018	544	645	572	486	772	499
Cnig_chr_V.g17664.t1	Cnig_chr_V	5126533	5128890	-	2358	137	133	85	112	109	95
Cnig_chr_X.g24443.t1	Cnig_chr_X	12152595	12154035	-	1441	658	578	655	398	442	367
Cnig_chr_X.g24213.t1	Cnig_chr_X	10990064	10991156	-	1093	26271	20226	21995	26325	23531	18466
Cnig_chr_X.g23904.t1	Cnig_chr_X	9443634	9444269	+	636	37	38	24	126	106	101
Cnig_chr_I.g662.t1	Cnig_chr_I	3467424	3469842	+	2419	271	217	362	169	223	248
Cnig_chr_IV.g12041.t1	Cnig_chr_IV	261803	264571	-	2769	942	1208	963	700	532	938
Cnig_chr_III.g9497.t1	Cnig_chr_III	5419004	5420449	+	1446	1746	2004	1980	1363	1032	1240
Cnig_chr_X.g25199.t2	Cnig_chr_X	16037046	16042206	-	5161	229	224	238	363	302	401
Cnig_chr_I.g2038.t1	Cnig_chr_I	8749065	8750989	+	1925	1691	1712	1434	729	802	800
Cnig_chr_I.g2060.t1	Cnig_chr_I	8801297	8805602	-	4306	254	117	147	472	469	302
Cnig_chr_IV.g14815.t1	Cnig_chr_IV	12799273	12799772	-	500	659	652	688	557	551	536
Cnig_chr_II.g6087.t1	Cnig_chr_II	10103920	10105340	+	1421	2632	1910	2997	4817	3923	4448
Cnig_chr_I.g1821.t1	Cnig_chr_I	7966462	7970810	-	4349	915	984	957	641	605	659
Cnig_chr_I.g1351.t1	Cnig_chr_I	6159995	6161474	-	1480	938	859	887	958	715	918
Cnig_chr_V.g19674.t1	Cnig_chr_V	12706169	12708575	+	2407	1640	1923	2094	1681	1397	1856
Cnig_chr_V.g17172.t1	Cnig_chr_V	3236046	3238702	+	2657	0	4	4	11	10	10
Cnig_chr_V.g20409.t1	Cnig_chr_V	15439793	15440705	-	913	2660	3301	2951	2015	2108	2151
Cnig_chr_V.g20211.t2	Cnig_chr_V	14780409	14782293	+	1885	107	88	62	225	193	166
Cnig_chr_IV.g16188.t1	Cnig_chr_IV	20034969	20036192	-	1224	65	45	46	52	42	57
Cnig_chr_I.g3900.t1	Cnig_chr_I	16489996	16492624	-	2629	2099	1969	2181	1449	1410	1367
Cnig_chr_IV.g14489.t1	Cnig_chr_IV	11564106	11565846	+	1741	283	483	429	320	312	362
Cnig_chr_V.g19836.t1	Cnig_chr_V	13396668	13398641	+	1974	567	374	473	446	396	329
Cnig_chr_X.g25739.t1	Cnig_chr_X	18766280	18770677	-	4398	3909	3731	3787	3641	3952	4016
Cnig_chr_V.g18508.t1	Cnig_chr_V	8496746	8497876	+	1131	119	128	96	147	213	141
Cnig_chr_IV.g13711.t1	Cnig_chr_IV	8749627	8752949	+	3323	1306	1061	1154	905	669	872
Cnig_chr_I.g3757.t1	Cnig_chr_I	15810194	15813773	+	3580	704	749	721	556	651	640
Cnig_chr_III.g10373.t1	Cnig_chr_III	8787798	8789478	-	1681	188	160	157	240	200	173
Cnig_chr_V.g22008.t1	Cnig_chr_V	21402445	21403867	+	1423	1854	1544	2854	2012	1818	2261
Cnig_chr_V.g20564.t2	Cnig_chr_V	16022430	16023937	+	1508	60	36	30	200	193	231
Cnig_chr_V.g17558.t1	Cnig_chr_V	4756662	4759075	+	2414	1254	1263	1323	1112	1099	1152
Cnig_chr_X.g23954.t1	Cnig_chr_X	9658370	9660264	+	1895	175	211	294	209	151	259
Cnig_chr_V.g19660.t1	Cnig_chr_V	12655935	12657162	+	1228	1517	2150	1333	1001	1025	1114
Cnig_chr_II.g6491.t1	Cnig_chr_II	11663529	11664008	-	480	506	413	439	464	509	452
Cnig_chr_X.g25509.t1	Cnig_chr_X	17511706	17512376	-	671	2241	2950	2085	1738	2815	2243
Cnig_chr_X.g23075.t1	Cnig_chr_X	4821672	4826600	+	4929	462	680	653	368	296	492
Cnig_chr_III.g11841.t2	Cnig_chr_III	15105445	15110144	+	4700	1295	1225	1293	1330	1285	1411
Cnig_chr_X.g23854.t1	Cnig_chr_X	9143002	9144312	-	1311	18	31	12	9	15	17
Cnig_chr_X.g25044.t2	Cnig_chr_X	15196701	15205607	-	8907	2255	1795	2867	1995	1089	1632
Cnig_chr_IV.g14015.t1	Cnig_chr_IV	9788832	9789038	-	207	59	32	44	95	86	141
Cnig_chr_IV.g14687.t2	Cnig_chr_IV	12222871	12227570	-	4700	2168	1925	1953	2922	2082	2244
Cnig_chr_III.g10269.t2	Cnig_chr_III	8404504	8406175	-	1672	2052	2246	2256	1195	1509	1227
Cnig_chr_V.g16325.t1	Cnig_chr_V	114047	116483	-	2437	1290	1405	1467	1107	1115	1074
Cnig_chr_II.g6559.t1	Cnig_chr_II	11873941	11875557	-	1617	2381	2039	2400	355	506	864
Cnig_chr_I.g1840.t2	Cnig_chr_I	8012505	8013905	+	1401	11041	10154	11146	12763	13050	12983
Cnig_chr_I.g1516.t1	Cnig_chr_I	6655030	6656633	-	1604	1053	1255	1193	839	676	749
Cnig_chr_I.g648.t1	Cnig_chr_I	3383541	3384766	+	1226	127162	106507	119493	92734	86031	90337
Cnig_chr_X.g24779.t2	Cnig_chr_X	13755542	13757040	+	1499	138	248	180	196	215	240
Cnig_chr_V.g19047.t1	Cnig_chr_V	10458698	10461537	-	2840	1048	1210	1178	807	626	802
Cnig_chr_X.g25799.t1	Cnig_chr_X	19040652	19045649	+	4998	1145	902	967	1838	1426	1511
Cnig_chr_III.g8414.t1	Cnig_chr_III	294388	295831	-	1444	19	12	12	845	854	1045
Cnig_chr_III.g9501.t1	Cnig_chr_III	5446251	5449603	+	3353	1930	1502	1979	2362	1885	2267
Cnig_chr_IV.g13876.t1	Cnig_chr_IV	9328387	9331332	-	2946	23233	10523	16129	29596	19663	18437
Cnig_chr_III.g9719.t1	Cnig_chr_III	6352392	6353498	-	1107	706	773	757	605	560	643
Cnig_chr_V.g19759.t1	Cnig_chr_V	12997932	12998698	-	767	121	79	85	280	442	192
Cnig_chr_V.g18467.t1	Cnig_chr_V	8298099	8299515	+	1417	2400	2542	2500	1282	1355	1178
Cnig_chr_X.g23440.t1	Cnig_chr_X	6828950	6832578	+	3629	198	164	188	74	78	68
Cnig_chr_V.g16724.t2	Cnig_chr_V	1488333	1492161	+	3829	131	99	93	504	402	415
Cnig_chr_I.g48.t2	Cnig_chr_I	198995	202788	+	3794	2671	2700	2786	1324	1305	1449
Cnig_chr_X.g26692.t1	Cnig_chr_X	23510248	23513114	-	2867	140	133	118	215	201	154
Cnig_chr_V.g20210.t1	Cnig_chr_V	14772605	14773788	+	1184	52	30	30	116	79	74
Cnig_chr_V.g20223.t1	Cnig_chr_V	14811673	14811990	-	318	18	15	8	196	173	162
Cnig_chr_I.g2647.t3	Cnig_chr_I	10896153	10898174	+	2022	2223	2033	2130	2072	2739	1964
Cnig_chr_X.g25791.t2	Cnig_chr_X	18982391	18983990	+	1600	1468	945	1371	2042	1911	1759
Cnig_chr_II.g5200.t1	Cnig_chr_II	6254894	6256407	+	1514	15	23	11	39	42	29
Cnig_chr_II.g8244.t1	Cnig_chr_II	18895194	18896505	-	1312	1357	2267	1454	1427	1183	1983
Cnig_chr_X.g24006.t1	Cnig_chr_X	9976453	9981442	-	4990	189	179	177	297	200	282
Cnig_chr_X.g25005.t1	Cnig_chr_X	14976097	14983552	-	7456	4107	3163	3790	4313	3603	3632
