"","dn","ds","prop_cons_500bp_upstream_5bp_win","num_cons_windows_500bp_upstream_5bp","num_windows_500bp_upstream_5bp","position","domain","chromosome","enc","ds_ENCc"
"X.g18742__Cnig_chr_X.g22397",0.0214022387986,0.168734529266,0.264705882352941,27,102,1085994,"armA","X",49.9650353134315,0.196010566173843
"X.g18734__Cnig_chr_X.g22383",0.0335543666484,0.169239186528,0.831683168316832,84,101,1002403,"armA","X",51.509100034723,0.192318301210256
"III.g8463__Cnig_chr_III.g9735",1.50576007423e-11,0.137925786465,NA,NA,NA,5599702,"center","III",42.8969094574084,0.184413695834757
"X.g20359__Cnig_chr_X.g24228",0.00564374502214,0.115361387116,0.568627450980392,58,102,10364335,"center","X",30.2237412949778,0.196296234101834
"III.g9463__Cnig_chr_III.g10817",0.00183417571902,0.187399328092,0.245283018867925,26,106,9537311,"center","III",44.5130115521273,0.229494510455812
"II.g7278__Cnig_chr_II.g8210",0.00639292404608,0.124176464328,NA,NA,NA,16204329,"armB","II",28.4544857872591,0.209920324602394
"X.g21152__Cnig_chr_X.g25119",0.366191730942,0.675902452308,NA,NA,NA,14695905,"center","X",41.213171262028,0.726966930364821
"I.g1147__Cnig_chr_I.g632",0.00816525697822,0.147896529415,0.471153846153846,49,104,2874246,"armA","I",50.2425889703643,0.174418147744715
"V.g16095__Cnig_chr_V.g19082",0.0226165158184,0.130112922984,0.836538461538462,87,104,9262615,"center","V",44.9795895092042,0.170939899830891
"X.g20773__Cnig_chr_X.g24673",0.00675069071956,0.18809974108,0.549019607843137,56,102,12519902,"center","X",44.1171650052851,0.231270873918851
"X.g20065__Cnig_chr_X.g23945",0.00685348282872,0.210825598718,0.336633663366337,34,101,8832577,"center","X",50.5331042054028,0.236557567604922
"V.g16997__Cnig_chr_V.g20034",0.00500012247685,0.161465514711,0.523809523809524,55,105,12885306,"center","V",45.9676879921065,0.199606741131255
"I.g3576__Cnig_chr_I.g3505",0.0039755542417,0.245801929665,NA,NA,NA,13544871,"armB","I",48.3374366130762,0.277501942501873
"V.g18420__Cnig_chr_V.g21979",0.00716774583923,0.248639655384,0.522522522522523,58,111,19050660,"armB","V",43.3241692469736,0.293966229945572
"V.g16456__Cnig_chr_V.g19480",0.0241471622887,0.232631873498,0.702970297029703,71,101,10662842,"center","V",47.5751152542175,0.266403951974297
"X.g19569__Cnig_chr_X.g23336",0.0108185293488,0.376046509266,0.428571428571429,45,105,5888765,"armA","X",50.2402542315898,0.402574473649037
"IV.g12588__Cnig_chr_IV.g14599",0.00756716927352,0.0273086436562,0.688679245283019,73,106,10653366,"center","IV",40.9284017049298,0.0791471538289522
"III.g9409__Cnig_chr_III.g10753",0.0273377411811,0.157548238042,0.543689320388349,56,103,9352598,"center","III",53.6643658038209,0.174769124967579
"III.g8096__Cnig_chr_III.g9328",0.0203676046743,0.204220517682,0.669902912621359,69,103,4065011,"armA","III",40.7208957117155,0.256623049882362
"II.g5250__Cnig_chr_II.g5588",0.00616904805719,0.0608265675831,0.466019417475728,48,103,7187490,"center","II",40.8848414448642,0.112783478896103
"II.g5855__Cnig_chr_II.g6238",0.0435643467162,0.207127794863,0.663366336633663,67,101,9769075,"center","II",40.3779698825942,0.260462433738763
"I.g2545__Cnig_chr_I.g2118",0.0498496442726,0.116164637952,NA,NA,NA,8569931,"center","I",45.3630358691786,0.155949369271028
"V.g13871__Cnig_chr_V.g16305",0.0174408711825,0.0703702751412,0.871287128712871,88,101,35954,"tipA","V",49.4864981584191,0.0989470238611498
"II.g5375__Cnig_chr_II.g5718",0.00509591878793,0.13325946638,0.89,89,100,7648377,"center","II",50.106387063047,0.160151295105759
"III.g7974__Cnig_chr_III.g9132",0.0111803575801,0.0930697713258,NA,NA,NA,3446266,"armA","III",43.8594020736707,0.136941529573487
"X.g20336__Cnig_chr_X.g24205",0.00729129937296,0.158892911199,0.666666666666667,68,102,10238637,"center","X",50.6160096058958,0.184399534921854
"X.g20100__Cnig_chr_X.g23983",0.0107864505891,0.196838727081,0.725490196078431,74,102,9060304,"center","X",51.8579428415868,0.21896965215101
"I.g2203__Cnig_chr_I.g1831",0.0190451337237,0.107494437196,0.303921568627451,31,102,7318702,"center","I",44.5412780951264,0.149512788270995
"III.g8417__Cnig_chr_III.g9689",0.0638358388594,0.296488764778,0.69,69,100,5429609,"center","III",43.373989925405,0.34167992175654
"X.g20695__Cnig_chr_X.g24587",0.00459099439326,0.336724828046,0.702970297029703,71,101,12154223,"center","X",47.219977966826,0.371462205161684
"II.g5802__Cnig_chr_II.g6179",0.00367696513177,0.14044369805,0.73,73,100,9491258,"center","II",44.8149182739389,0.181718267771509
"II.g5017__Cnig_chr_II.g5354",0.0315714560233,0.0977183466348,NA,NA,NA,6171640,"center","II",36.0619732719385,0.162784295637039
"X.g19236__Cnig_chr_X.g22990",0.0352868989315,0.329995741186,0.745098039215686,76,102,3927227,"armA","X",50.648299038821,0.355414599003173
"X.g22157__Cnig_chr_X.g26375",0.0356141820593,0.232366374714,0.215686274509804,22,102,20250395,"armB","X",51.7331666588317,0.254836453918813
"II.g4632__Cnig_chr_II.g4834",0.133215945285,0.41618758864,NA,NA,NA,4239043,"armA","II",49.5750090956485,0.444523755786818
"X.g22034__Cnig_chr_X.g26207",0.0119928319859,0.27450888231,NA,NA,NA,19456825,"armB","X",53.4449416640294,0.29232618597668
"X.g20726__Cnig_chr_X.g24627",0.0296124308966,0.347346224739,0.485436893203884,50,103,12295246,"center","X",53.689796230347,0.364497989223776
"V.g13895__Cnig_chr_V.g16329",0.00763547775977,0.179351891562,0.653465346534653,66,101,133727,"armA","V",47.1717554079269,0.214220342412112
"X.g20038__Cnig_chr_X.g23906",0.00348250763623,0.162555577747,0.529411764705882,54,102,8720204,"center","X",50.5321361088575,0.188290178017083
"I.g2538__Cnig_chr_I.g2109",0.0136923111668,0.0963132265717,NA,NA,NA,8552984,"center","I",50.0981761242016,0.123227373449839
"III.g9909__Cnig_chr_III.g11322",1.98641471349e-11,0.170027042889,0.386138613861386,39,101,11650059,"armB","III",48.0578656963282,0.202486957417783
"III.g9354__Cnig_chr_III.g10697",0.00153804052112,0.117395106046,0.699029126213592,72,103,9166129,"center","III",45.9189819747601,0.15566872028906
"I.g2862__Cnig_chr_I.g2482",0.00737005792505,0.205483081173,0.782178217821782,79,101,9804579,"center","I",46.2932145363838,0.242739493912937
"IV.g11660__Cnig_chr_IV.g13596",0.00351038306495,0.183786738068,0.490196078431373,50,102,7102239,"center","IV",44.3370371884309,0.226360236339136
"V.g15907__Cnig_chr_V.g18853",0.0129645096738,0.311321268246,0.679611650485437,70,103,8527301,"center","V",44.6331026935408,0.353090030885597
"II.g4300__Cnig_chr_II.g4467",0.0318306832979,0.299909220416,0.346534653465347,35,101,2567069,"armA","II",47.8511961904678,0.332930883316167
"V.g15173__Cnig_chr_V.g18051",0.0347752750081,0.226683562397,0.182481751824818,25,137,5404077,"armA","V",48.9859824800596,0.256620762752037
"IV.g12758__Cnig_chr_IV.g14798",0.0153684480217,0.165512681949,0.495049504950495,50,101,11373513,"center","IV",48.4008167648186,0.197040421199254
"III.g8347__Cnig_chr_III.g9620",0.00183254294875,0.125428187223,0.715686274509804,73,102,5119675,"center","III",46.8346775677278,0.161212849330177
"V.g17353__Cnig_chr_V.g20432",0.0266030164894,0.256627553354,0.588235294117647,60,102,14211085,"armB","V",46.5938629430765,0.293066773677882
"X.g20431__Cnig_chr_X.g24304",1.94504821262e-11,0.142965927885,0.627450980392157,64,102,10723472,"center","X",43.2354162618995,0.188533741929936
"I.g3239__Cnig_chr_I.g3007",0.0371545137874,0.197746241507,0.421052631578947,48,114,11541468,"armB","I",38.154542981022,0.257124376909497
"V.g18370__Cnig_chr_V.g21925",0.0164077138618,0.171801094742,0.352380952380952,37,105,18788407,"armB","V",47.9009814597137,0.20468743630484
"II.g6450__Cnig_chr_II.g6755",0.0205541562465,0.232230441385,0.640776699029126,66,103,12269325,"armB","II",52.3338064661824,0.253067921565768
"X.g19435__Cnig_chr_X.g23198",0.00528030725571,0.213094321613,0.166666666666667,17,102,5180487,"armA","X",54.6481131583319,0.227641284913761
"IV.g12191__Cnig_chr_IV.g14143",0.00195315147876,0.0728871139664,0.504424778761062,57,113,9073706,"center","IV",46.6796668207676,0.109093110775518
"IV.g13800__Cnig_chr_IV.g16242",0.0777328381394,0.334906623211,0.3625,58,160,17281902,"tipB","IV",46.078750522966,0.372745970572841
"X.g19234__Cnig_chr_X.g22988",0.00127905605265,0.237800890685,0.831683168316832,84,101,3918035,"armA","X",53.4173129420854,0.255693291979125
"X.g20818__Cnig_chr_X.g24719",0.0167335288424,0.0939861372698,0.457142857142857,48,105,12776644,"center","X",46.9162069405786,0.129549194393561
"V.g17200__Cnig_chr_V.g20268",0.0163439861546,0.219474321704,0.725490196078431,74,102,13688462,"center","V",47.2223462647944,0.254205261549119
"X.g18997__Cnig_chr_X.g22694",0.00335606924602,0.223390148961,0.383177570093458,41,107,2459419,"armA","X",49.3733604532109,0.252274417270636
"III.g9905__Cnig_chr_III.g11318",0.0125294082056,0.25789256577,0.378640776699029,39,103,11640889,"armB","III",50.1678108822904,0.284617438416388
"IV.g11859__Cnig_chr_IV.g13788",0.00220324338422,0.158514387333,0.764705882352941,78,102,7813038,"center","IV",47.8504616806648,0.191538046704218
"X.g19384__Cnig_chr_X.g23145",0.00279475224086,0.174543265755,0.598130841121495,64,107,4867087,"armA","X",48.2515370579791,0.206476762167389
"X.g21007__Cnig_chr_X.g24958",0.0179696683883,0.107842911238,0.534653465346535,54,101,13843877,"center","X",47.7548131119635,0.141126552978022
"I.g2008__Cnig_chr_I.g1660",0.00816450681563,0.176657255064,0.722772277227723,73,101,6384412,"center","I",48.6826782762056,0.207418866557195
"X.g19264__Cnig_chr_X.g23018",0.0050239577902,0.224040904713,0.563106796116505,58,103,4173739,"armA","X",45.5294700516405,0.263373251290741
"I.g2737__Cnig_chr_I.g2332",0.115426200104,0.223846924868,0.871287128712871,88,101,9329656,"center","I",48.8775354364918,0.254078895125602
"V.g15543__Cnig_chr_V.g18488",0.0175563317132,0.234468892822,0.44,55,125,7163995,"center","V",52.8658559915221,0.25386020922011
"III.g10322__Cnig_chr_III.g11825",0.147430387339,0.441010396853,0.278846153846154,29,104,14159685,"tipB","III",47.2448350431843,0.475680209950937
"III.g10119__Cnig_chr_III.g11602",0.027306738526,0.331966527707,NA,NA,NA,12960730,"armB","III",49.4031339417656,0.360769868699195
"X.g19473__Cnig_chr_X.g23235",0.00811104455167,0.181921268718,0.193798449612403,25,129,5346029,"armA","X",48.1882674109629,0.214026738354119
"IV.g13718__Cnig_chr_IV.g16075",0.0122000852712,0.186934452213,0.504854368932039,52,103,16961652,"armB","IV",47.3189351657692,0.22140285377222
"II.g5467__Cnig_chr_II.g5823",0.0144075731196,0.111914108027,0.359223300970874,37,103,8053346,"center","II",42.5632344448006,0.159308979428352
"II.g4574__Cnig_chr_II.g4804",0.0176980874254,0.255347000356,NA,NA,NA,3925761,"armA","II",47.877116794864,0.288298208462925
"V.g15714__Cnig_chr_V.g18664",0.00178379456725,0.168987481712,0.699029126213592,72,103,7821235,"center","V",48.6522281900234,0.199831859582606
"V.g16532__Cnig_chr_V.g19566",0.0073340364845,0.185109957228,NA,NA,NA,10922609,"center","V",48.3618973183806,0.216743483423264
"V.g16080__Cnig_chr_V.g19063",0.00722514842618,0.129085189643,0.762376237623762,77,101,9179913,"center","V",42.9707548494356,0.175372379857153
"V.g16556__Cnig_chr_V.g19592",0.00545581470611,0.0915437044712,0.6,60,100,11005210,"center","V",47.5742400358499,0.125318161878489
"I.g2824__Cnig_chr_I.g2436",0.00685535556239,0.0974974984417,0.363636363636364,40,110,9650747,"center","I",38.4698461159492,0.156018608412215
"V.g15589__Cnig_chr_V.g18530",0.00777910335508,0.200414284522,0.388888888888889,42,108,7340244,"center","V",51.8927729360739,0.222450537914291
"V.g18454__Cnig_chr_V.g22018",0.0035596254048,0.175629202912,0.242990654205607,26,107,19184820,"armB","V",53.6113193509758,0.19299427539785
"X.g19423__Cnig_chr_X.g23184",0.0772420089826,0.214338510963,0.715686274509804,73,102,5104370,"armA","X",47.940961459026,0.247116182892126
"X.g21709__Cnig_chr_X.g25756",0.00647135740099,0.169710381456,0.732673267326733,74,101,17614721,"armB","X",35.9614827840536,0.235049473647284
"X.g20367__Cnig_chr_X.g24235",0.0302547037672,0.222344018265,0.571428571428571,60,105,10399253,"center","X",46.5295381532771,0.258958079796147
"IV.g12701__Cnig_chr_IV.g14725",0.00731764980068,0.205389824057,0.689320388349515,71,103,11116547,"center","IV",46.6092146006614,0.241787317041329
"II.g5830__Cnig_chr_II.g6212",0.0263680966477,0.242412887246,0.569105691056911,70,123,9638108,"center","II",51.0143608266845,0.266836752539713
"V.g16175__Cnig_chr_V.g19171",0.00313825748304,0.127522089182,0.815533980582524,84,103,9593729,"center","V",48.5162990671831,0.15873593599318
"III.g9238__Cnig_chr_III.g10573",0.0257608519257,0.12620675772,0.705882352941177,72,102,8723692,"center","III",47.5532899597629,0.160038159527835
"V.g16364__Cnig_chr_V.g19376",0.0116139842435,0.13030230063,0.772277227722772,78,101,10282434,"center","V",46.208969708645,0.16778769923112
"X.g18564__Cnig_chr_X.g22218",0.0111408299134,0.10483225604,0.653465346534653,66,101,187932,"tipA","X",51.6852041588997,0.127432702112978
"II.g4143__Cnig_chr_II.g4206",0.0112004826782,0.217997177549,0.21830985915493,31,142,1351590,"armA","II",50.7252098688132,0.243206984043821
"IV.g13717__Cnig_chr_IV.g16074",0.0269919746887,0.10277074484,0.504854368932039,52,103,16960602,"armB","IV",43.6419072056291,0.147233675875361
"X.g20731__Cnig_chr_X.g24631",0.00631488733913,0.199026099072,0.607843137254902,62,102,12312284,"center","X",46.7940791696701,0.234921111682483
"X.g19464__Cnig_chr_X.g23222",0.00609606523919,0.296218656884,0.672897196261682,72,107,5306551,"armA","X",41.0542505350606,0.347715097359183
"X.g20479__Cnig_chr_X.g24360",0.00525402952105,0.198093567172,0.792079207920792,80,101,11032579,"center","X",47.0753761915527,0.233223986364312
"III.g8422__Cnig_chr_III.g9694",0.0072198679527,0.105837844454,0.721153846153846,75,104,5443288,"center","III",44.254199750981,0.14863650315886
"III.g8784__Cnig_chr_III.g10057",0.049380162461,0.195225534744,0.722772277227723,73,101,6841937,"center","III",36.5366076806209,0.259001379988696
"II.g5506__Cnig_chr_II.g5857",8.69216876039e-12,0.0869216876039,0.742574257425743,75,101,8241420,"center","II",33.8584855692338,0.157976936397637
"III.g9235__Cnig_chr_III.g10571",4.4091129471e-12,0.0412561608455,0.769230769230769,80,104,8718325,"center","III",37.4112923783512,0.102654525666179
"X.g20028__Cnig_chr_X.g23893",0.079409733501,0.227082084804,0.641509433962264,68,106,8657413,"center","X",37.8541200465311,0.287276799766573
"I.g2962__Cnig_chr_I.g2591",0.00837785794092,0.111908072464,0.75,75,100,10271291,"center","I",43.0242605325022,0.158049828884245
"III.g9228__Cnig_chr_III.g10561",0.0141037655654,0.0894586376362,0.485981308411215,52,107,8665342,"center","III",47.2167550975454,0.124204774832681
"V.g16534__Cnig_chr_V.g19568",0.0029974555106,0.111472295656,1,100,100,10938082,"center","V",48.3844217815396,0.143044598109314
"II.g7388__Cnig_chr_II.g8326",0.0152474449624,0.0797652998749,0.64,64,100,16564868,"tipB","II",35.597214367842,0.146094510026265
"X.g18743__Cnig_chr_X.g22398",0.0177539518012,0.145028764201,0.811881188118812,82,101,1090438,"armA","X",50.1833123011786,0.171711502441645
"II.g4032__Cnig_chr_II.g4112",0.0145636641845,0.156319490814,0.650485436893204,67,103,440017,"armA","II",52.4482639915016,0.176845864002118
"X.g20266__Cnig_chr_X.g24129",0.00561841916861,0.191782136268,0.450980392156863,46,102,9846562,"center","X",52.1701310888624,0.213064502481966
"IV.g13284__Cnig_chr_IV.g15359",0.12569965741,0.417675450256,NA,NA,NA,13895817,"armB","IV",39.7083626130835,0.472830148610536
"V.g16656__Cnig_chr_V.g19697",0.0070868623849,0.209347287741,0.676190476190476,71,105,11470297,"center","V",44.6829700983295,0.250980505790656
"III.g7600__Cnig_chr_III.g8724",0.0178936062487,0.232179836659,0.549019607843137,56,102,1040522,"armA","III",39.3290116506162,0.288365648841682
"V.g17002__Cnig_chr_V.g20042",0.00513262052727,0.230593107528,0.0530973451327434,6,113,12919052,"center","V",49.1834478916579,0.259993577159711
"II.g5071__Cnig_chr_II.g5412",0.00270236588693,0.200442581413,0.821782178217822,83,101,6402244,"center","II",45.7809068810682,0.239091497559875
"III.g8447__Cnig_chr_III.g9720",0.0136698216159,0.108865692967,0.653846153846154,68,104,5542826,"center","III",40.2200842700234,0.162629480716746
"X.g20005__Cnig_chr_X.g23865",0.00964000958822,0.170102431115,0.764705882352941,78,102,8495871,"center","X",46.5673459497582,0.206613727276818
"II.g5821__Cnig_chr_II.g6201",0.0317529698918,0.196443950321,0.621359223300971,64,103,9576600,"center","II",49.4545898624468,0.225107428978303
"X.g18676__Cnig_chr_X.g22164",0.147711201938,0.344621752677,0.485148514851485,49,101,690455,"tipA","X",47.2201068849675,0.379358779380291
"IV.g13826__Cnig_chr_IV.g16212",0.00100639519522,0.186096209718,0.480769230769231,50,104,17380485,"tipB","IV",50.9601318143989,0.210667474886728
"III.g7815__Cnig_chr_III.g8797",0.0689897386958,0.28404156173,NA,NA,NA,2385034,"armA","III",48.5211442285677,0.315242238908313
"V.g15866__Cnig_chr_V.g18730",0.00843453462398,0.167791378472,NA,NA,NA,8329148,"center","V",48.592409633121,0.198798349158505
"IV.g11323__Cnig_chr_IV.g13242",0.0421964594063,0.220077531593,0.304761904761905,32,105,5328519,"armA","IV",29.0982576311859,0.304071555657339
"II.g4487__Cnig_chr_II.g4696",0.00501854550748,0.126406687543,0.607843137254902,62,102,3527231,"armA","II",45.951166632961,0.16459282066855
"V.g15890__Cnig_chr_V.g18836",0.00491801400716,0.140858338357,0.356687898089172,56,157,8460822,"center","V",46.2233434659284,0.178304667649317
"IV.g11322__Cnig_chr_IV.g13243",0.10247425049,0.404978085198,NA,NA,NA,5325297,"armA","IV",35.3444482280977,0.471994338978521
"II.g5007__Cnig_chr_II.g5346",0.0444758886452,0.293103529247,0.672897196261682,72,107,6114257,"center","II",45.4533916091955,0.332642664634551
"X.g20331__Cnig_chr_X.g24199",0.026215202265,0.212373303786,0.617647058823529,63,102,10211900,"center","X",35.5527088194505,0.278823484465757
"X.g20442__Cnig_chr_X.g24316",0.0140804949815,0.159916020055,0.782178217821782,79,101,10798199,"center","X",46.8074737911505,0.195774624745647
"I.g2363__Cnig_chr_I.g2015",0.0108227650629,0.114860333016,0.774509803921569,79,102,7933327,"center","I",45.3580361582504,0.154658654048999
"X.g20350__Cnig_chr_X.g24218",0.0040516524379,0.152265125158,0.784313725490196,80,102,10334020,"center","X",49.8630060520737,0.179818487794971
"X.g20040__Cnig_chr_X.g23908",0.00515047839957,0.130993021391,0.538461538461538,56,104,8727147,"center","X",40.9221652956075,0.182848482747554
"IV.g12251__Cnig_chr_IV.g14215",0.00251581717189,0.144985568914,0.57258064516129,71,124,9314643,"center","IV",46.8890712756307,0.180622383487015
"X.g19157__Cnig_chr_X.g22943",0.0101030024081,0.163519319718,0.633663366336634,64,101,3504042,"armA","X",52.0814058736154,0.185042849934164
"X.g20914__Cnig_chr_X.g24836",5.03182142907e-12,0.0463579978472,0.588235294117647,60,102,13211525,"center","X",31.1865025787947,0.1246759634457
