"gene","sex","class","chromosome","logFC.F1.vs.briggsae","logFC.F1.vs.nigoni","F1_dist_from_zero"
"X.g21396.t1__Cnig_chr_X.g25428.t3","male","additive","X",-0.802880872553512,0.697207983490709,1.06335161999946
"X.g21397.t2__Cnig_chr_X.g25431.t2","male","C. briggsae dominant","X",-0.150483964140322,-2.12124334835531,2.12657442061288
"X.g21398.t2__Cnig_chr_X.g25432.t1","male","no change","X",0.675727885604347,0.605425853127103,0.907275393151386
"X.g21399.t1__Cnig_chr_X.g25434.t1","male","C. briggsae dominant","X",-0.892740507037602,-2.74877997554339,2.8901171199199
"X.g21404.t1__Cnig_chr_X.g25437.t1","male","C. briggsae dominant","X",0.437872442850801,1.87868906495509,1.92904247723837
"X.g21405.t1__Cnig_chr_X.g25441.t1","male","C. briggsae dominant","X",0.510805667693256,-1.41124764009052,1.50084720468428
"X.g21407.t1__Cnig_chr_X.g25443.t1","male","overdominant","X",0.860527078676786,2.0200306117741,2.1956845232502
"X.g21408.t1__Cnig_chr_X.g25444.t2","male","no change","X",-0.0281115568597143,0.140523515527177,0.143307773847736
"X.g21409.t1__Cnig_chr_X.g25445.t1","male","no change","X",0.538039760023229,0.1854318792377,0.569097324895733
"X.g21410.t1__Cnig_chr_X.g25446.t1","male","ambiguous","X",-0.363715170044583,0.746277110611595,0.830191695178499
"X.g21417.t1__Cnig_chr_X.g25459.t1","male","C. briggsae dominant","X",-0.293841238906891,1.04113645095387,1.08180764611236
"X.g21418.t1__Cnig_chr_X.g25460.t1","male","ambiguous","X",-0.564096532004463,0.125420965417809,0.577871366296858
"X.g21419.t1__Cnig_chr_X.g25461.t1","male","underdominant","X",-1.12374647276633,-0.776998022788106,1.36621084114839
"X.g21421.t2__Cnig_chr_X.g25463.t1","male","underdominant","X",-2.35450128589502,-3.43233856559362,4.1622859505496
"X.g21423.t1__Cnig_chr_X.g25468.t1","male","ambiguous","X",0.869475968775283,-0.427139984846645,0.9687295943309
"X.g21448.t1__Cnig_chr_X.g25492.t3","male","underdominant","X",-3.49026635608284,-1.00513417158419,3.63211425195987
"X.g21453.t1__Cnig_chr_X.g25497.t1","male","no change","X",0.163336243094,-0.0268646135354783,0.165530769854045
"X.g21454.t2__Cnig_chr_X.g25498.t1","male","overdominant","X",0.421537910304504,0.984461418920961,1.07091479360767
"X.g21455.t1__Cnig_chr_X.g25500.t1","male","C. briggsae dominant","X",0.391894404308596,1.09107053432874,1.15931709855794
"X.g21457.t2__Cnig_chr_X.g25501.t2","male","C. nigoni dominant","X",0.776868204708242,-0.0954628311767064,0.782711543049468
"X.g21458.t2__Cnig_chr_X.g25502.t1","male","no change","X",0.190359745783212,0.175162978373321,0.258686879851417
"X.g21459.t3__Cnig_chr_X.g25503.t1","male","no change","X",-1.17366181785719,-0.891661748748304,1.47395479471954
"X.g21460.t1__Cnig_chr_X.g25507.t1","male","no change","X",0.0286643323689759,0.125473678582977,0.128706207959459
"X.g21461.t2__Cnig_chr_X.g25508.t3","male","C. briggsae dominant","X",-0.934874442956155,-5.1499523134447,5.23411874672776
"X.g21463.t1__Cnig_chr_X.g25509.t1","male","C. nigoni dominant","X",-1.82795629818358,0.53365197064243,1.90426065806117
"X.g21464.t1__Cnig_chr_X.g25510.t1","male","underdominant","X",-3.23096267763098,-3.54493105364127,4.79642116575625
"X.g21471.t1__Cnig_chr_X.g25513.t1","male","ambiguous","X",0.665273547670538,0.0345666996879525,0.666170961508726
"X.g21472.t2__Cnig_chr_X.g25514.t3","male","ambiguous","X",0.610417574858223,0.499778313599245,0.788915697929696
"X.g21473.t1__Cnig_chr_X.g25515.t1","male","overdominant","X",2.76962420955902,1.48646917026767,3.14331176569104
"X.g21474.t2__Cnig_chr_X.g25516.t1","male","underdominant","X",-1.85363420078809,-1.87069091576885,2.63352316349627
"X.g21475.t1__Cnig_chr_X.g25517.t1","male","C. briggsae dominant","X",-0.223962403094138,-3.48402554588517,3.49121657339962
"X.g21476.t1__Cnig_chr_X.g25518.t1","male","C. nigoni dominant","X",0.737544349287219,0.171357647086032,0.757188952891131
"X.g21477.t1__Cnig_chr_X.g25519.t1","male","no change","X",0.497474436951201,0.351527801258344,0.609140879007016
"X.g21480.t1__Cnig_chr_X.g25522.t1","male","ambiguous","X",0.616747982210166,0.323372297428407,0.696381875341711
"X.g21481.t1__Cnig_chr_X.g25523.t1","male","C. briggsae dominant","X",-0.0859603914290375,-0.883207307497084,0.887380604312987
"X.g21482.t1__Cnig_chr_X.g25524.t1","male","C. briggsae dominant","X",-3.14449188382028,-5.85011962486175,6.64166611872384
"X.g21483.t1__Cnig_chr_X.g25525.t2","male","additive","X",-1.25113362797894,2.65708705479224,2.93691112766529
"X.g21484.t1__Cnig_chr_X.g25526.t1","male","C. nigoni dominant","X",3.51721392745407,-0.661624238675245,3.57890212840188
"X.g21486.t2__Cnig_chr_X.g25527.t1","male","C. briggsae dominant","X",-0.126074090275034,-2.6824422956948,2.68540338608021
"X.g21487.t1__Cnig_chr_X.g25528.t3","male","ambiguous","X",1.23944944203748,1.72134424761109,2.12114613785822
"X.g21488.t1__Cnig_chr_X.g25529.t1","male","overdominant","X",0.629761058837012,1.56723818941458,1.68903360937165
"X.g21489.t3__Cnig_chr_X.g25530.t1","male","underdominant","X",-1.05270545205364,-1.10955490570797,1.52947731515184
"X.g21490.t3__Cnig_chr_X.g25531.t1","male","C. nigoni dominant","X",-0.774256279246252,0.162489320121734,0.791122977232917
"X.g21492.t1__Cnig_chr_X.g25534.t2","male","overdominant","X",0.827031593079034,0.699083249404555,1.08291211349254
"X.g21493.t1__Cnig_chr_X.g25535.t2","male","overdominant","X",1.13900659410051,0.591634236438133,1.28349799031015
"X.g21494.t1__Cnig_chr_X.g25536.t1","male","ambiguous","X",0.620476370496079,-0.205577326427348,0.653645900687064
"X.g21495.t1__Cnig_chr_X.g25537.t1","male","no change","X",0.350472235258566,-0.137721396343477,0.37656071316314
"X.g21499.t1__Cnig_chr_X.g25542.t1","male","no change","X",0.520539286391574,-0.11955345694782,0.534091918816624
"X.g21500.t1__Cnig_chr_X.g25544.t1","male","ambiguous","X",-1.07536099255944,-1.6334364274466,1.95563693635295
"X.g21501.t1__Cnig_chr_X.g25545.t2","male","underdominant","X",-0.959293892798626,-1.52523693734199,1.80183031603787
"X.g21502.t1__Cnig_chr_X.g25546.t1","male","C. briggsae dominant","X",-0.51564301844077,2.66184401915206,2.7113283284697
"X.g21506.t1__Cnig_chr_X.g25552.t1","male","C. nigoni dominant","X",-1.90668535621427,0.197420392744183,1.9168786761486
"X.g21507.t1__Cnig_chr_X.g25553.t3","male","overdominant","X",2.90248629708576,1.63930655662214,3.33342956898071
"X.g21508.t1__Cnig_chr_X.g25554.t1","male","no change","X",0.188768669501507,0.232797685150335,0.299713818161131
"X.g21509.t1__Cnig_chr_X.g25555.t1","male","C. briggsae dominant","X",0.3061906079917,-0.782497153149875,0.840270482112746
"X.g21510.t1__Cnig_chr_X.g25556.t1","male","C. briggsae dominant","X",-0.62333522152381,-2.8977889144279,2.96407277086332
"X.g21511.t1__Cnig_chr_X.g25557.t1","male","C. briggsae dominant","X",-0.465360173521432,0.86525183648956,0.982456529139306
"X.g21512.t3__Cnig_chr_X.g25560.t1","male","C. briggsae dominant","X",0.172333746041003,1.05930917798151,1.07323569386244
"X.g21513.t1__Cnig_chr_X.g25561.t1","male","C. briggsae dominant","X",-0.618755328753773,-3.38762668415285,3.4436713995452
"X.g21514.t1__Cnig_chr_X.g25562.t2","male","overdominant","X",1.99525233680763,0.956767921536239,2.21278935807661
"X.g21515.t1__Cnig_chr_X.g25564.t1","male","C. briggsae dominant","X",0.217394210007762,-1.39689888974192,1.41371381499479
"X.g21516.t1__Cnig_chr_X.g25565.t2","male","C. nigoni dominant","X",1.20586657101056,0.205881436007066,1.22331572080682
"X.g21517.t3__Cnig_chr_X.g25566.t2","male","C. briggsae dominant","X",-0.175337647381184,1.31584412870912,1.3274746934113
"X.g21518.t1__Cnig_chr_X.g25567.t1","male","overdominant","X",1.13730501984251,2.76814111841317,2.99266903609615
"X.g21519.t1__Cnig_chr_X.g25568.t1","male","overdominant","X",0.919424870240365,2.32307846126967,2.49840661807312
"X.g21520.t1__Cnig_chr_X.g25569.t1","male","C. briggsae dominant","X",0.372364415616746,1.6132049766715,1.65562240706488
"X.g21521.t1__Cnig_chr_X.g25570.t1","male","C. briggsae dominant","X",0.32453650340104,2.11888547267747,2.14359501500712
"X.g21522.t2__Cnig_chr_X.g25571.t1","male","ambiguous","X",-0.41994343498046,-1.04875435936759,1.12970712792109
"X.g21523.t1__Cnig_chr_X.g25572.t1","male","overdominant","X",0.842824674358193,0.516447973106671,0.988469494032559
"X.g21527.t1__Cnig_chr_X.g25575.t1","male","no change","X",-0.449277903667732,-0.250436427851617,0.514362750516743
"X.g21528.t3__Cnig_chr_X.g25576.t1","male","overdominant","X",1.26815714331293,1.30307095091035,1.81830042711374
"X.g21529.t1__Cnig_chr_X.g25578.t2","male","ambiguous","X",-0.0427813186588191,0.517770150232907,0.519534570263033
"X.g21531.t1__Cnig_chr_X.g25580.t1","male","ambiguous","X",0.691033781577274,-0.656128463843883,0.952907261147234
"X.g21533.t1__Cnig_chr_X.g25582.t1","male","no change","X",-0.169575545167759,-0.0618420001679135,0.18050013435926
"X.g21538.t1__Cnig_chr_X.g25589.t2","male","additive","X",1.77190559816017,-4.61201460489756,4.94068094138649
"X.g21541.t1__Cnig_chr_X.g25591.t1","male","additive","X",1.27736984464808,-2.23038697263971,2.57027231392652
"X.g21548.t1__Cnig_chr_X.g25602.t1","male","C. nigoni dominant","X",3.00049172365428,0.180146816096128,3.00589478509601
"X.g21552.t1__Cnig_chr_X.g25609.t1","male","no change","X",-0.526333634682448,-0.671891991648745,0.853502163699515
"X.g21553.t2__Cnig_chr_X.g25610.t1","male","C. briggsae dominant","X",-0.512662707015272,-1.3635968195743,1.45678390213421
"X.g21554.t1__Cnig_chr_X.g25611.t1","male","no change","X",-0.400685452817652,-0.731896281157958,0.834398584893656
"X.g21555.t1__Cnig_chr_X.g25612.t2","male","underdominant","X",-2.9255036542906,-5.62275657590644,6.33829339358528
"X.g21558.t2__Cnig_chr_X.g25613.t1","male","overdominant","X",1.51087699789966,0.991478301998111,1.8071465148447
"X.g21559.t3__Cnig_chr_X.g25614.t1","male","no change","X",-0.436136464622547,-0.580785600289999,0.726310490959389
"X.g21561.t1__Cnig_chr_X.g25615.t2","male","overdominant","X",3.9410053598965,1.15876219606383,4.10782826731591
"X.g21567.t1__Cnig_chr_X.g25625.t1","male","C. briggsae dominant","X",-0.214467591732375,-0.940629416792851,0.964769427189493
"X.g21568.t1__Cnig_chr_X.g25626.t1","male","underdominant","X",-1.18684990467574,-0.420555203887417,1.25915820123827
"X.g21569.t1__Cnig_chr_X.g25627.t1","male","C. briggsae dominant","X",-0.198463482263999,1.55768417118921,1.57027632312462
"X.g21570.t1__Cnig_chr_X.g25628.t2","male","C. nigoni dominant","X",0.831105420323325,-0.0216633685782354,0.831387708129587
"X.g21571.t1__Cnig_chr_X.g25629.t1","male","no change","X",-0.00439636590336481,0.214870378702731,0.214915350026496
"X.g21572.t1__Cnig_chr_X.g25630.t1","male","overdominant","X",1.58186403194287,1.46021125292928,2.15279137835877
"X.g21573.t1__Cnig_chr_X.g25631.t2","male","overdominant","X",0.970774289906465,0.980032533509903,1.37944426805915
"X.g21574.t2__Cnig_chr_X.g25632.t1","male","additive","X",-1.18674204410024,1.86722656439372,2.21244021885627
"X.g21575.t1__Cnig_chr_X.g25633.t1","male","no change","X",-0.258369563849329,0.391099353853336,0.468736104976125
"X.g21576.t1__Cnig_chr_X.g25635.t1","male","overdominant","X",0.934574380947418,0.432195561357673,1.02967095558752
"X.g21577.t1__Cnig_chr_X.g25636.t2","male","overdominant","X",2.19413229493238,0.76263834632709,2.32289340585266
"X.g21578.t1__Cnig_chr_X.g25637.t1","male","no change","X",0.593576667570643,0.291736375110252,0.661395020276642
"X.g21579.t3__Cnig_chr_X.g25638.t2","male","C. briggsae dominant","X",0.807151245172764,3.95551650307641,4.0370290980737
"X.g21580.t1__Cnig_chr_X.g25640.t1","male","no change","X",0.00717735165420943,0.439669118140501,0.43972769735737
"X.g21581.t1__Cnig_chr_X.g25643.t2","male","C. briggsae dominant","X",-0.00619324221868885,-1.247340905091,1.24735628020322
"X.g21582.t1__Cnig_chr_X.g25644.t2","male","ambiguous","X",0.298479461633311,1.27895957992787,1.31332691897569
"X.g21583.t1__Cnig_chr_X.g25645.t1","male","overdominant","X",1.22526703932381,1.0985696566943,1.64564109339272
"X.g21584.t1__Cnig_chr_X.g25647.t1","male","no change","X",0.122337571218103,0.199581396513507,0.234092321885674
"X.g21585.t1__Cnig_chr_X.g25648.t1","male","no change","X",0.148492208646746,0.208334880524108,0.255838539848443
"X.g21586.t1__Cnig_chr_X.g25649.t1","male","underdominant","X",-1.00041224331695,-2.36068967945685,2.56391895723569
"X.g21590.t1__Cnig_chr_X.g25653.t2","male","overdominant","X",1.70871006374075,0.801405878900213,1.88731064339307
"X.g21591.t3__Cnig_chr_X.g25655.t1","male","ambiguous","X",0.522961650780108,0.354455677678918,0.631765554320174
"X.g21594.t1__Cnig_chr_X.g25657.t1","male","C. nigoni dominant","X",-2.12036552773918,-0.879274750135852,2.29544637433575
"X.g21595.t1__Cnig_chr_X.g25658.t1","male","no change","X",-0.132635543709375,-0.54078535965726,0.556813247574726
"X.g21599.t1__Cnig_chr_X.g25659.t2","male","C. nigoni dominant","X",-0.88003729178899,0.201254474265714,0.902756333874911
"X.g21601.t1__Cnig_chr_X.g25660.t1","male","C. nigoni dominant","X",2.09713998109189,0.254983086019193,2.1125843117968
"X.g21607.t1__Cnig_chr_X.g25664.t3","male","additive","X",4.18328868953864,-1.12546876572503,4.3320415744363
"X.g21609.t1__Cnig_chr_X.g25666.t1","male","underdominant","X",-3.48657311747389,-2.71905827279539,4.42147825894786
"X.g21616.t2__Cnig_chr_X.g25673.t1","male","no change","X",-0.480013496684451,-1.07792337655837,1.17997108554838
"X.g21617.t1__Cnig_chr_X.g25674.t1","male","no change","X",-0.445198773471647,-0.118369968268329,0.460666253689701
"X.g21618.t1__Cnig_chr_X.g25675.t1","male","C. briggsae dominant","X",-0.219715428647709,-1.37530077432858,1.39274085509639
"X.g21683.t2__Cnig_chr_X.g25711.t3","male","overdominant","X",1.05798971767229,0.653022937131463,1.24329449412441
"X.g21684.t1__Cnig_chr_X.g25712.t1","male","underdominant","X",-3.69759401026711,-5.14961582825145,6.33961707387292
"X.g21685.t1__Cnig_chr_X.g25713.t2","male","ambiguous","X",0.845409059789867,1.38265543672052,1.62063337466177
"X.g21686.t1__Cnig_chr_X.g25714.t1","male","no change","X",0.442678462149397,0.123280125299294,0.459523895074853
"X.g21687.t2__Cnig_chr_X.g25715.t3","male","underdominant","X",-3.07356825032939,-3.81788794931564,4.90133555094553
"X.g21688.t2__Cnig_chr_X.g25717.t2","male","no change","X",0.569156176195474,0.274710470029645,0.631984647950694
"X.g21689.t2__Cnig_chr_X.g25722.t2","male","overdominant","X",1.05170438843202,1.02338608751194,1.46744717273235
"X.g21691.t1__Cnig_chr_X.g25723.t1","male","no change","X",-0.110386250415613,0.0406048434636999,0.117617505472315
"X.g21692.t3__Cnig_chr_X.g25724.t1","male","ambiguous","X",-1.19181040950961,-0.834374782131807,1.45485165198138
"X.g21693.t1__Cnig_chr_X.g25725.t3","male","no change","X",-0.0973338806001756,0.0158523840170547,0.0986163393749404
"X.g21694.t3__Cnig_chr_X.g25726.t1","male","ambiguous","X",0.78199590859736,0.15464973670579,0.797141230978665
"X.g21695.t1__Cnig_chr_X.g25727.t1","male","C. briggsae dominant","X",-0.728517208525639,1.00648848545167,1.2424799372484
"X.g21699.t3__Cnig_chr_X.g25736.t1","male","no change","X",-0.0107725803164603,0.926940410282772,0.92700300576744
"X.g21700.t1__Cnig_chr_X.g25737.t1","male","underdominant","X",-4.1077091269485,-7.09580872795594,8.19901065832651
"X.g21701.t1__Cnig_chr_X.g25738.t1","male","C. briggsae dominant","X",-1.00369213451447,-3.51449004841829,3.65500180592533
"X.g21702.t1__Cnig_chr_X.g25739.t1","male","ambiguous","X",0.442737363335987,0.72494203741868,0.849445307545135
"X.g21703.t1__Cnig_chr_X.g25740.t1","male","no change","X",-0.687308243508113,-0.185536895612359,0.711910500855044
"X.g21705.t2__Cnig_chr_X.g25751.t1","male","no change","X",0.0985772798942152,-0.357775883348297,0.371107885684199
"X.g21707.t1__Cnig_chr_X.g25754.t1","male","underdominant","X",-4.91685143835915,-6.42471382112811,8.09026425713579
"X.g21708.t2__Cnig_chr_X.g25755.t2","male","ambiguous","X",0.76961091619321,-0.253697817124939,0.810347792455629
"X.g21709.t1__Cnig_chr_X.g25756.t1","male","underdominant","X",-4.48576187989461,-5.50813012726446,7.10362985676999
"X.g21710.t1__Cnig_chr_X.g25757.t1","male","no change","X",-0.491581978001353,-0.374164257369379,0.617779679650036
"X.g21711.t1__Cnig_chr_X.g25758.t2","male","ambiguous","X",0.568198977953786,0.3917009926576,0.69013023857579
"X.g21712.t1__Cnig_chr_X.g25759.t2","male","underdominant","X",-3.61834000396259,-5.48134704972594,6.56791822907497
"X.g21713.t1__Cnig_chr_X.g25760.t3","male","C. briggsae dominant","X",0.354121392388135,-0.981378055076723,1.04331435700516
"X.g21715.t1__Cnig_chr_X.g25761.t1","male","no change","X",-0.659359529220893,-1.1202155163671,1.29986068172094
"X.g21716.t1__Cnig_chr_X.g25762.t1","male","C. nigoni dominant","X",-1.20036903286839,-0.212898000639213,1.21910269204262
"X.g21717.t1__Cnig_chr_X.g25763.t1","male","no change","X",-0.0888632645739132,0.482997770193192,0.491104393996153
"X.g21719.t1__Cnig_chr_X.g25766.t1","male","ambiguous","X",0.787531967452913,0.72081907021414,1.06760794852073
"X.g21724.t1__Cnig_chr_X.g25775.t2","male","ambiguous","X",0.272143712122339,-0.404151402651508,0.487237679488058
"X.g21725.t1__Cnig_chr_X.g25776.t1","male","ambiguous","X",-0.461403406734189,-0.703720225823482,0.841495846679571
"X.g21727.t1__Cnig_chr_X.g25777.t1","male","no change","X",-0.148009835079167,-0.288845830935255,0.324559432660399
"X.g21731.t1__Cnig_chr_X.g25788.t1","male","underdominant","X",-0.466010575287287,-0.899581573004751,1.01312035946836
"X.g21732.t1__Cnig_chr_X.g25789.t1","male","C. briggsae dominant","X",0.441997951142424,-2.74482452396753,2.78018414069782
"X.g21733.t1__Cnig_chr_X.g25790.t1","male","no change","X",0.186123422731519,-0.343349174540361,0.39055164081955
"X.g21734.t2__Cnig_chr_X.g25791.t2","male","C. nigoni dominant","X",0.533743246227592,-0.250567026290714,0.589631823732182
"X.g21735.t1__Cnig_chr_X.g25792.t1","male","no change","X",0.0989453984738015,-0.194122786680592,0.217884942544862
"X.g21736.t1__Cnig_chr_X.g25793.t1","male","no change","X",0.123216458237889,0.113573316105555,0.167574442299241
"X.g21737.t1__Cnig_chr_X.g25794.t1","male","C. briggsae dominant","X",0.0483207938336282,-0.418282660188536,0.421064464103907
"X.g21738.t1__Cnig_chr_X.g25795.t1","male","underdominant","X",-4.89901322205458,-4.22175471930714,6.46711245146222
"X.g21739.t1__Cnig_chr_X.g25796.t1","male","C. briggsae dominant","X",-0.16037192940643,-0.748501011581925,0.765488680569939
"X.g21742.t1__Cnig_chr_X.g25799.t1","male","ambiguous","X",0.0355902486494165,-0.361490545840081,0.363238324699758
"X.g21743.t1__Cnig_chr_X.g25800.t1","male","ambiguous","X",0.654976095915999,0.797428489034243,1.03193307987718
"X.g21744.t1__Cnig_chr_X.g25802.t1","male","additive","X",0.846250193219302,-1.61380829978418,1.82222847578892
"X.g21745.t2__Cnig_chr_X.g25803.t1","male","underdominant","X",-0.861856743866674,-1.34629049851823,1.59852905927572
"X.g21746.t2__Cnig_chr_X.g25804.t3","male","no change","X",0.788245014997168,0.616118282462008,1.00046586231206
"X.g21747.t1__Cnig_chr_X.g25805.t1","male","underdominant","X",-1.95478124296008,-0.973053712509127,2.18357579104925
"X.g21749.t1__Cnig_chr_X.g25807.t1","male","overdominant","X",0.669064441342173,0.771996000188049,1.02157968410441
