I.g1000,WBGene00040698,Cbr-imb-3
II.g6017,WBGene00025445,Cbr-rsp-4
II.g6021,WBGene00025442,Cbr-algn-2
II.g6024,WBGene00025439,Cbr-sec-6
II.g6052,WBGene00087062,CBG25648
II.g6053,WBGene00025413,CBG02343
II.g6067,WBGene00025399,Cbr-mpk-2
II.g6082,WBGene00025388,Cbr-ptp-5.3
II.g6094,WBGene00025378,CBG02301
II.g6106,WBGene00025367,Cbr-pbs-3
II.g6111,WBGene00025360,Cbr-mdt-4
II.g6129,WBGene00025350,CBG02269
II.g6130,WBGene00025348,CBG02267
II.g6141,WBGene00039561,Cbr-nep-12
II.g6142,WBGene00039562,CBG20612
II.g6177,WBGene00039594,Cbr-gst-22
II.g6196,WBGene00039607,Cbr-gst-15
II.g6202,WBGene00039616,Cbr-ing-3
II.g6225,WBGene00039666,CBG20739
II.g6245,WBGene00039684,CBG20759
II.g6248,WBGene00303001,CBG31166
II.g6249,WBGene00039687,Cbr-noa-1
II.g6251,WBGene00270440,CBG30116
II.g6286,WBGene00039721,CBG20803
II.g6287,WBGene00039721,CBG20803
II.g6313,WBGene00039744,CBG20830
II.g6328,WBGene00039756,Cbr-gur-4
II.g6336,WBGene00039764,CBG20852
II.g6345,WBGene00039776,CBG20865
II.g6352,WBGene00039782,Cbr-spat-1
II.g6369,WBGene00039799,CBG20893
II.g6373,WBGene00039804,Cbr-nsun-5
II.g6400,WBGene00087097,CBG25683
II.g6405,WBGene00039835,Cbr-tric-1B.1
II.g6409,WBGene00039839,Cbr-marc-5
II.g6453,WBGene00039889,Cbr-cacn-1
II.g6454,WBGene00039889,Cbr-cacn-1
II.g6469,WBGene00039902,Cbr-tpi-1
II.g6499,WBGene00038824,CBG19644
II.g6551,WBGene00038774,Cbr-ptc-3
II.g6566,WBGene00038760,Cbr-nep-2
II.g6567,WBGene00038759,CBG19564
II.g6569,WBGene00038757,Cbr-set-11
II.g6587,WBGene00087586,CBG26172
II.g6615,WBGene00303251,CBG31312
II.g6624,WBGene00038717,CBG19513
II.g6660,WBGene00027039,CBG04338
II.g6673,WBGene00027048,CBG04353
II.g6692,WBGene00037319,CBG17778
II.g6693,WBGene00037319,CBG17778
II.g6701,WBGene00037311,Cbr-skpo-2
II.g6719,WBGene00040158,Cbr-lgc-45
II.g6720,WBGene00040158,Cbr-lgc-45
II.g6725,WBGene00040166,Cbr-col-72
II.g6739,WBGene00271582,CBG30945
II.g6819,WBGene00029745,CBG07819
II.g6840,WBGene00087126,CBG25712
II.g6893,WBGene00029800,Cbr-vps-2
II.g6896,WBGene00029804,Cbr-snrp-200
II.g6951,WBGene00031713,CBG10303
II.g7021,WBGene00039423,Cbr-tsr-1
II.g7091,WBGene00036097,CBG16017
II.g7109,WBGene00036114,Cbr-tra-4
II.g7110,WBGene00036115,CBG16042
II.g7114,WBGene00042441,Cbr-snt-6
II.g7117,WBGene00042534,CBG24416
II.g7124,WBGene00087185,CBG25771
II.g7155,WBGene00029342,CBG07216
II.g7156,WBGene00029342,CBG07216
II.g7157,WBGene00029336,Cbr-pho-14
II.g7165,WBGene00029330,Cbr-str-148
II.g7166,WBGene00029328,CBG07192
II.g7233,WBGene00029281,CBG07130
II.g7238,WBGene00029279,Cbr-acdh-9
II.g7251,WBGene00029269,Cbr-fcho-1
II.g7257,WBGene00029260,CBG07097
II.g7258,WBGene00029260,CBG07097
II.g7273,WBGene00029250,CBG07084
II.g7288,WBGene00029237,CBG07070
II.g7314,WBGene00029213,Cbr-osta-1
II.g7327,WBGene00029205,Cbr-ubxn-3
II.g7330,WBGene00029202,Cbr-pqn-85
II.g7334,WBGene00029197,CBG07022
II.g7344,WBGene00029188,CBG07013
II.g7345,WBGene00029188,CBG07013
II.g7350,WBGene00029181,CBG07006
II.g7357,WBGene00029174,Cbr-sptl-1
II.g7358,WBGene00029174,Cbr-sptl-1
II.g7366,WBGene00029167,CBG06989
II.g7379,WBGene00029156,CBG06977
II.g7390,WBGene00029146,Cbr-chs-2
II.g7392,WBGene00029143,CBG06962
III.g10002,WBGene00270509,CBG30271
III.g10021,WBGene00033222,Cbr-ncl-1
III.g10022,WBGene00033223,CBG12246
III.g10028,WBGene00033225,Cbr-slc-17.3
III.g10051,WBGene00033247,CBG12274
III.g10062,WBGene00033254,Cbr-ran-2
III.g10065,WBGene00033258,CBG12287
III.g10066,WBGene00033258,CBG12287
III.g10067,WBGene00033258,CBG12287
III.g10077,WBGene00033266,Cbr-sup-26
III.g10094,WBGene00040074,CBG21238
III.g10101,WBGene00303194,CBG31258
III.g10116,WBGene00040059,Cbr-bli-5
III.g10120,WBGene00040055,Cbr-myo-6
III.g10124,WBGene00040051,CBG21208
III.g10128,WBGene00040047,CBG21204
III.g10134,WBGene00040041,Cbr-abcf-2
III.g10135,WBGene00040041,Cbr-abcf-2
III.g10138,WBGene00040037,Cbr-ztf-8
III.g10139,WBGene00040037,Cbr-ztf-8
III.g10142,WBGene00040034,Cbr-clk-1
III.g10151,WBGene00040025,CBG21180
III.g10160,WBGene00040016,Cbr-mrps-26
III.g10161,WBGene00040015,Cbr-prx-10
III.g10163,WBGene00040013,Cbr-dyf-6
III.g10177,WBGene00040001,CBG21148
III.g10180,WBGene00039998,Cbr-mapk-15
III.g10182,WBGene00042430,Cbr-dro-1
III.g10203,WBGene00041470,Cbr-osm-12
III.g10204,WBGene00041470,Cbr-osm-12
III.g10209,WBGene00041465,Cbr-klp-6
III.g10219,WBGene00041455,CBG23023
III.g10235,WBGene00041441,CBG23007
III.g10246,WBGene00041431,CBG22995
III.g10247,WBGene00087511,CBG26097
III.g10255,WBGene00041422,Cbr-pros-1
III.g10265,WBGene00041414,Cbr-dcr-1
III.g10269,WBGene00041411,Cbr-grp-1
III.g10274,WBGene00041407,Cbr-dpf-6
III.g10287,WBGene00041399,Cbr-mdt-30
III.g10307,WBGene00041386,CBG22939
III.g10308,WBGene00041383,Cbr-dpy-19
III.g10309,WBGene00041383,Cbr-dpy-19
III.g10310,WBGene00041382,CBG22935
III.g10312,WBGene00041381,CBG22933
III.g10318,WBGene00041374,Cbr-twk-7
III.g10328,WBGene00023958,Cbr-hsp-75
III.g10335,WBGene00023962,Cbr-fli-1
III.g10337,WBGene00023964,CBG00591
III.g10338,WBGene00023964,CBG00591
III.g10339,WBGene00023966,Cbr-lnkn-1
III.g10341,WBGene00023968,Cbr-asna-1
III.g10344,WBGene00023971,Cbr-gsp-2
III.g10356,WBGene00035602,CBG15295
III.g10368,WBGene00087519,CBG26105
III.g10377,WBGene00035616,CBG15313
III.g10387,WBGene00035624,Cbr-pssy-2
III.g10395,WBGene00035631,CBG15331
III.g10396,WBGene00035633,Cbr-rha-2
III.g10401,WBGene00035640,CBG15341
III.g10407,WBGene00035646,Cbr-ykt-6
III.g10410,WBGene00035648,CBG15349
III.g10411,WBGene00035648,CBG15349
III.g7420,WBGene00035577,CBG15263
III.g7429,WBGene00035563,Cbr-grk-2
III.g7431,WBGene00035563,Cbr-grk-2
III.g7432,WBGene00035563,Cbr-grk-2
III.g7433,WBGene00035563,Cbr-grk-2
III.g7434,WBGene00035563,Cbr-grk-2
III.g7438,WBGene00035559,CBG15245
III.g7446,WBGene00035550,Cbr-pat-12
III.g7447,WBGene00035550,Cbr-pat-12
III.g7449,WBGene00035550,Cbr-pat-12
III.g7455,WBGene00035544,CBG15225
III.g7456,WBGene00035544,CBG15225
III.g7458,WBGene00035543,CBG15224
III.g7460,WBGene00035541,Cbr-ddx-35
III.g7462,WBGene00035537,Cbr-rep-1
III.g7468,WBGene00035531,Cbr-acr-21.2
III.g7473,WBGene00035527,Cbr-ppm-1.G
III.g7486,WBGene00271042,CBG30174
III.g7488,WBGene00035515,CBG15192
III.g7494,WBGene00035509,Cbr-ttc-7
III.g7502,WBGene00035502,CBG15178
III.g7508,WBGene00035497,CBG15173
III.g7523,WBGene00035482,Cbr-par-2
III.g7540,WBGene00035467,Cbr-trp-2
III.g7546,WBGene00035460,Cbr-tbx-43
III.g7547,WBGene00035459,Cbr-cnc-6
III.g7553,WBGene00035452,CBG15123
III.g7593,WBGene00035831,Cbr-nhr-121
III.g7599,WBGene00035833,CBG15681
III.g7611,WBGene00035843,Cbr-pes-4
III.g7618,WBGene00035846,CBG15698
III.g7625,WBGene00035854,CBG15708
III.g7631,WBGene00035861,CBG15715
III.g7632,WBGene00035863,CBG15717
III.g7633,WBGene00035863,CBG15717
III.g7649,WBGene00035878,Cbr-cdh-1
III.g7650,WBGene00035878,Cbr-cdh-1
III.g7667,WBGene00035897,Cbr-unc-25
III.g7669,WBGene00035899,Cbr-rbm-7
III.g7670,WBGene00035899,Cbr-rbm-7
III.g7690,WBGene00035919,Cbr-snf-2
III.g7704,WBGene00023845,Cbr-pat-4
III.g7707,WBGene00023847,Cbr-attf-3
III.g7720,WBGene00023857,CBG00477
III.g7761,WBGene00032847,Cbr-acr-5
III.g7769,WBGene00032838,Cbr-oig-1
III.g7770,WBGene00032836,CBG11762
III.g7775,WBGene00270527,CBG30289
III.g7777,WBGene00032829,Cbr-tat-1
III.g7781,WBGene00032824,CBG11749
III.g7787,WBGene00032816,CBG11739
III.g7790,WBGene00032811,Cbr-cdh-12
III.g7792,WBGene00032806,Cbr-acsd-1
III.g7793,WBGene00032806,Cbr-acsd-1
III.g7808,WBGene00304214,CBG31497
III.g7812,WBGene00032788,CBG11705
III.g7815,WBGene00032787,CBG11703
III.g7818,WBGene00032785,Cbr-hsp-60
III.g7819,WBGene00032784,CBG11700
III.g7832,WBGene00032773,CBG11687
III.g7869,WBGene00041019,Cbr-ubl-1
III.g7871,WBGene00041021,Cbr-sft-1
III.g7874,WBGene00041023,CBG22470
III.g7881,WBGene00303166,CBG31233
III.g7903,WBGene00039321,Cbr-heh-1
III.g7909,WBGene00039316,Cbr-zig-8
III.g7934,WBGene00039965,CBG21101
III.g7935,WBGene00039965,CBG21101
III.g7936,WBGene00039965,CBG21101
III.g7945,WBGene00039974,Cbr-wht-7
III.g7946,WBGene00039974,Cbr-wht-7
III.g7948,WBGene00039978,CBG21118
III.g7949,WBGene00039978,CBG21118
III.g7989,WBGene00037082,CBG17472
III.g7992,WBGene00037082,CBG17472
III.g7993,WBGene00037082,CBG17472
III.g8026,WBGene00038863,Cbr-nfx-1
III.g8027,WBGene00038862,Cbr-rps-13
III.g8040,WBGene00038851,Cbr-let-721
III.g8043,WBGene00038847,CBG19672
III.g8044,WBGene00038846,Cbr-vps-16
III.g8048,WBGene00038842,CBG19667
III.g8067,WBGene00030769,Cbr-akap-1
III.g8076,WBGene00030756,Cbr-ida-1
III.g8085,WBGene00030747,Cbr-polq-1
III.g8090,WBGene00030742,CBG09078
III.g8101,WBGene00030731,CBG09064
III.g8105,WBGene00030727,Cbr-aldo-2
III.g8108,WBGene00030725,CBG09058
III.g8110,WBGene00030724,Cbr-hpo-10
III.g8114,WBGene00030720,Cbr-zmp-1
III.g8115,WBGene00030720,Cbr-zmp-1
III.g8116,WBGene00030720,Cbr-zmp-1
III.g8118,WBGene00030720,Cbr-zmp-1
III.g8120,WBGene00030714,CBG09047
III.g8122,WBGene00030712,CBG09045
III.g8129,WBGene00030704,Cbr-ubq-1
III.g8142,WBGene00030695,Cbr-gcna-1
III.g8144,WBGene00030694,Cbr-eftu-2
III.g8151,WBGene00030686,Cbr-kin-5.2
III.g8166,WBGene00030673,CBG08997
III.g8172,WBGene00030667,Cbr-rps-12
III.g8175,WBGene00030664,Cbr-par-3
III.g8178,WBGene00030660,Cbr-molo-1
III.g8179,WBGene00030660,Cbr-molo-1
III.g8186,WBGene00030656,CBG08978
III.g8189,WBGene00030651,Cbr-madf-11
III.g8198,WBGene00030644,Cbr-ckk-1
III.g8199,WBGene00030643,Cbr-sdz-21.2
III.g8231,WBGene00027705,CBG05191
III.g8251,WBGene00027686,CBG05170
III.g8252,WBGene00027685,CBG05169
III.g8261,WBGene00088150,CBG26736
III.g8262,WBGene00042731,Cbr-sorf-2
III.g8274,WBGene00042058,Cbr-cor-1
III.g8286,WBGene00303116,CBG31189
III.g8289,WBGene00042680,Cbr-sas-7
III.g8291,WBGene00042679,Cbr-nex-2
III.g8292,WBGene00042678,Cbr-jmjd-4
III.g8301,WBGene00037834,Cbr-tbc-8
III.g8313,WBGene00037823,CBG18387
III.g8349,WBGene00037790,Cbr-hpr-9
III.g8350,WBGene00037789,Cbr-swt-4
III.g8357,WBGene00037782,Cbr-cnt-2
III.g8369,WBGene00037770,CBG18326
III.g8374,WBGene00037765,CBG18321
III.g8377,WBGene00037762,Cbr-rib-2
III.g8380,WBGene00037758,Cbr-rnf-113
III.g8382,WBGene00087413,Cbr-dpy-28
III.g8395,WBGene00037746,Cbr-oxi-1
III.g8398,WBGene00037742,CBG18295
III.g8412,WBGene00037732,Cbr-cul-2
III.g8413,WBGene00037731,Cbr-dyf-2
III.g8414,WBGene00037731,Cbr-dyf-2
III.g8426,WBGene00037718,Cbr-mlc-7
III.g8432,WBGene00037708,Cbr-dhc-4
III.g8433,WBGene00037708,Cbr-dhc-4
III.g8439,WBGene00037706,CBG18255
III.g8440,WBGene00037706,CBG18255
III.g8441,WBGene00037706,CBG18255
III.g8459,WBGene00037690,Cbr-twk-40
III.g8503,WBGene00037650,CBG18185
III.g8521,WBGene00033975,CBG13173
III.g8528,WBGene00033981,CBG13181
III.g8537,WBGene00033988,Cbr-wht-8
III.g8544,WBGene00033993,CBG13198
III.g8546,WBGene00033996,CBG13201
III.g8547,WBGene00033996,CBG13201
III.g8548,WBGene00033996,CBG13201
III.g8551,WBGene00034000,Cbr-rab-35
III.g8571,WBGene00034016,CBG13225
III.g8573,WBGene00034018,Cbr-sup-1
III.g8583,WBGene00034027,Cbr-elb-1
III.g8584,WBGene00034028,CBG13237
III.g8591,WBGene00271695,CBG31028
III.g8605,WBGene00034044,CBG13258
III.g8614,WBGene00034052,Cbr-gip-1
III.g8623,WBGene00034060,Cbr-nars-2
III.g8626,WBGene00087281,CBG25867
III.g8647,WBGene00034080,Cbr-ntl-3
III.g8650,WBGene00034094,CBG13315
III.g8651,WBGene00034094,CBG13315
III.g8653,WBGene00034094,CBG13315
III.g8654,WBGene00034094,CBG13315
III.g8655,WBGene00034094,CBG13315
III.g8656,WBGene00034094,CBG13315
III.g8657,WBGene00034094,CBG13315
III.g8658,WBGene00034094,CBG13315
III.g8659,WBGene00034094,CBG13315
III.g8669,WBGene00034103,Cbr-dolk-1
III.g8670,WBGene00034104,CBG13325
III.g8671,WBGene00034105,Cbr-top-3
III.g8674,WBGene00270526,CBG30288
III.g8684,WBGene00037640,Cbr-arx-3
III.g8695,WBGene00087396,CBG25982
III.g8696,WBGene00037633,Cbr-rfp-1
III.g8698,WBGene00037631,CBG18160
III.g8708,WBGene00037623,CBG18152
III.g8713,WBGene00037620,CBG18148
III.g8717,WBGene00037615,CBG18143
III.g8724,WBGene00037611,CBG18137
III.g8732,WBGene00037604,Cbr-mig-39
III.g8764,WBGene00037578,CBG18088
III.g8767,WBGene00037575,CBG18085
III.g8768,WBGene00037574,Cbr-mnp-1
III.g8770,WBGene00087384,CBG25970
III.g8773,WBGene00271589,CBG30952
III.g8774,WBGene00037571,Cbr-ckb-2.2
III.g8778,WBGene00037566,Cbr-snfc-5
III.g8781,WBGene00037562,Cbr-mpc-1
III.g8784,WBGene00087382,CBG25968
III.g8790,WBGene00037554,Cbr-ceh-43
III.g8819,WBGene00037526,Cbr-sel-2
III.g8820,WBGene00037526,Cbr-sel-2
III.g8821,WBGene00037526,Cbr-sel-2
III.g8824,WBGene00037523,Cbr-pfas-1
III.g8838,WBGene00037511,Cbr-ppat-1
III.g8841,WBGene00037508,CBG18010
III.g8843,WBGene00037505,Cbr-clp-2
III.g8860,WBGene00037490,CBG17991
III.g8881,WBGene00037475,CBG17974
III.g8896,WBGene00037461,CBG17960
III.g8912,WBGene00037449,CBG17945
III.g8978,WBGene00036449,CBG16538
III.g8988,WBGene00036460,Cbr-lim-8
III.g8998,WBGene00036466,CBG16564
III.g9008,WBGene00036475,Cbr-isw-1
III.g9009,WBGene00036475,Cbr-isw-1
III.g9033,WBGene00036494,Cbr-ggtb-1
III.g9034,WBGene00036494,Cbr-ggtb-1
III.g9037,WBGene00036498,Cbr-nuo-4
III.g9042,WBGene00036502,CBG16611
III.g9043,WBGene00036502,CBG16611
III.g9073,WBGene00036523,CBG16639
III.g9086,WBGene00036537,CBG16657
III.g9087,WBGene00036538,Cbr-henn-1
III.g9093,WBGene00036543,CBG16663
III.g9101,WBGene00036552,Cbr-cil-1
III.g9114,WBGene00036563,CBG16685
III.g9120,WBGene00030856,Cbr-toh-1
III.g9149,WBGene00030834,CBG09204
III.g9157,WBGene00031280,CBG09750
III.g9167,WBGene00031288,Cbr-ptp-1
III.g9172,WBGene00031295,Cbr-madf-8
III.g9179,WBGene00031303,CBG09780
III.g9188,WBGene00031311,CBG09791
III.g9196,WBGene00031318,Cbr-mua-3
III.g9197,WBGene00031318,Cbr-mua-3
III.g9209,WBGene00087293,CBG25879
III.g9216,WBGene00031336,CBG09817
III.g9218,WBGene00031339,CBG09820
III.g9220,WBGene00031341,Cbr-apb-1
III.g9221,WBGene00031341,Cbr-apb-1
III.g9222,WBGene00031341,Cbr-apb-1
III.g9234,WBGene00031352,Cbr-pbo-1
III.g9235,WBGene00031352,Cbr-pbo-1
III.g9242,WBGene00087295,CBG25881
III.g9276,WBGene00031388,Cbr-ttll-4
III.g9284,WBGene00031393,CBG09880
III.g9290,WBGene00031400,Cbr-gtf-2H2C
III.g9294,WBGene00031402,CBG09891
III.g9330,WBGene00031427,Cbr-pqn-8
III.g9340,WBGene00087314,CBG25900
III.g9341,WBGene00031435,CBG09939
III.g9343,WBGene00031437,CBG09941
III.g9348,WBGene00031442,CBG09947
III.g9351,WBGene00031445,CBG09950
III.g9353,WBGene00271096,CBG30228
III.g9354,WBGene00031447,CBG09952
III.g9356,WBGene00031449,CBG09954
III.g9358,WBGene00031451,Cbr-twk-48
III.g9374,WBGene00031465,Cbr-gcc-2
III.g9377,WBGene00031468,CBG09979
III.g9379,WBGene00031470,CBG09981
III.g9391,WBGene00031483,Cbr-mcm-6
III.g9395,WBGene00031486,CBG09998
III.g9400,WBGene00031493,CBG10005
III.g9401,WBGene00031494,CBG10006
III.g9405,WBGene00031498,Cbr-hlh-4
III.g9408,WBGene00031502,Cbr-ncx-7
III.g9424,WBGene00031516,CBG10031
III.g9437,WBGene00031529,CBG10047
III.g9456,WBGene00031544,CBG10063
III.g9457,WBGene00031544,CBG10063
III.g9483,WBGene00031570,CBG10091
III.g9485,WBGene00031572,Cbr-emb-30
III.g9490,WBGene00031576,Cbr-rgr-1
III.g9496,WBGene00031582,CBG10107
III.g9505,WBGene00031589,Cbr-elo-4
III.g9524,WBGene00031603,Cbr-srx-45
III.g9527,WBGene00031608,Cbr-clip-1
III.g9537,WBGene00031616,CBG10153
III.g9538,WBGene00031616,CBG10153
III.g9541,WBGene00031616,CBG10153
III.g9542,WBGene00031616,CBG10153
III.g9544,WBGene00031616,CBG10153
III.g9550,WBGene00029131,CBG06946
III.g9551,WBGene00029131,CBG06946
III.g9563,WBGene00029120,Cbr-dos-1
III.g9572,WBGene00029110,Cbr-sma-2
III.g9573,WBGene00029110,Cbr-sma-2
III.g9574,WBGene00029110,Cbr-sma-2
III.g9577,WBGene00029110,Cbr-sma-2
III.g9700,WBGene00029014,CBG06798
III.g9701,WBGene00029014,CBG06798
III.g9702,WBGene00029013,CBG06797
III.g9748,WBGene00026387,Cbr-hira-1
III.g9763,WBGene00026399,CBG03556
III.g9770,WBGene00026406,Cbr-spin-4
III.g9776,WBGene00087535,CBG26121
III.g9779,WBGene00026413,CBG03574
III.g9781,WBGene00026414,CBG03575
III.g9782,WBGene00026415,CBG03576
III.g9785,WBGene00026417,Cbr-anoh-1
III.g9787,WBGene00026419,CBG03581
III.g9812,WBGene00026441,Cbr-tir-1
III.g9824,WBGene00026451,CBG03621
III.g9890,WBGene00039226,Cbr-glod-4
III.g9899,WBGene00039220,Cbr-xbp-1
III.g9903,WBGene00039215,CBG20160
III.g9907,WBGene00039211,CBG20156
III.g9911,WBGene00039207,Cbr-rnf-5
III.g9942,WBGene00030796,Cbr-cup-5
III.g9943,WBGene00030796,Cbr-cup-5
III.g9946,WBGene00030798,Cbr-mfsd-6
III.g9964,WBGene00030815,Cbr-cgh-1
III.g9973,WBGene00030824,CBG09188
III.g9986,WBGene00023526,Cbr-upp-1
III.g9996,WBGene00087462,CBG26048
IV.g10441,WBGene00023742,CBG00336
IV.g10449,WBGene00023749,Cbr-gcy-25
IV.g10457,WBGene00023756,CBG00355
IV.g10458,WBGene00023756,CBG00355
IV.g10469,WBGene00270564,CBG30412
IV.g10470,WBGene00023767,CBG00368
IV.g10476,WBGene00023772,Cbr-ifta-2
IV.g10479,WBGene00023776,Cbr-nra-1
IV.g10486,WBGene00023783,CBG00388
IV.g10487,WBGene00271127,CBG30318
IV.g10494,WBGene00023786,CBG00393
IV.g10514,WBGene00023805,Cbr-cogc-2
IV.g10515,WBGene00023806,Cbr-ufl-1
IV.g10516,WBGene00023806,Cbr-ufl-1
IV.g10517,WBGene00023808,Cbr-itsn-1
IV.g10523,WBGene00023814,CBG00425
IV.g10537,WBGene00023825,CBG00437
IV.g10586,WBGene00034401,Cbr-hlh-17
IV.g10594,WBGene00034411,CBG13677
IV.g10652,WBGene00034463,CBG13752
IV.g10656,WBGene00034467,CBG13756
IV.g10662,WBGene00034475,CBG13764
IV.g10665,WBGene00034477,CBG13767
IV.g10668,WBGene00034479,Cbr-fcd-2
IV.g10680,WBGene00034488,Cbr-atln-2
IV.g10681,WBGene00034488,Cbr-atln-2
IV.g10707,WBGene00034509,CBG13811
IV.g10714,WBGene00034528,CBG13833
IV.g10746,WBGene00040253,Cbr-hhat-2
IV.g10755,WBGene00040260,Cbr-nuo-3
IV.g10759,WBGene00040261,Cbr-coq-3
IV.g10760,WBGene00040263,CBG21517
IV.g10802,WBGene00040299,CBG21569
IV.g10820,WBGene00040316,CBG21588
IV.g10836,WBGene00087664,CBG26250
IV.g10848,WBGene00040338,CBG21615
IV.g10857,WBGene00040345,Cbr-xdh-1
IV.g10883,WBGene00038109,CBG18744
IV.g10920,WBGene00041007,CBG22452
IV.g10928,WBGene00040929,CBG22339
IV.g10947,WBGene00040942,Cbr-sorb-1
IV.g10955,WBGene00040947,Cbr-lact-9
IV.g10956,WBGene00040947,Cbr-lact-9
IV.g10957,WBGene00040950,Cbr-sas-6
IV.g10981,WBGene00032727,Cbr-str-164
IV.g10989,WBGene00032735,Cbr-sea-1.2
IV.g10999,WBGene00032743,Cbr-ubxn-6
IV.g11026,WBGene00041942,Cbr-acc-1
IV.g11031,WBGene00041177,Cbr-twk-9
IV.g11080,WBGene00035379,Cbr-unc-33
IV.g11088,WBGene00304756,CBG31525
IV.g11107,WBGene00035408,Cbr-col-120
IV.g11128,WBGene00040485,Cbr-wnk-1
IV.g11130,WBGene00040483,CBG21797
IV.g11143,WBGene00040474,Cbr-daf-10
IV.g11144,WBGene00040469,CBG21776
IV.g11191,WBGene00040433,CBG21734
IV.g11213,WBGene00040415,Cbr-spr-2
IV.g11220,WBGene00040409,Cbr-rpn-7
IV.g11232,WBGene00040398,CBG21695
IV.g11247,WBGene00040361,CBG21650
IV.g11248,WBGene00040362,CBG21651
IV.g11255,WBGene00040368,Cbr-cutl-17
IV.g11256,WBGene00040368,Cbr-cutl-17
IV.g11272,WBGene00040380,CBG21674
IV.g11273,WBGene00040381,Cbr-him-6
IV.g11306,WBGene00039161,Cbr-srm-1
IV.g11311,WBGene00039154,CBG20077
IV.g11317,WBGene00039149,CBG20070
IV.g11332,WBGene00039141,CBG20049
IV.g11340,WBGene00039132,Cbr-lron-14
IV.g11342,WBGene00039132,Cbr-lron-14
IV.g11348,WBGene00039126,Cbr-elo-7
IV.g11353,WBGene00039123,CBG20020
IV.g11357,WBGene00039118,CBG20014
IV.g11375,WBGene00039101,Cbr-tkr-3
IV.g11376,WBGene00039099,CBG19989
IV.g11393,WBGene00039082,CBG19966
IV.g11400,WBGene00039078,CBG19961
IV.g11402,WBGene00039078,CBG19961
IV.g11403,WBGene00039078,CBG19961
IV.g11444,WBGene00039043,CBG19910
IV.g11467,WBGene00039025,Cbr-skn-1
IV.g11468,WBGene00039025,Cbr-skn-1
IV.g11475,WBGene00087821,CBG26407
IV.g11504,WBGene00270581,CBG30429
IV.g11523,WBGene00031039,CBG09463
IV.g11529,WBGene00031044,CBG09472
IV.g11548,WBGene00027951,CBG05512
IV.g11564,WBGene00027938,Cbr-ugt-24
IV.g11574,WBGene00027928,Cbr-srv-32
IV.g11585,WBGene00027917,CBG05472
IV.g11586,WBGene00027915,Cbr-lsm-8
IV.g11589,WBGene00027912,Cbr-mif-4
IV.g11593,WBGene00027909,CBG05464
IV.g11596,WBGene00027905,Cbr-shl-1
IV.g11603,WBGene00027897,Cbr-exos-2
IV.g11614,WBGene00027887,Cbr-tmed-13
IV.g11623,WBGene00027879,CBG05428
IV.g11636,WBGene00027871,CBG05417
IV.g11646,WBGene00027866,CBG05411
IV.g11648,WBGene00027862,Cbr-lec-11
IV.g11669,WBGene00027846,CBG05389
IV.g11670,WBGene00027844,CBG05387
IV.g11697,WBGene00028374,Cbr-nuaf-3
IV.g11698,WBGene00028372,Cbr-cpt-2
IV.g11699,WBGene00028370,Cbr-rap-3
IV.g11704,WBGene00028365,Cbr-pigq-1
IV.g11706,WBGene00028363,Cbr-ard-1
IV.g11707,WBGene00028362,CBG06016
IV.g11708,WBGene00028361,Cbr-spo-11
IV.g11714,WBGene00028355,CBG06009
IV.g11719,WBGene00028351,CBG06005
IV.g11720,WBGene00028349,Cbr-bcc-1
IV.g11745,WBGene00028329,Cbr-ndx-9
IV.g11769,WBGene00028309,CBG05954
IV.g11790,WBGene00028290,CBG05933
IV.g11791,WBGene00028289,Cbr-cima-1
IV.g11792,WBGene00028288,Cbr-nrde-4
IV.g11803,WBGene00028273,CBG05915
IV.g11804,WBGene00028273,CBG05915
IV.g11816,WBGene00028263,Cbr-pam-1
IV.g11818,WBGene00028261,CBG05900
IV.g11823,WBGene00028259,CBG05897
IV.g11860,WBGene00028221,CBG05845
IV.g11871,WBGene00028210,CBG05834
IV.g11881,WBGene00087767,CBG26353
IV.g11888,WBGene00028198,Cbr-col-114
IV.g11895,WBGene00028191,Cbr-glb-23
IV.g11909,WBGene00028177,CBG05793
IV.g11948,WBGene00028142,CBG05751
IV.g11976,WBGene00028122,CBG05728
IV.g12024,WBGene00028385,CBG06045
IV.g12046,WBGene00028404,Cbr-znf-207
IV.g12053,WBGene00028412,Cbr-klp-12
IV.g12054,WBGene00028412,Cbr-klp-12
IV.g12060,WBGene00028417,CBG06081
IV.g12061,WBGene00028417,CBG06081
IV.g12063,WBGene00028417,CBG06081
IV.g12064,WBGene00028417,CBG06081
IV.g12065,WBGene00028417,CBG06081
IV.g12066,WBGene00028419,Cbr-magi-1
IV.g12085,WBGene00028435,Cbr-prx-2
IV.g12088,WBGene00028438,CBG06107
IV.g12102,WBGene00028449,CBG06122
IV.g12112,WBGene00028457,CBG06137
IV.g12123,WBGene00028466,Cbr-catp-8
IV.g12137,WBGene00028480,Cbr-lpr-2
IV.g12145,WBGene00028486,CBG06176
IV.g12165,WBGene00028503,CBG06195
IV.g12166,WBGene00028503,CBG06195
IV.g12167,WBGene00028503,CBG06195
IV.g12185,WBGene00028519,Cbr-mrpl-51
IV.g12192,WBGene00028526,CBG06219
IV.g12197,WBGene00028531,Cbr-rbm-34
IV.g12199,WBGene00028533,Cbr-mig-32
IV.g12207,WBGene00028541,Cbr-aly-3
IV.g12208,WBGene00028542,Cbr-dhhc-6
